word	Belarusian-be	emotion	emotion-intensity-score
edification	настаўленьне	joy	0.333
obliging	паслужлівы	joy	0.333
renovation	рамонт	joy	0.333
familiarity	знаёмства	joy	0.333
garden	сад	joy	0.333
spa	спа	joy	0.333
dawn	світанак	joy	0.333
connoisseur	знаўца	joy	0.333
partner	партнёр	joy	0.333
gazing	гледзячы	joy	0.333
foodie	гурман	joy	0.331
synchronize	сінхранізаваць	joy	0.329
tribulation	няшчасце	joy	0.328
healing	вылячэнне	joy	0.328
saint	святой	joy	0.328
chirping	стракатанне	joy	0.328
hobby	хобі	joy	0.328
noregrets	NO TRANSLATION	joy	0.328
carol	апяваць	joy	0.328
true	NO TRANSLATION	joy	0.328
psalm	псальма	joy	0.328
pedicure	педыкюр	joy	0.328
amnesty	амніставаць	joy	0.328
respite	перадышка	joy	0.324
mellow	сакавіты	joy	0.318
lazyday	lazyday	joy	0.318
recreational	забаўляльны	joy	0.318
restorative	ўмацоўвае	joy	0.318
cousins	кузены	joy	0.318
classics	класіка	joy	0.318
reconciliation	зверка	joy	0.316
dove	голуб	joy	0.312
living	жывы	joy	0.312
presto	Престо	joy	0.312
crafts	рамёствы	joy	0.312
recovery	аднаўленне	joy	0.312
woods	лесу	joy	0.312
sunset	закат	joy	0.312
fitness	фітнес	joy	0.312
playhouse	тэатр	joy	0.312
superman	Звышчалавек	joy	0.312
muchneeded	NO TRANSLATION	joy	0.312
wisdom	мудрасць	joy	0.312
deal	здзелка	joy	0.312
simplify	спрасціць	joy	0.312
lord	спадар	joy	0.312
sterling	Стэрлінг	joy	0.312
progression	прагрэсія	joy	0.312
relight	зноў загарэцца	joy	0.312
pony	поні	joy	0.312
infant	немаўля	joy	0.309
improvement	паляпшэнне	joy	0.309
absolution	адпушчэнне грахоў	joy	0.306
gently	асцярожна	joy	0.303
established	усталяваны	joy	0.303
honest	сумленны	joy	0.303
decorating	дэкарыравання	joy	0.303
endless	бясконцы	joy	0.303
banquet	бяседа	joy	0.303
providing	забеспячэнне	joy	0.300
mine	шахта	joy	0.297
fraternal	братэрскі	joy	0.297
notable	характэрны	joy	0.297
feat	подзвіг	joy	0.297
harvest	ўраджай	joy	0.297
quaint	мудрагелісты	joy	0.297
softly	мякка	joy	0.297
spiritual	духоўны	joy	0.297
morals	норавы	joy	0.297
lounging	гультайства	joy	0.297
light	святло	joy	0.297
breeze	вецер	joy	0.297
strolling	прагульваўся	joy	0.297
spending	выдаткі	joy	0.297
meditating	медытацыі	joy	0.297
joker	джокер	joy	0.297
yearning	самотны	joy	0.297
growth	рост	joy	0.297
fervor	гарачнасць	joy	0.295
quotes	двукоссі	joy	0.294
volunteer	добраахвотнік	joy	0.294
psalms	псалмы	joy	0.288
hippie	хіпі	joy	0.288
gain	каэфіцыент узмацнення	joy	0.288
taoism	таоізме	joy	0.288
midwife	акушэрка	joy	0.288
resources	рэсурсы	joy	0.288
create	стварыць	joy	0.288
receiving	атрыманне	joy	0.287
ocean	акіян	joy	0.286
snowfall	снегапад	joy	0.286
lsd	ЛСД	joy	0.286
hiking	пешы турызм	joy	0.283
chill	прастуда	joy	0.281
truce	перадышка	joy	0.281
infinity	бясконцасць	joy	0.281
toast	тост	joy	0.281
destination	прызначэння	joy	0.281
buddhist	будыст	joy	0.281
rested	адпачылы	joy	0.281
candid	бесстаронні	joy	0.281
evergreen	вечназялёны	joy	0.281
unwind	размотваць	joy	0.281
buzzing	гудзенне	joy	0.281
venerable	шаноўны	joy	0.279
balance	баланс	joy	0.275
retirement	выбыццё	joy	0.275
compensate	кампенсаваць	joy	0.273
swim	плаваць	joy	0.273
drinks	напоі	joy	0.273
devout	набожны	joy	0.273
buddha	Буда	joy	0.273
rapt	захоплены	joy	0.273
fireplace	камін	joy	0.273
snowing	снег ідзе	joy	0.271
sublimation	сублімацыя	joy	0.270
fruity	фруктовы	joy	0.268
humility	пакорлівасць	joy	0.266
paragon	Парагон	joy	0.266
ministry	міністэрства	joy	0.266
sunday	нядзеля	joy	0.266
salute	салют	joy	0.266
fortitude	сіла духу	joy	0.266
whim	капрыз	joy	0.266
sun	сонца	joy	0.266
sketching	замалёўка	joy	0.266
waves	хвалі	joy	0.266
buddhism	будызм	joy	0.266
cathedral	сабор	joy	0.266
yoga	ёга	joy	0.266
artwork	твор мастацтва	joy	0.265
practiced	практыкавалі	joy	0.264
clean	чысты	joy	0.260
found	знойдзены	joy	0.258
fitting	прымерка	joy	0.258
immerse	апускаць	joy	0.258
running	хто бяжыць,	joy	0.258
clarity	яснасць	joy	0.258
food	харчаванне	joy	0.258
exercise	ажыццяўленне	joy	0.258
autumn	восень	joy	0.254
ardent	палкі	joy	0.250
fit	адпавядаць	joy	0.250
mountain	гара	joy	0.250
expedient	мэтазгодны	joy	0.250
diary	дзённік	joy	0.250
candles	свечкі	joy	0.250
outdoors	на адкрытым паветры	joy	0.250
chilled	астуджаны	joy	0.250
clap	пляскаць	joy	0.250
contagious	інфекцыйны	joy	0.250
chirp	чырыканне	joy	0.250
morning	раніца	joy	0.250
visitor	наведвальнік	joy	0.250
hardy	цягавіты	joy	0.250
countryside	сельская мясцовасць	joy	0.250
undying	несмяротны	joy	0.250
football	футбол	joy	0.250
advocacy	прапаганда	joy	0.250
demonstrative	дэманстратыўны	joy	0.250
cradle	калыска	joy	0.247
trance	транс	joy	0.246
breakfast	сняданак	joy	0.242
grow	расці	joy	0.242
pay	плаціць	joy	0.242
preservative	кансервант	joy	0.242
intense	інтэнсіўны	joy	0.242
supremacy	прымат	joy	0.242
church	царква	joy	0.242
procession	шэсце	joy	0.242
consecration	асвячэнне	joy	0.235
lifetime	працягласць жыцця	joy	0.234
nursery	гадавальнік	joy	0.234
humbled	паніжаны	joy	0.234
vote	галасаванне	joy	0.234
incense	ладан	joy	0.234
lyre	ліра	joy	0.234
candle	свечка	joy	0.234
snowy	снежны	joy	0.234
doll	лялька	joy	0.234
skiing	катанне на лыжах	joy	0.234
ordination	пасвячэнне	joy	0.234
art	мастацтва	joy	0.234
salary	зарплата	joy	0.234
pastry	кандытарскія вырабы	joy	0.229
firefly	светлякі	joy	0.227
chilling	астуджэнне	joy	0.227
remedy	сродак	joy	0.227
rescue	выратаванне	joy	0.225
camping	кемпінг	joy	0.221
perspective	перспектывы	joy	0.221
orchard	фруктовы сад	joy	0.221
orchestra	аркестр	joy	0.221
possess	валодаць	joy	0.219
castle	замак	joy	0.219
lamb	бараніна	joy	0.219
gardens	сады	joy	0.219
breezy	свежы	joy	0.219
mucis	NO TRANSLATION	joy	0.212
bouttime	NO TRANSLATION	joy	0.212
brisk	вёрткі	joy	0.212
countrymusic	NO TRANSLATION	joy	0.212
repay	пагашаць	joy	0.212
ribbon	стужка	joy	0.212
pho	фо	joy	0.212
reggae	рэгі	joy	0.212
raindrops	кроплі дажджу	joy	0.212
listneing	NO TRANSLATION	joy	0.212
teach	навучыць	joy	0.212
nap	задрамаць	joy	0.206
stillness	нерухомасць	joy	0.203
chant	сьпеў	joy	0.203
hire	пракат	joy	0.203
vernal	вясновы	joy	0.203
cove	бухточка	joy	0.203
uncontrollable	некантралюемы	joy	0.203
legalized	легалізаваны	joy	0.203
unexpected	нечаканы	joy	0.203
lights	агні	joy	0.203
save	эканоміць	joy	0.200
atone	выкупаць	joy	0.197
trees	дрэвы	joy	0.197
pastor	пастар	joy	0.197
symmetry	сіметрыя	joy	0.197
oneday	аднойчы	joy	0.197
scripture	святое пісанне	joy	0.196
mountains	горы	joy	0.194
pathway	шлях	joy	0.188
walking	хада	joy	0.188
craziness	вар'яцтва	joy	0.188
soppy	сентыментальны	joy	0.188
tea	чай	joy	0.188
quiet	ціхі	joy	0.188
forefathers	продкі	joy	0.188
liquor	шчолак	joy	0.188
custom	звычай	joy	0.188
whiteness	бледнасць	joy	0.188
sympathetic	чульлівы	joy	0.188
patient	пацыент	joy	0.186
dollhouse	лялечны дом	joy	0.182
bath	ванна	joy	0.182
score	кошт	joy	0.182
movingon	movingon	joy	0.182
supporter	прыхільнік	joy	0.180
accompaniment	суправаджэнне	joy	0.179
pursuit	пераслед	joy	0.176
outburst	выбух	joy	0.176
frosty	марозны	joy	0.174
workout	распрацоўваць	joy	0.172
closure	закрыццё	joy	0.172
luncheon	сняданак	joy	0.172
service	абслугоўванне	joy	0.172
wintery	застылы	joy	0.172
wages	заработная плата	joy	0.169
civilized	цывілізаваны	joy	0.169
fain	NO TRANSLATION	joy	0.167
december	снежні	joy	0.167
acrobat	акрабат	joy	0.162
glide	слізгаценне	joy	0.162
finally	у рэшце рэшт	joy	0.157
reproductive	рэпрадуктыўны	joy	0.156
elf	эльф	joy	0.156
organization	арганізацыя	joy	0.156
stroll	шпацыр	joy	0.156
peppermint	мята	joy	0.156
break	перапынак	joy	0.156
chai	Chai	joy	0.156
obtainable	даступны	joy	0.156
bathtub	ванна	joy	0.156
advent	прыход	joy	0.152
scifi	SciFi	joy	0.152
balm	бальзам	joy	0.152
measured	вымераны	joy	0.152
spaniel	спаніэль	joy	0.145
tan	загар	joy	0.141
ditty	песенка	joy	0.141
bubble	бурбалка	joy	0.141
simple	просты	joy	0.141
oils	алею	joy	0.141
beer	піва	joy	0.141
green	зялёны	joy	0.137
buss	звонкі пацалунак	joy	0.136
books	кнігі	joy	0.136
makingdisciples	NO TRANSLATION	joy	0.136
chow	чау	joy	0.135
pitter	Pitter	joy	0.134
flows	патокі	joy	0.130
silence	цішыня	joy	0.127
roadster	родстэр	joy	0.125
solitude	самотнасць	joy	0.125
bookstore	кнігарня	joy	0.125
wine	віно	joy	0.125
circumstances	абставіны	joy	0.125
japan	Японія	joy	0.121
soak	ўбіраць	joy	0.121
wilderness	пустыня	joy	0.121
priesthood	сьвятарства	joy	0.121
critical	крытычны	joy	0.116
neutral	нейтральны	joy	0.114
untie	развязваць	joy	0.109
hunting	паляванне	joy	0.109
opera	опера	joy	0.109
weight	вага	joy	0.109
white	белы	joy	0.109
sand	пясок	joy	0.109
wind	вецер	joy	0.109
labor	працы	joy	0.106
classical	класічны	joy	0.106
affliction	хвароба	joy	0.103
lake	возера	joy	0.103
organ	орган	joy	0.094
dwelling	жыллё	joy	0.094
tree	дрэва	joy	0.090
pond	сажалка	joy	0.089
marrow	касцяны мозг	joy	0.078
latte	латте	joy	0.078
sipping	пацягваючы	joy	0.076
benign	дабраякасны	joy	0.074
majority	большасць	joy	0.073
leaf	ліст	joy	0.065
troubles	праблемы	joy	0.062
basketball	баскетбол	joy	0.062
explosions	выбухі	joy	0.061
cream	крэм	joy	0.061
shepherd	пастух	joy	0.058
tuesday	аўторак	joy	0.047
turbulence	турбулентнасць	joy	0.045
calf	цяля	joy	0.040
hardship	пазбаўлення	joy	0.031
sixty	шэсцьдзесят	joy	0.016
unhappiness	няшчасце	joy	0.016
heartbreaking	немы	sadness	0.969
mourning	жалобу	sadness	0.969
tragic	трагічны	sadness	0.961
holocaust	вынішчэньне	sadness	0.953
suicidal	самагубчы	sadness	0.941
misery	пакута	sadness	0.938
massacre	бойня	sadness	0.931
euthanasia	эўтаназія	sadness	0.927
depression	дэпрэсія	sadness	0.925
bereavement	цяжкая страта	sadness	0.922
grieving	скарбячая	sadness	0.922
fatal	фатальны	sadness	0.922
bereaved	Балеснай	sadness	0.920
devastation	спусташэнне	sadness	0.917
death	смерць	sadness	0.915
devastated	спустошаны	sadness	0.912
suicide	самагубства	sadness	0.912
catastrophe	катастрофа	sadness	0.911
horrifying	жахлівы	sadness	0.907
tragedy	трагедыя	sadness	0.906
depressing	панылы	sadness	0.906
died	памёр	sadness	0.906
anguish	пакута	sadness	0.902
agony	агонія	sadness	0.900
deadly	смяротны	sadness	0.898
weeping	галашэньне	sadness	0.896
stillbirth	мёртванароджаных	sadness	0.891
deceased	памерлы	sadness	0.891
murderer	забойца	sadness	0.877
devastating	разбуральны	sadness	0.875
rape	згвалтаванне	sadness	0.875
cancer	рак	sadness	0.875
dying	паміраючы	sadness	0.875
sadness	смутак	sadness	0.864
morbidity	захворванне	sadness	0.864
crucifixion	распяцце на крыжы	sadness	0.859
grief	гора	sadness	0.859
depressed	прыгнечаны	sadness	0.859
traumatic	траўматычны	sadness	0.859
atrocity	зверства	sadness	0.859
execution	выкананне	sadness	0.859
abandonment	пакіданне	sadness	0.859
perish	гінуць	sadness	0.859
cadaver	труп	sadness	0.853
treachery	вераломства	sadness	0.848
betrayed	здрадзіла	sadness	0.848
sad	сумны	sadness	0.844
destroyed	разбураны	sadness	0.844
miserable	няшчасны	sadness	0.844
persecution	пераслед	sadness	0.844
funeral	пахаванне	sadness	0.844
slaughtering	забой	sadness	0.844
horrific	жахлівы	sadness	0.844
homicide	забойства	sadness	0.844
hopelessness	безнадзейнасць	sadness	0.844
grieve	гараваць	sadness	0.844
sorrow	смутак	sadness	0.844
suffering	які пакутуе	sadness	0.844
murderous	забойны	sadness	0.844
unhappiness	няшчасце	sadness	0.839
crippled	калека	sadness	0.836
bloodshed	кровапраліцце	sadness	0.836
pained	пакутлівы	sadness	0.833
manslaughter	ненаўмысным забойстве	sadness	0.833
carnage	разня	sadness	0.833
unbearable	невыносны	sadness	0.830
stillborn	нарадзілася мёртвае	sadness	0.830
slavery	рабства	sadness	0.828
torment	пакута	sadness	0.828
sickness	хвароба	sadness	0.828
enslaved	паняволеных	sadness	0.828
casualty	няшчасны выпадак	sadness	0.828
morbid	паталагічны	sadness	0.828
murder	забойства	sadness	0.828
mourn	аплакваць	sadness	0.828
helplessness	бездапаможнасць	sadness	0.828
annihilation	знішчэнне	sadness	0.828
abandoned	закінуты	sadness	0.828
horrors	жахі	sadness	0.828
mutilation	калецтва	sadness	0.828
annihilated	знішчаны	sadness	0.828
miscarriage	выкідак	sadness	0.824
starvation	галаданне	sadness	0.819
killing	забойства	sadness	0.812
failure	адмова	sadness	0.812
famine	голад	sadness	0.812
distraught	звар'яцелы	sadness	0.812
childloss	NO TRANSLATION	sadness	0.812
burial	пахаванне	sadness	0.812
disgrace	ганьба	sadness	0.812
cruelty	жорсткасць	sadness	0.812
despair	адчай	sadness	0.812
saddens	засмучае	sadness	0.812
oppression	прыгнёт	sadness	0.812
sadly	сумна	sadness	0.812
mournful	журботны	sadness	0.812
terrorism	тэрарызм	sadness	0.812
heartache	душэўная боль	sadness	0.812
bloody	крывавы	sadness	0.806
perishing	якія гінуць	sadness	0.804
inhumanity	нялюдскасць	sadness	0.804
malignancy	злаякаснасць	sadness	0.803
mortification	змярцвенне	sadness	0.802
sarcoma	саркома	sadness	0.797
lifeless	безжыццёвы	sadness	0.797
perished	загінулы	sadness	0.797
dreadful	жудасны	sadness	0.797
devastate	спусташаць	sadness	0.797
dreadfully	жахліва	sadness	0.797
gallows	шыбеніца	sadness	0.797
lethal	лятальны	sadness	0.797
desolation	спусташэнне	sadness	0.797
