word	Xhosa-xh	emotion	emotion-intensity-score
sonorous	sonorous	joy	0.375
unforgettable	a libaleki	joy	0.375
baptismal	bhaptizwa	joy	0.368
alliance	u manyano	joy	0.368
grant	nelelo	joy	0.366
conciliation	nokuxolelana	joy	0.364
moonlight	ukukhanya kwenyanga	joy	0.364
sanctification	ngcwaliswa	joy	0.364
improves	phucula	joy	0.364
improve	phucula	joy	0.364
pure	ecocekileyo	joy	0.364
authentic	yinyani	joy	0.364
kitten	inkonti	joy	0.364
weightloss	NO TRANSLATION	joy	0.362
raspberries	raspberries	joy	0.360
jest	NO TRANSLATION	joy	0.359
fidelity	ukunyaniseka	joy	0.359
feeling	uvakalelwa	joy	0.359
devotional	kuthandaza	joy	0.359
proficiency	u buchule	joy	0.359
tinsel	tinsel	joy	0.359
revival	imvuselelo	joy	0.359
sanctify	ngcwalisa	joy	0.359
listenting	NO TRANSLATION	joy	0.359
independent	ezizimeleyo	joy	0.359
cocoa	icocoa	joy	0.353
giver	NO TRANSLATION	joy	0.353
dolphin	i dolphin	joy	0.348
choral	ngecala	joy	0.348
deliverance	ku hlangulwa	joy	0.348
romp	ukuxhamla	joy	0.348
roaring	bhonga	joy	0.348
melody	ingoma	joy	0.348
favor	u bubele	joy	0.348
unification	u manyano	joy	0.348
exceed	kudlule	joy	0.348
purpose	injongo	joy	0.348
hotyoga	NO TRANSLATION	joy	0.347
nowork	osebenza nabo	joy	0.344
voluptuous	ukukhupha	joy	0.344
fruits	ziqhamo	joy	0.344
thx	ENKS	joy	0.344
newstart	entsha	joy	0.344
manicure	umquba	joy	0.344
date	umhla	joy	0.344
kiddos	kiddos	joy	0.344
roadtrip	Uhambo lwendlela	joy	0.344
cookies	ikhukhi	joy	0.344
hedonism	ukunyaniseka	joy	0.344
humble	tho bekile	joy	0.344
electric	zombane	joy	0.344
pledge	isibambiso	joy	0.344
celebrity	udumo	joy	0.342
rhythm	isigqi	joy	0.338
bridesmaid	mtshakazi	joy	0.338
snowday	ngekhephu	joy	0.333
young	selula	joy	0.333
coffee	kofu	joy	0.333
edification	yokwakha	joy	0.333
obliging	nya nze lekile	joy	0.333
renovation	kulungiswa	joy	0.333
familiarity	nolwazi	joy	0.333
garden	kumyezo	joy	0.333
spa	spa	joy	0.333
dawn	kusasa	joy	0.333
connoisseur	umgcini	joy	0.333
partner	qabane	joy	0.333
gazing	khangela	joy	0.333
foodie	ukutyazana	joy	0.331
synchronize	ukuvumelanisa	joy	0.329
tribulation	ndezelo	joy	0.328
healing	ku philisa	joy	0.328
saint	ngcwele	joy	0.328
chirping	ukugquma	joy	0.328
hobby	yokuzilibazisa	joy	0.328
noregrets	NO TRANSLATION	joy	0.328
carol	carol	joy	0.328
true	NO TRANSLATION	joy	0.328
psalm	ndumiso	joy	0.328
pedicure	i pedicure	joy	0.328
amnesty	xolelo	joy	0.328
respite	ukuphelisa	joy	0.324
mellow	mellow	joy	0.318
lazyday	NO TRANSLATION	joy	0.318
recreational	lonwabo	joy	0.318
restorative	yokubuyisela	joy	0.318
cousins	bazala	joy	0.318
classics	zeklasi	joy	0.318
reconciliation	xo laniso	joy	0.316
dove	ihobe	joy	0.312
living	philayo	joy	0.312
presto	presto	joy	0.312
crafts	zobugcisa	joy	0.312
recovery	ku hlaziywa	joy	0.312
woods	imithi	joy	0.312
sunset	kwelanga	joy	0.312
fitness	ukufaneleka	joy	0.312
playhouse	yendawo yokudlala	joy	0.312
superman	phezulu	joy	0.312
muchneeded	NO TRANSLATION	joy	0.312
wisdom	bulumko	joy	0.312
deal	ukujongana	joy	0.312
simplify	lula	joy	0.312
lord	inkosi	joy	0.312
sterling	oluhle	joy	0.312
progression	inkqubela phambili	joy	0.312
relight	niseka	joy	0.312
pony	ipony	joy	0.312
infant	usana	joy	0.309
improvement	phuculwa	joy	0.309
absolution	ukungabikho	joy	0.306
gently	ngobumnene	joy	0.303
established	sekiwe	joy	0.303
honest	nya niseka	joy	0.303
decorating	ukuhlobisa	joy	0.303
endless	elingapheliyo	joy	0.303
banquet	isidlo	joy	0.303
providing	ukubonelela	joy	0.300
mine	yam	joy	0.297
fraternal	bazalwana	joy	0.297
notable	phawula	joy	0.297
feat	feat	joy	0.297
harvest	kuvuna	joy	0.297
quaint	ngokugqithiseleyo	joy	0.297
softly	ngokukhawuleza	joy	0.297
spiritual	ngokomoya	joy	0.297
morals	ukuziphatha	joy	0.297
lounging	ukudibanisa	joy	0.297
light	kukhanya	joy	0.297
breeze	moya	joy	0.297
strolling	ukuhamba	joy	0.297
spending	yokuchitha	joy	0.297
meditating	kucamngca	joy	0.297
joker	joker	joy	0.297
yearning	nqwenela	joy	0.297
growth	ukukhula	joy	0.297
fervor	ngentswela	joy	0.295
quotes	catshulwa	joy	0.294
volunteer	ivolontiya	joy	0.294
psalms	iindumiso	joy	0.288
hippie	hippie	joy	0.288
gain	kuzuza	joy	0.288
taoism	taoism	joy	0.288
midwife	umbeleki	joy	0.288
resources	zixhobo	joy	0.288
create	kudala	joy	0.288
receiving	fumana	joy	0.287
ocean	elwandle	joy	0.286
snowfall	kwekhefu	joy	0.286
lsd	lsd	joy	0.286
hiking	ukuhamba	joy	0.283
chill	bhinqa	joy	0.281
truce	ingqungquthela	joy	0.281
infinity	obungapheliyo	joy	0.281
toast	utywala	joy	0.281
destination	ukuya kuyo	joy	0.281
buddhist	maBuddha	joy	0.281
rested	waphumla	joy	0.281
candid	efanelekileyo	joy	0.281
evergreen	isiqhelo	joy	0.281
unwind	ukukhupha	joy	0.281
buzzing	buz	joy	0.281
venerable	uzukileyo	joy	0.279
balance	ukulinganisela	joy	0.275
retirement	umhlalaphantsi	joy	0.275
compensate	hlawula	joy	0.273
swim	bhukuda	joy	0.273
drinks	ziselo	joy	0.273
devout	mhlonela	joy	0.273
buddha	uBuddha	joy	0.273
rapt	lihle	joy	0.273
fireplace	indawo yomlilo	joy	0.273
snowing	ikhephu	joy	0.271
sublimation	ncancinci	joy	0.270
fruity	fruity	joy	0.268
humility	thobeka	joy	0.266
paragon	paragon	joy	0.266
ministry	ntsimini	joy	0.266
sunday	iCawe	joy	0.266
salute	bulisa	joy	0.266
fortitude	ubugorha	joy	0.266
whim	ngethuba	joy	0.266
sun	ilanga	joy	0.266
sketching	ukudweba	joy	0.266
waves	maza	joy	0.266
buddhism	inkolo yakwaBudda	joy	0.266
cathedral	inkulu	joy	0.266
yoga	yoga	joy	0.266
artwork	ubugcisa	joy	0.265
practiced	ayenziwa	joy	0.264
clean	hla mbulukile	joy	0.260
found	fu maneka	joy	0.258
fitting	kufanelekile	joy	0.258
immerse	philisa	joy	0.258
running	ku sebenza	joy	0.258
clarity	cacile	joy	0.258
food	ukutya	joy	0.258
exercise	ukusetyenziswa	joy	0.258
autumn	ekwindla	joy	0.254
ardent	likhulu	joy	0.250
fit	ku lungele	joy	0.250
mountain	entabeni	joy	0.250
expedient	efanelekileyo	joy	0.250
diary	idayari	joy	0.250
candles	ikhandlela	joy	0.250
outdoors	ngaphandle	joy	0.250
chilled	zifakwe	joy	0.250
clap	ukubetha	joy	0.250
contagious	sulela	joy	0.250
chirp	ukuphalaza	joy	0.250
morning	ntseni	joy	0.250
visitor	u tyelele	joy	0.250
hardy	lukhuni	joy	0.250
countryside	kwiindawo ezisemaphandleni	joy	0.250
undying	ukuphazamiseka	joy	0.250
football	ibhola	joy	0.250
advocacy	ku khuthaza	joy	0.250
demonstrative	bonisa	joy	0.250
cradle	yokulala	joy	0.247
trance	ngqondweni	joy	0.246
breakfast	kwasekuseni	joy	0.242
grow	kukhula	joy	0.242
pay	hlawula	joy	0.242
preservative	lo ndolozo	joy	0.242
intense	kakhulu	joy	0.242
supremacy	ubukhulu	joy	0.242
church	icawa	joy	0.242
procession	ukuhambela	joy	0.242
consecration	ku ngcwalisa	joy	0.235
lifetime	ubomi bonke	joy	0.234
nursery	zokugcina	joy	0.234
humbled	tho bekile	joy	0.234
vote	kuvota	joy	0.234
incense	qhumiso	joy	0.234
lyre	ingoma	joy	0.234
candle	ikhandlela	joy	0.234
snowy	ikhephu	joy	0.234
doll	doll	joy	0.234
skiing	ukushushuluza	joy	0.234
ordination	ulungelelaniso	joy	0.234
art	ubugcisa	joy	0.234
salary	umvuzo	joy	0.234
pastry	ikhefu	joy	0.229
firefly	isibhamu	joy	0.227
chilling	kubetha	joy	0.227
remedy	lungisa	joy	0.227
rescue	hlangula	joy	0.225
camping	inkampu	joy	0.221
perspective	nembono	joy	0.221
orchard	yezityalo	joy	0.221
orchestra	oomculo	joy	0.221
possess	ukuba nelifa	joy	0.219
castle	nqwelweni	joy	0.219
lamb	inyama yegusha	joy	0.219
gardens	kwigadi	joy	0.219
breezy	epholileyo	joy	0.219
mucis	NO TRANSLATION	joy	0.212
bouttime	thutyana	joy	0.212
brisk	ikhefu	joy	0.212
countrymusic	NO TRANSLATION	joy	0.212
repay	hlawula	joy	0.212
ribbon	ibhendi	joy	0.212
pho	pho	joy	0.212
reggae	reggae	joy	0.212
raindrops	imvula	joy	0.212
listneing	NO TRANSLATION	joy	0.212
teach	fundisa	joy	0.212
nap	kulala	joy	0.206
stillness	ukusa	joy	0.203
chant	ngoma	joy	0.203
hire	ukuqesha	joy	0.203
vernal	ezingokoqobo	joy	0.203
cove	cove	joy	0.203
uncontrollable	a wu lawule	joy	0.203
legalized	ngokusemthethweni	joy	0.203
unexpected	engalindelekanga	joy	0.203
lights	izibane	joy	0.203
save	ndoloza	joy	0.200
atone	ku bonisa	joy	0.197
trees	imithi	joy	0.197
pastor	mfundisi	joy	0.197
symmetry	i symmetry	joy	0.197
oneday	NO TRANSLATION	joy	0.197
scripture	sibhalo	joy	0.196
mountains	iintaba	joy	0.194
pathway	indlela	joy	0.188
walking	ukuhamba	joy	0.188
craziness	buqhetseba	joy	0.188
soppy	soppy	joy	0.188
tea	iti	joy	0.188
quiet	cwaka	joy	0.188
forefathers	ookhokho	joy	0.188
liquor	utywala	joy	0.188
custom	isiko	joy	0.188
whiteness	u bumhlophe	joy	0.188
sympathetic	u velwano	joy	0.188
patient	isigulane	joy	0.186
dollhouse	dollhouse	joy	0.182
bath	kuhlamba	joy	0.182
score	Inqaku	joy	0.182
movingon	ukuqhubeka	joy	0.182
supporter	umxhasi	joy	0.180
accompaniment	uhambelane	joy	0.179
pursuit	ku sukela	joy	0.176
outburst	ukuqhuma	joy	0.176
frosty	iqhwa	joy	0.174
workout	ukuzilolonga	joy	0.172
closure	kuvalwa	joy	0.172
luncheon	isidlo	joy	0.172
service	inkonzo	joy	0.172
wintery	u kuzuza	joy	0.172
wages	umvuzo	joy	0.169
civilized	phucule	joy	0.169
fain	NO TRANSLATION	joy	0.167
december	EtiMnga	joy	0.167
acrobat	acrobat	joy	0.162
glide	glide	joy	0.162
finally	gqi beleni	joy	0.157
reproductive	ukuzala	joy	0.156
elf	elf	joy	0.156
organization	ntlangano	joy	0.156
stroll	ukuhamba	joy	0.156
peppermint	peppermint	joy	0.156
break	aphule	joy	0.156
chai	NO TRANSLATION	joy	0.156
obtainable	maneka	joy	0.156
bathtub	ibhafu	joy	0.156
advent	kufika	joy	0.152
scifi	scifi	joy	0.152
balm	balm	joy	0.152
measured	nganiswa	joy	0.152
spaniel	spaniel	joy	0.145
tan	tan	joy	0.141
ditty	ematyaleni	joy	0.141
bubble	bubble	joy	0.141
simple	elula	joy	0.141
oils	oyile	joy	0.141
beer	ibhiya	joy	0.141
green	luhlaza	joy	0.137
buss	buss	joy	0.136
books	iincwadi	joy	0.136
makingdisciples	NO TRANSLATION	joy	0.136
chow	chow	joy	0.135
pitter	emhadini	joy	0.134
flows	kuhamba	joy	0.130
silence	cwaka	joy	0.127
roadster	yendlela	joy	0.125
solitude	yedwa	joy	0.125
bookstore	eencwadi	joy	0.125
wine	isiselo somdiliya	joy	0.125
circumstances	imeko	joy	0.125
japan	Japhan	joy	0.121
soak	cwina	joy	0.121
wilderness	entlango	joy	0.121
priesthood	ngeleli	joy	0.121
critical	luleke	joy	0.116
neutral	engathathi hlangothi	joy	0.114
untie	khulule	joy	0.109
hunting	ukuzingela	joy	0.109
opera	opera	joy	0.109
weight	bunzima	joy	0.109
white	mhlophe	joy	0.109
sand	isanti	joy	0.109
wind	umoya	joy	0.109
labor	sebenzi	joy	0.106
classical	zeklasi	joy	0.106
affliction	ndezelo	joy	0.103
lake	echibi	joy	0.103
organ	iqumrhu	joy	0.094
dwelling	kuhlala	joy	0.094
tree	umthi	joy	0.090
pond	echibini	joy	0.089
marrow	umrha	joy	0.078
latte	i-latté	joy	0.078
sipping	ukucima	joy	0.076
benign	benign	joy	0.074
majority	uninzi	joy	0.073
leaf	iqela	joy	0.065
troubles	iingxaki	joy	0.062
basketball	basketball	joy	0.062
explosions	ukuqhuma	joy	0.061
cream	ukhilimu	joy	0.061
shepherd	malusi	joy	0.058
tuesday	uLwesibini	joy	0.047
turbulence	ngxakini	joy	0.045
calf	ithole	joy	0.040
hardship	ubunzima	joy	0.031
sixty	Amashumi amathandathu	joy	0.016
unhappiness	nwabanga	joy	0.016
heartbreaking	buhlungu	sadness	0.969
mourning	sijwili	sadness	0.969
tragic	buhlungu	sadness	0.961
holocaust	yokuqhumisela	sadness	0.953
suicidal	ukuzibulala	sadness	0.941
misery	buhlungu	sadness	0.938
massacre	ku bulala	sadness	0.931
euthanasia	euthanasia	sadness	0.927
depression	ukuxinezeleka	sadness	0.925
bereavement	kufelwa	sadness	0.922
grieving	buhlungu	sadness	0.922
fatal	bulala	sadness	0.922
bereaved	ba sweleka	sadness	0.920
devastation	ukubhujiswa	sadness	0.917
death	ukufa	sadness	0.915
devastated	laliswa	sadness	0.912
suicide	ukuzibulala	sadness	0.912
catastrophe	ntlekele	sadness	0.911
horrifying	eyoyikisayo	sadness	0.907
tragedy	ntlekele	sadness	0.906
depressing	ukuxinezeleka	sadness	0.906
died	wafa	sadness	0.906
anguish	buhlungu	sadness	0.902
agony	buhlungu	sadness	0.900
deadly	bulala	sadness	0.898
weeping	belila	sadness	0.896
stillbirth	kuzalwa	sadness	0.891
deceased	ufile	sadness	0.891
murderer	umbulali	sadness	0.877
devastating	eziphazamisayo	sadness	0.875
rape	dlwengulo	sadness	0.875
cancer	nomhlaza	sadness	0.875
dying	bafa	sadness	0.875
sadness	buhlungu	sadness	0.864
morbidity	ukuxhatshazwa	sadness	0.864
crucifixion	bebethelwe	sadness	0.859
grief	intlungu	sadness	0.859
depressed	cinezelekile	sadness	0.859
traumatic	ezibuhlungu	sadness	0.859
atrocity	kuhlaselwa	sadness	0.859
execution	kuqhutywa	sadness	0.859
abandonment	ukushiya	sadness	0.859
perish	tsha balala	sadness	0.859
cadaver	cadaver	sadness	0.853
treachery	ukukhohlisa	sadness	0.848
betrayed	ngcatshiswa	sadness	0.848
sad	ukukhazeka	sadness	0.844
destroyed	tsha balala	sadness	0.844
miserable	lusizi	sadness	0.844
persecution	ntshutshiso	sadness	0.844
funeral	umngcwabo	sadness	0.844
slaughtering	ukuxhela	sadness	0.844
horrific	yingozi	sadness	0.844
homicide	bulala	sadness	0.844
hopelessness	ngathemba	sadness	0.844
grieve	buhlungu	sadness	0.844
sorrow	buhlungu	sadness	0.844
suffering	nde zeleka	sadness	0.844
murderous	bulala	sadness	0.844
unhappiness	nwabanga	sadness	0.839
crippled	zikhubaze	sadness	0.836
bloodshed	igazi	sadness	0.836
pained	buhlungu	sadness	0.833
manslaughter	bulala	sadness	0.833
carnage	ukubulala	sadness	0.833
unbearable	ukunyamezela	sadness	0.830
stillborn	bazalwa	sadness	0.830
slavery	ebukhoboka	sadness	0.828
torment	intlungu	sadness	0.828
sickness	kugula	sadness	0.828
enslaved	khoboka	sadness	0.828
casualty	ukubulawa	sadness	0.828
morbid	ku xhaphaza	sadness	0.828
murder	ku bulala	sadness	0.828
mourn	sijwili	sadness	0.828
helplessness	nganto	sadness	0.828
annihilation	ukutshabalalisa	sadness	0.828
abandoned	lahliwe	sadness	0.828
horrors	eziyikrakra	sadness	0.828
mutilation	kutyumba	sadness	0.828
annihilated	tsha balala	sadness	0.828
miscarriage	ukukhulelwa kwesisu	sadness	0.824
starvation	indlala	sadness	0.819
killing	bulala	sadness	0.812
failure	ukuhluleka	sadness	0.812
famine	indlala	sadness	0.812
distraught	kuphazamiseka	sadness	0.812
childloss	NO TRANSLATION	sadness	0.812
burial	kungcwatywa	sadness	0.812
disgrace	ihlazo	sadness	0.812
cruelty	bukhohlakele	sadness	0.812
despair	ukuphelelwa lithemba	sadness	0.812
saddens	buhlungu	sadness	0.812
oppression	ngcinezelo	sadness	0.812
sadly	buhlungu	sadness	0.812
mournful	sijwili	sadness	0.812
terrorism	ulwabilo	sadness	0.812
heartache	intlungu	sadness	0.812
bloody	igazi	sadness	0.806
perishing	tsha balala	sadness	0.804
inhumanity	ubundlobongela	sadness	0.804
malignancy	ukugula	sadness	0.803
mortification	ukuxhatshazwa	sadness	0.802
sarcoma	sarcoma	sadness	0.797
lifeless	abangenampilo	sadness	0.797
perished	tsha balala	sadness	0.797
dreadful	yoyikekayo	sadness	0.797
devastate	kutshabalalisa	sadness	0.797
dreadfully	u koyika	sadness	0.797
gallows	umthi	sadness	0.797
lethal	ezibulalayo	sadness	0.797
desolation	nkangala	sadness	0.797
kill	bulala	sadness	0.797
slave	khoboka	sadness	0.797
mortuary	kwiindawo zokuhlala	sadness	0.797
assassination	bulala	sadness	0.797
leukemia	leukemia	sadness	0.797
brokenheart	NO TRANSLATION	sadness	0.792
banishment	ukuxothwa	sadness	0.790
afflict	xhaphaza	sadness	0.789
disheartened	daniwe	sadness	0.788
bury	ngcwaba	sadness	0.781
crying	bekhala	sadness	0.781
tumour	isisu	sadness	0.781
heartbreak	ntliziyo	sadness	0.781
desecration	ukutshutshiswa	sadness	0.781
demoralized	kutshabalalisa	sadness	0.781
terrorize	ukuthuthumela	sadness	0.781
die	NO TRANSLATION	sadness	0.773
lynch	lynch	sadness	0.773
sufferer	umntu ogulayo	sadness	0.770
loneliness	u lonwabo	sadness	0.766
cemetery	amangcwaba	sadness	0.766
destitute	zihlwempu	sadness	0.766
torture	ukuhlushwa	sadness	0.766
abortion	isisu	sadness	0.766
diseased	ugule	sadness	0.766
condolence	uxolo	sadness	0.766
fatality	ku bulala	sadness	0.766
dismemberment	ukukhutshwa	sadness	0.766
doomed	kutshabalalisa	sadness	0.766
fearful	yoyika	sadness	0.766
slayer	mbulali	sadness	0.766
painfully	buhlungu	sadness	0.758
moribund	i-moribund	sadness	0.758
disaster	ntlekele	sadness	0.758
depress	ukuxinezeleka	sadness	0.755
condemnation	kugwetywa	sadness	0.754
desperation	ukuphazamiseka	sadness	0.750
hemorrhage	ukubola	sadness	0.750
unhappy	nwabanga	sadness	0.750
pandemic	bhubhane	sadness	0.750
corpse	isidumbu	sadness	0.750
depressive	u xineke	sadness	0.750
deplorable	buhlungu	sadness	0.750
defeated	lisiwe	sadness	0.750
doomsday	ukuphela kwexesha	sadness	0.750
cry	ukukhala	sadness	0.750
victimized	xhatshazwa	sadness	0.750
obliteration	ukuchithwa	sadness	0.750
damnation	ukulahlwa	sadness	0.750
guilt	netyala	sadness	0.750
sickening	ukugula	sadness	0.750
terrorist	ugorha	sadness	0.750
sorrowful	buhlungu	sadness	0.750
incest	ku tshatana	sadness	0.750
painful	buhlungu	sadness	0.750
abduction	kuthathwa	sadness	0.750
regretful	zizisola	sadness	0.750
unfairness	ukungalungi	sadness	0.745
molestation	ukuxhatshazwa	sadness	0.744
exile	ekuthinjweni	sadness	0.742
abysmal	zihlazo	sadness	0.742
hellish	isihogo	sadness	0.738
exterminate	ku tsha balala	sadness	0.736
earthquake	inyikima	sadness	0.734
betrayal	ku tshutshiswa	sadness	0.734
orphan	nkedama	sadness	0.734
slaughter	bulawa	sadness	0.734
disgraced	hlazeka	sadness	0.734
battered	yahlulwa	sadness	0.734
assassin	bulala	sadness	0.734
horrid	zixakeke	sadness	0.734
miserably	buhlungu	sadness	0.734
lonesome	lonesome	sadness	0.734
morgue	ngxabano	sadness	0.734
disastrous	yingozi	sadness	0.734
warfare	imfazwe	sadness	0.734
destroying	ukutshabalalisa	sadness	0.734
homeless	bengenamakhaya	sadness	0.734
listless	luhlu	sadness	0.729
unfortunately	ngelanga	sadness	0.727
grave	ngcwabeni	sadness	0.727
emptiness	nganto	sadness	0.727
alienated	bahlukane	sadness	0.727
fraught	ziqhekeza	sadness	0.722
emaciated	zixhamle	sadness	0.719
malicious	ezimbi	sadness	0.719
atrophy	i-atrophy	sadness	0.719
cripple	zikhubaze	sadness	0.719
ashamed	neentloni	sadness	0.719
leprosy	neqhenqa	sadness	0.719
violently	ngokukhawuleza	sadness	0.719
disheartening	ukuphazamiseka	sadness	0.719
cried	ndakhala	sadness	0.719
woe	maye	sadness	0.719
horror	kutyhafa	sadness	0.719
heartless	ntliziyo	sadness	0.719
forsaken	shiywe	sadness	0.719
paralysis	ukukhubazeka	sadness	0.719
missing	ekhoyo	sadness	0.719
danger	Ingozi	sadness	0.719
pain	intlungu	sadness	0.719
demise	kupheliswa	sadness	0.717
disgruntled	ngcikizwa	sadness	0.712
rejected	ziweyo	sadness	0.712
sickly	gulayo	sadness	0.712
violence	nodlova	sadness	0.712
torn	qhekeka	sadness	0.710
calamity	ntlekele	sadness	0.709
grim	buhlungu	sadness	0.708
grievous	zibuhlungu	sadness	0.704
disfigured	zitshintshile	sadness	0.703
punishing	sohlwaya	sadness	0.703
extinct	ziphela	sadness	0.703
meltdown	ukuxakishwa	sadness	0.703
oppressor	ngcinezelo	sadness	0.703
deformed	ephosakeleyo	sadness	0.703
slaughterhouse	ukuxhela	sadness	0.703
humiliate	hlazisa	sadness	0.703
inhuman	ngendawo	sadness	0.703
decomposition	ukubola	sadness	0.703
suffocating	ukuxhamla	sadness	0.703
hearse	i-hearse	sadness	0.703
incurable	aphilwanga	sadness	0.703
buried	kungcwatywa	sadness	0.703
paralyzed	ekhubazekile	sadness	0.703
carcinoma	i-carcinoma	sadness	0.703
deformity	ukukhubazeka	sadness	0.703
crushed	zi tyhafile	sadness	0.703
isolate	zodwa	sadness	0.703
tearful	ukulila	sadness	0.703
abandon	ukushiya	sadness	0.703
obit	obit	sadness	0.703
strangle	ukukhawuleza	sadness	0.703
victim	lixhoba	sadness	0.703
isolation	kubodwa	sadness	0.703
lifesucks	ubomi buyadika	sadness	0.700
hell	esihogweni	sadness	0.700
ruinous	ntsha balala	sadness	0.698
widow	umhlolokazi	sadness	0.697
banish	ukukhutshwa	sadness	0.697
accursed	uqalekisiwe	sadness	0.697
ruined	laliswa	sadness	0.697
vanished	yaphela	sadness	0.695
displaced	abafudukiweyo	sadness	0.691
poverty	intlupheko	sadness	0.690
hospice	u bhedlele	sadness	0.688
insanity	ukungena	sadness	0.688
depraved	ephosakeleyo	sadness	0.688
shooting	ukudubula	sadness	0.688
stab	ugweba	sadness	0.688
pathetic	ukukhathazeka	sadness	0.688
foreveralone	Soloko eyedwa naphakade	sadness	0.688
dementia	ngqondweni	sadness	0.688
travesty	ukuhamba	sadness	0.688
nohope	NO TRANSLATION	sadness	0.688
infidelity	ukungathembeki	sadness	0.688
epidemic	bhubhane	sadness	0.688
teary	teary	sadness	0.688
widower	umhlolokazi	sadness	0.688
terminal	Indawo yokukhwelela	sadness	0.688
neglected	nga tyeshelwe	sadness	0.688
illness	kugula	sadness	0.688
regretting	zizisola	sadness	0.688
imprisoned	valelwe entolongweni	sadness	0.688
hurtful	buhlungu	sadness	0.688
banished	yaxothwa	sadness	0.688
hurt	buhlungu	sadness	0.688
deserted	ba lahliwe	sadness	0.688
hopeless	ngathemba	sadness	0.688
sob	NO TRANSLATION	sadness	0.688
loss	lahleko	sadness	0.688
dismissal	ukuxothwa	sadness	0.686
alienation	ukuhlukana	sadness	0.685
hardship	ubunzima	sadness	0.685
choke	zinyuka	sadness	0.682
kidnap	kuthatha	sadness	0.682
bleeding	kuphuma	sadness	0.673
obituary	mthethweni	sadness	0.672
missingyou	NO TRANSLATION	sadness	0.672
disabled	abakhubazekileyo	sadness	0.672
outcast	ukukhutshwa	sadness	0.672
poison	utyhefu	sadness	0.672
abortive	ku khusela	sadness	0.672
gory	gory	sadness	0.672
disparage	ukudideka	sadness	0.672
wail	khala	sadness	0.672
malevolent	ezinobundlobongela	sadness	0.672
imprisonment	valelwe entolongweni	sadness	0.672
wretch	ludaka	sadness	0.672
feelingdown	NO TRANSLATION	sadness	0.672
wretched	ngxakini	sadness	0.672
belittle	nganto	sadness	0.672
punished	uhlwaywe	sadness	0.672
deprivation	ukungabikho	sadness	0.672
evil	bubi	sadness	0.672
coffin	ibhokisi	sadness	0.672
woefully	mayeke	sadness	0.672
decomposed	yahlulwa	sadness	0.672
frightful	soyika	sadness	0.672
despairing	ukuphelelwa lithemba	sadness	0.672
barren	engenabumba	sadness	0.670
poisoned	utyhefu	sadness	0.667
executioner	umbulali	sadness	0.667
disease	isifo	sadness	0.665
oppress	ukucinezela	sadness	0.664
disembodied	zikhutshwe	sadness	0.660
tear	ukulila	sadness	0.656
shitty	lileyo	sadness	0.656
lamenting	ukulila	sadness	0.656
ruin	ntshabalalo	sadness	0.656
weep	lila	sadness	0.656
lonely	yedwa	sadness	0.656
jail	ejele	sadness	0.656
steal	kuba	sadness	0.656
mangle	NO TRANSLATION	sadness	0.656
hate	thiyile	sadness	0.656
ailing	begula	sadness	0.656
dreary	dreary	sadness	0.656
bleak	kuhamba	sadness	0.656
polio	polio	sadness	0.656
blighted	libi	sadness	0.656
casket	ikhephe	sadness	0.656
demonic	iidemon	sadness	0.656
peril	ingozi	sadness	0.656
carcass	isidumbu	sadness	0.653
beating	ukubetha	sadness	0.652
regretted	zisola	sadness	0.652
cowardice	uloyiko	sadness	0.652
disability	ukukhubazeka	sadness	0.648
affliction	ndezelo	sadness	0.645
poisonous	utyhefu	sadness	0.641
emergency	ngxakeko	sadness	0.641
perilous	yingozi	sadness	0.641
awful	buhlungu	sadness	0.641
terribly	kakhulu	sadness	0.641
scourge	sibetho	sadness	0.641
sinful	nesono	sadness	0.641
stricken	yahlwaywa	sadness	0.641
hatred	inzondo	sadness	0.641
powerless	engenamandla	sadness	0.641
termination	pheliswa	sadness	0.641
