word	Czech-cs	emotion	emotion-intensity-score
hotyoga	NO TRANSLATION	joy	0.347
nowork	žádná práce	joy	0.344
voluptuous	smyslný	joy	0.344
fruits	ovoce	joy	0.344
thx	díky	joy	0.344
newstart	nový začátek	joy	0.344
manicure	manikúra	joy	0.344
date	datum	joy	0.344
kiddos	kiddos	joy	0.344
roadtrip	roadtrip	joy	0.344
cookies	cookies	joy	0.344
hedonism	hedonismus	joy	0.344
humble	pokořit	joy	0.344
electric	elektrický	joy	0.344
pledge	slib	joy	0.344
celebrity	osobnost	joy	0.342
rhythm	rytmus	joy	0.338
bridesmaid	družička	joy	0.338
snowday	snowday	joy	0.333
young	mladý	joy	0.333
coffee	káva	joy	0.333
edification	poučení	joy	0.333
obliging	povinnost	joy	0.333
renovation	renovace	joy	0.333
familiarity	obeznámenost	joy	0.333
garden	zahrada	joy	0.333
spa	lázně	joy	0.333
dawn	svítání	joy	0.333
connoisseur	znalec	joy	0.333
partner	partner	joy	0.333
gazing	hledí	joy	0.333
foodie	foodie	joy	0.331
synchronize	synchronizovat	joy	0.329
tribulation	soužení	joy	0.328
healing	léčení	joy	0.328
saint	svatý	joy	0.328
chirping	chirping	joy	0.328
hobby	hobby	joy	0.328
noregrets	NO TRANSLATION	joy	0.328
carol	koleda	joy	0.328
true	NO TRANSLATION	joy	0.328
psalm	žalm	joy	0.328
pedicure	pedikúra	joy	0.328
amnesty	amnestie	joy	0.328
respite	odklad	joy	0.324
mellow	měkký	joy	0.318
lazyday	líný den	joy	0.318
recreational	rekreační	joy	0.318
restorative	obnovovací	joy	0.318
cousins	bratranci	joy	0.318
classics	klasika	joy	0.318
reconciliation	smíření	joy	0.316
dove	holubice	joy	0.312
living	živobytí	joy	0.312
presto	rychle	joy	0.312
crafts	řemesla	joy	0.312
recovery	zotavení	joy	0.312
woods	les	joy	0.312
sunset	západ slunce	joy	0.312
fitness	zdatnost	joy	0.312
playhouse	divadlo	joy	0.312
superman	superman	joy	0.312
muchneeded	NO TRANSLATION	joy	0.312
wisdom	moudrost	joy	0.312
deal	obchod	joy	0.312
simplify	zjednodušit	joy	0.312
lord	pán	joy	0.312
sterling	sterling	joy	0.312
progression	postup	joy	0.312
relight	obnovit	joy	0.312
pony	poník	joy	0.312
infant	dítě	joy	0.309
improvement	zlepšení	joy	0.309
absolution	rozhřešení	joy	0.306
gently	jemně	joy	0.303
established	založeno	joy	0.303
honest	upřímný	joy	0.303
decorating	zdobení	joy	0.303
endless	nekonečný	joy	0.303
banquet	hostina	joy	0.303
providing	poskytování	joy	0.300
mine	těžit	joy	0.297
fraternal	bratrský	joy	0.297
notable	pozoruhodný	joy	0.297
feat	výkon	joy	0.297
harvest	sklizeň	joy	0.297
quaint	kuriózní	joy	0.297
softly	měkce	joy	0.297
spiritual	duchovní	joy	0.297
morals	morálky	joy	0.297
lounging	lenošení	joy	0.297
light	světlo	joy	0.297
breeze	vánek	joy	0.297
strolling	procházka	joy	0.297
spending	výdaje	joy	0.297
meditating	meditace	joy	0.297
joker	žolík	joy	0.297
yearning	touha	joy	0.297
growth	růst	joy	0.297
fervor	zápal	joy	0.295
quotes	citáty	joy	0.294
volunteer	dobrovolník	joy	0.294
psalms	žalmy	joy	0.288
hippie	hippie	joy	0.288
gain	získat	joy	0.288
taoism	taoismu	joy	0.288
midwife	porodní asistentka	joy	0.288
resources	zdroje	joy	0.288
create	vytvořit	joy	0.288
receiving	přijímání	joy	0.287
ocean	oceán	joy	0.286
snowfall	sněžení	joy	0.286
lsd	LSD	joy	0.286
hiking	turistika	joy	0.283
chill	chlad	joy	0.281
truce	příměří	joy	0.281
infinity	nekonečno	joy	0.281
toast	přípitek	joy	0.281
destination	destinace	joy	0.281
buddhist	buddhistický	joy	0.281
rested	odpočívá	joy	0.281
candid	upřímný	joy	0.281
evergreen	evergreen	joy	0.281
unwind	uvolněte se	joy	0.281
buzzing	bzučení	joy	0.281
venerable	ctihodný	joy	0.279
balance	Zůstatek	joy	0.275
retirement	odchod do důchodu	joy	0.275
compensate	kompenzovat	joy	0.273
swim	plavat	joy	0.273
drinks	nápoje	joy	0.273
devout	zbožný	joy	0.273
buddha	Buddha	joy	0.273
rapt	zaujatý	joy	0.273
fireplace	krb	joy	0.273
snowing	sněžení	joy	0.271
sublimation	sublimace	joy	0.270
fruity	ovocný	joy	0.268
humility	pokora	joy	0.266
paragon	vzor	joy	0.266
ministry	ministerstvo	joy	0.266
sunday	Neděle	joy	0.266
salute	pozdrav	joy	0.266
fortitude	statečnost	joy	0.266
whim	rozmar	joy	0.266
sun	slunce	joy	0.266
sketching	kreslení	joy	0.266
waves	vlny	joy	0.266
buddhism	buddhismus	joy	0.266
cathedral	katedrála	joy	0.266
yoga	jóga	joy	0.266
artwork	umělecká díla	joy	0.265
practiced	cvičil	joy	0.264
clean	čistý	joy	0.260
found	nalezeno	joy	0.258
fitting	montáž	joy	0.258
immerse	ponořit	joy	0.258
running	běh	joy	0.258
clarity	jasnost	joy	0.258
food	jídlo	joy	0.258
exercise	cvičení	joy	0.258
autumn	podzim	joy	0.254
ardent	vroucí	joy	0.250
fit	vejít se	joy	0.250
mountain	hora	joy	0.250
expedient	výhodný	joy	0.250
diary	deník	joy	0.250
candles	svíčky	joy	0.250
outdoors	venku	joy	0.250
chilled	chlazené	joy	0.250
clap	tleskat	joy	0.250
contagious	nakažlivý	joy	0.250
chirp	cvrlikání	joy	0.250
morning	ráno	joy	0.250
visitor	návštěvník	joy	0.250
hardy	tvrdé	joy	0.250
countryside	venkov	joy	0.250
undying	nehynoucí	joy	0.250
football	Fotbal	joy	0.250
advocacy	obhajoba	joy	0.250
demonstrative	demonstrativní	joy	0.250
cradle	kolébka	joy	0.247
trance	trans	joy	0.246
breakfast	snídaně	joy	0.242
grow	růst	joy	0.242
pay	platit	joy	0.242
preservative	konzervační	joy	0.242
intense	intenzivní	joy	0.242
supremacy	svrchovanost	joy	0.242
church	kostel	joy	0.242
procession	průvod	joy	0.242
consecration	zasvěcení	joy	0.235
lifetime	život	joy	0.234
nursery	školka	joy	0.234
humbled	ponížený	joy	0.234
vote	hlasování	joy	0.234
incense	kadidlo	joy	0.234
lyre	lyra	joy	0.234
candle	svíčka	joy	0.234
snowy	zasněžený	joy	0.234
doll	panenka	joy	0.234
skiing	lyžování	joy	0.234
ordination	vysvěcení	joy	0.234
art	umění	joy	0.234
salary	plat	joy	0.234
pastry	pečivo	joy	0.229
firefly	světluška	joy	0.227
chilling	chlazení	joy	0.227
remedy	lék	joy	0.227
rescue	zachránit	joy	0.225
camping	kempování	joy	0.221
perspective	perspektivní	joy	0.221
orchard	ovocný sad	joy	0.221
orchestra	orchestr	joy	0.221
possess	mít	joy	0.219
castle	hrad	joy	0.219
lamb	jehněčí	joy	0.219
gardens	zahrada	joy	0.219
breezy	svěží	joy	0.219
mucis	NO TRANSLATION	joy	0.212
bouttime	NO TRANSLATION	joy	0.212
brisk	ostré	joy	0.212
countrymusic	NO TRANSLATION	joy	0.212
repay	splatit	joy	0.212
ribbon	stuha	joy	0.212
pho	pho	joy	0.212
reggae	reggae	joy	0.212
raindrops	kapky deště	joy	0.212
listneing	NO TRANSLATION	joy	0.212
teach	učit	joy	0.212
nap	zdřímnutí	joy	0.206
stillness	klid	joy	0.203
chant	zpívat	joy	0.203
hire	pronájem	joy	0.203
vernal	jarní	joy	0.203
cove	zátoka	joy	0.203
uncontrollable	nekontrolovatelné	joy	0.203
legalized	legalizováno	joy	0.203
unexpected	nečekané	joy	0.203
lights	světla	joy	0.203
save	Uložit	joy	0.200
atone	bezvýhradně	joy	0.197
trees	stromy	joy	0.197
pastor	pastor	joy	0.197
symmetry	symetrie	joy	0.197
oneday	jednoho dne	joy	0.197
scripture	bible	joy	0.196
mountains	hory	joy	0.194
pathway	cesta	joy	0.188
walking	chůze	joy	0.188
craziness	bláznovství	joy	0.188
soppy	rozměklý	joy	0.188
tea	čaj	joy	0.188
quiet	klid	joy	0.188
forefathers	předkové	joy	0.188
liquor	alkohol	joy	0.188
custom	Zvyk	joy	0.188
whiteness	bělost	joy	0.188
sympathetic	soucitný	joy	0.188
patient	trpěliví	joy	0.186
dollhouse	domeček pro panenky	joy	0.182
bath	koupel	joy	0.182
score	skóre	joy	0.182
movingon	posouvat se	joy	0.182
supporter	příznivce	joy	0.180
accompaniment	doprovod	joy	0.179
pursuit	pronásledování	joy	0.176
outburst	výbuch	joy	0.176
frosty	mrazivý	joy	0.174
workout	cvičení	joy	0.172
closure	uzavření	joy	0.172
luncheon	oběd	joy	0.172
service	servis	joy	0.172
wintery	v zimě	joy	0.172
wages	mzdy	joy	0.169
civilized	civilizovaný	joy	0.169
fain	NO TRANSLATION	joy	0.167
december	prosinec	joy	0.167
acrobat	akrobat	joy	0.162
glide	klouzat	joy	0.162
finally	Konečně	joy	0.157
reproductive	reprodukční	joy	0.156
elf	Elf	joy	0.156
organization	organizace	joy	0.156
stroll	procházka	joy	0.156
peppermint	máta peprná	joy	0.156
break	přestávka	joy	0.156
chai	chai	joy	0.156
obtainable	k dispozici	joy	0.156
bathtub	vana	joy	0.156
advent	příchod	joy	0.152
scifi	scifi	joy	0.152
balm	balzám	joy	0.152
measured	měřeno	joy	0.152
spaniel	španěl	joy	0.145
tan	opálení	joy	0.141
ditty	popěvek	joy	0.141
bubble	bublina	joy	0.141
simple	jednoduchý	joy	0.141
oils	oleje	joy	0.141
beer	pivo	joy	0.141
green	zelená	joy	0.137
buss	políbit	joy	0.136
books	knihy	joy	0.136
makingdisciples	NO TRANSLATION	joy	0.136
chow	chow	joy	0.135
pitter	pitter	joy	0.134
flows	protéká	joy	0.130
silence	umlčet	joy	0.127
roadster	roadster	joy	0.125
solitude	samota	joy	0.125
bookstore	knihkupectví	joy	0.125
wine	víno	joy	0.125
circumstances	okolnosti	joy	0.125
japan	Japonsko	joy	0.121
soak	namočit	joy	0.121
wilderness	divočina	joy	0.121
priesthood	kněžství	joy	0.121
critical	kritické	joy	0.116
neutral	neutrální	joy	0.114
untie	rozvázat	joy	0.109
hunting	lov	joy	0.109
opera	opera	joy	0.109
weight	hmotnost	joy	0.109
white	bílý	joy	0.109
sand	písek	joy	0.109
wind	vítr	joy	0.109
labor	práce	joy	0.106
classical	klasický	joy	0.106
affliction	utrpení	joy	0.103
lake	jezero	joy	0.103
organ	orgán	joy	0.094
dwelling	obydlí	joy	0.094
tree	strom	joy	0.090
pond	rybník	joy	0.089
marrow	dřeň	joy	0.078
latte	latte	joy	0.078
sipping	usrkávání	joy	0.076
benign	benigní	joy	0.074
majority	většina	joy	0.073
leaf	list	joy	0.065
troubles	problémy	joy	0.062
basketball	Basketball	joy	0.062
explosions	výbuchy	joy	0.061
cream	krém	joy	0.061
shepherd	pastýř	joy	0.058
tuesday	úterý	joy	0.047
turbulence	turbulence	joy	0.045
calf	tele	joy	0.040
hardship	strádání	joy	0.031
sixty	šedesát	joy	0.016
unhappiness	neštěstí	joy	0.016
heartbreaking	srdcervoucí	sadness	0.969
mourning	smutek	sadness	0.969
tragic	tragický	sadness	0.961
holocaust	holocaust	sadness	0.953
suicidal	sebevražedný	sadness	0.941
misery	bída	sadness	0.938
massacre	masakr	sadness	0.931
euthanasia	euthanasie	sadness	0.927
depression	Deprese	sadness	0.925
bereavement	úmrtí	sadness	0.922
grieving	truchlení	sadness	0.922
fatal	fatální	sadness	0.922
bereaved	truchlící	sadness	0.920
devastation	devastace	sadness	0.917
death	smrt	sadness	0.915
devastated	zničený	sadness	0.912
suicide	sebevražda	sadness	0.912
catastrophe	katastrofa	sadness	0.911
horrifying	hrůzný	sadness	0.907
tragedy	tragédie	sadness	0.906
depressing	depresivní	sadness	0.906
died	zemřel	sadness	0.906
anguish	úzkost	sadness	0.902
agony	muka	sadness	0.900
deadly	smrtící	sadness	0.898
weeping	plačící	sadness	0.896
stillbirth	mrtvý	sadness	0.891
deceased	zemřel	sadness	0.891
murderer	vrah	sadness	0.877
devastating	zničující	sadness	0.875
rape	znásilnění	sadness	0.875
cancer	rakovina	sadness	0.875
dying	umírající	sadness	0.875
sadness	smutek	sadness	0.864
morbidity	morbidita	sadness	0.864
crucifixion	ukřižování	sadness	0.859
grief	smutek	sadness	0.859
depressed	deprimovaný	sadness	0.859
traumatic	traumatický	sadness	0.859
atrocity	krutost	sadness	0.859
execution	provedení	sadness	0.859
abandonment	opuštění	sadness	0.859
perish	zahynout	sadness	0.859
cadaver	mrtvola	sadness	0.853
treachery	zrada	sadness	0.848
betrayed	zradila	sadness	0.848
sad	smutný	sadness	0.844
destroyed	zničeno	sadness	0.844
miserable	bídný	sadness	0.844
persecution	pronásledování	sadness	0.844
funeral	pohřeb	sadness	0.844
slaughtering	zabíjení	sadness	0.844
horrific	hrůzný	sadness	0.844
homicide	vražda	sadness	0.844
hopelessness	beznadějnost	sadness	0.844
grieve	truchlit	sadness	0.844
sorrow	zármutek	sadness	0.844
suffering	utrpení	sadness	0.844
murderous	vražedný	sadness	0.844
unhappiness	neštěstí	sadness	0.839
crippled	zmrzačený	sadness	0.836
bloodshed	krveprolití	sadness	0.836
pained	bolestný	sadness	0.833
manslaughter	zabití	sadness	0.833
carnage	krveprolití	sadness	0.833
unbearable	nesnesitelný	sadness	0.830
stillborn	mrtvě narozený	sadness	0.830
slavery	otroctví	sadness	0.828
torment	trápení	sadness	0.828
sickness	nemoc	sadness	0.828
enslaved	zotročený	sadness	0.828
casualty	oběť	sadness	0.828
morbid	morbidní	sadness	0.828
murder	vražda	sadness	0.828
mourn	truchlit	sadness	0.828
helplessness	bezmocnost	sadness	0.828
annihilation	zničení	sadness	0.828
abandoned	opuštěný	sadness	0.828
horrors	hrůzy	sadness	0.828
mutilation	zmrzačení	sadness	0.828
annihilated	zničeno	sadness	0.828
miscarriage	potrat	sadness	0.824
starvation	hladovění	sadness	0.819
killing	zabíjení	sadness	0.812
failure	selhání	sadness	0.812
famine	hladomor	sadness	0.812
distraught	rozrušený	sadness	0.812
childloss	NO TRANSLATION	sadness	0.812
burial	pohřbení	sadness	0.812
disgrace	ostuda	sadness	0.812
cruelty	krutost	sadness	0.812
despair	zoufalství	sadness	0.812
saddens	saddens	sadness	0.812
oppression	útlak	sadness	0.812
sadly	smutně	sadness	0.812
mournful	truchlivý	sadness	0.812
terrorism	terorismus	sadness	0.812
heartache	žal	sadness	0.812
bloody	krvavý	sadness	0.806
perishing	zahynuli	sadness	0.804
inhumanity	nelidskost	sadness	0.804
malignancy	malignitu	sadness	0.803
mortification	umrtvování	sadness	0.802
sarcoma	sarkom	sadness	0.797
lifeless	bez života	sadness	0.797
perished	zahynul	sadness	0.797
dreadful	strašlivý	sadness	0.797
devastate	zpustošit	sadness	0.797
dreadfully	strašně	sadness	0.797
gallows	šibenice	sadness	0.797
lethal	smrtící	sadness	0.797
desolation	zpustošení	sadness	0.797
kill	zabít	sadness	0.797
slave	otrok	sadness	0.797
mortuary	márnice	sadness	0.797
assassination	atentát	sadness	0.797
leukemia	leukémie	sadness	0.797
brokenheart	NO TRANSLATION	sadness	0.792
banishment	vyhnanství	sadness	0.790
afflict	postihnout	sadness	0.789
disheartened	dezertován	sadness	0.788
bury	pohřbít	sadness	0.781
crying	pláč	sadness	0.781
tumour	nádor	sadness	0.781
heartbreak	žal	sadness	0.781
desecration	znesvěcení	sadness	0.781
demoralized	demoralizovaný	sadness	0.781
terrorize	terorizovat	sadness	0.781
die	NO TRANSLATION	sadness	0.773
lynch	lynčovat	sadness	0.773
sufferer	trpící	sadness	0.770
loneliness	osamělost	sadness	0.766
cemetery	hřbitov	sadness	0.766
destitute	opuštěný	sadness	0.766
torture	mučení	sadness	0.766
abortion	potrat	sadness	0.766
diseased	nemocný	sadness	0.766
condolence	soustrast	sadness	0.766
fatality	osudovost	sadness	0.766
dismemberment	rozdělení	sadness	0.766
doomed	odsouzený	sadness	0.766
fearful	strach	sadness	0.766
slayer	vrah	sadness	0.766
painfully	bolestivě	sadness	0.758
moribund	moribundní	sadness	0.758
disaster	katastrofa	sadness	0.758
depress	stlačte	sadness	0.755
condemnation	odsouzení	sadness	0.754
desperation	zoufalství	sadness	0.750
hemorrhage	krvácení	sadness	0.750
unhappy	nešťastný	sadness	0.750
pandemic	pandemie	sadness	0.750
corpse	mrtvola	sadness	0.750
depressive	depresivní	sadness	0.750
deplorable	žalostný	sadness	0.750
defeated	poražen	sadness	0.750
doomsday	soudný den	sadness	0.750
cry	plakat	sadness	0.750
victimized	oběť	sadness	0.750
obliteration	vyhlazení	sadness	0.750
damnation	zatracení	sadness	0.750
guilt	vina	sadness	0.750
sickening	zlobit	sadness	0.750
terrorist	terorista	sadness	0.750
sorrowful	smutný	sadness	0.750
incest	incest	sadness	0.750
painful	bolestivý	sadness	0.750
abduction	únos	sadness	0.750
regretful	litovat	sadness	0.750
unfairness	nespravedlnost	sadness	0.745
molestation	obtěžování	sadness	0.744
exile	vyhnanství	sadness	0.742
abysmal	propastný	sadness	0.742
hellish	pekelný	sadness	0.738
exterminate	vyhladit	sadness	0.736
earthquake	zemětřesení	sadness	0.734
betrayal	zrada	sadness	0.734
orphan	sirotek	sadness	0.734
slaughter	porážka	sadness	0.734
disgraced	znechucen	sadness	0.734
battered	otlučený	sadness	0.734
assassin	vrah	sadness	0.734
horrid	hrozný	sadness	0.734
miserably	bídně	sadness	0.734
lonesome	osamělý	sadness	0.734
morgue	márnice	sadness	0.734
disastrous	katastrofální	sadness	0.734
warfare	válčení	sadness	0.734
destroying	ničení	sadness	0.734
homeless	bez domova	sadness	0.734
listless	apatický	sadness	0.729
unfortunately	bohužel	sadness	0.727
grave	hrob	sadness	0.727
emptiness	prázdnota	sadness	0.727
alienated	odcizený	sadness	0.727
fraught	plný	sadness	0.722
emaciated	vyzáblý	sadness	0.719
malicious	škodlivý	sadness	0.719
atrophy	atrofie	sadness	0.719
cripple	mrzák	sadness	0.719
ashamed	zahanbený	sadness	0.719
leprosy	malomocenství	sadness	0.719
violently	násilně	sadness	0.719
disheartening	deprimující	sadness	0.719
cried	zvolal	sadness	0.719
woe	běda	sadness	0.719
horror	hrůza	sadness	0.719
heartless	bezcitný	sadness	0.719
forsaken	opuštěný	sadness	0.719
paralysis	ochrnutí	sadness	0.719
missing	chybějící	sadness	0.719
danger	nebezpečí	sadness	0.719
pain	bolest	sadness	0.719
demise	demise	sadness	0.717
disgruntled	nespokojený	sadness	0.712
rejected	zamítnuto	sadness	0.712
sickly	neduživý	sadness	0.712
violence	násilí	sadness	0.712
torn	roztržený	sadness	0.710
calamity	kalamita	sadness	0.709
grim	chmurně	sadness	0.708
grievous	těžké	sadness	0.704
disfigured	znetvořený	sadness	0.703
punishing	potrestání	sadness	0.703
extinct	vyhynulý	sadness	0.703
meltdown	tavení	sadness	0.703
oppressor	utlačovatel	sadness	0.703
deformed	deformovaný	sadness	0.703
slaughterhouse	jatky	sadness	0.703
humiliate	ponížit	sadness	0.703
inhuman	nelidský	sadness	0.703
decomposition	rozklad	sadness	0.703
suffocating	dusivý	sadness	0.703
hearse	pohřební vůz	sadness	0.703
incurable	nevyléčitelné	sadness	0.703
buried	pohřben	sadness	0.703
paralyzed	paralyzován	sadness	0.703
carcinoma	karcinom	sadness	0.703
deformity	deformita	sadness	0.703
crushed	rozdrcený	sadness	0.703
isolate	izolovat	sadness	0.703
tearful	slzný	sadness	0.703
abandon	opustit	sadness	0.703
obit	obit	sadness	0.703
strangle	uškrtit	sadness	0.703
victim	oběť	sadness	0.703
isolation	izolace	sadness	0.703
lifesucks	životy	sadness	0.700
hell	peklo	sadness	0.700
ruinous	zničující	sadness	0.698
widow	vdova	sadness	0.697
banish	vyhánět	sadness	0.697
accursed	prokletý	sadness	0.697
ruined	zničený	sadness	0.697
vanished	zmizel	sadness	0.695
displaced	vysídlených	sadness	0.691
poverty	chudoba	sadness	0.690
hospice	hospic	sadness	0.688
insanity	šílenství	sadness	0.688
depraved	zkažený	sadness	0.688
shooting	Střílení	sadness	0.688
stab	bodnout	sadness	0.688
pathetic	patetický	sadness	0.688
foreveralone	navždy sám	sadness	0.688
dementia	demence	sadness	0.688
travesty	travestie	sadness	0.688
nohope	NO TRANSLATION	sadness	0.688
infidelity	nevěra	sadness	0.688
epidemic	epidemie	sadness	0.688
teary	teary	sadness	0.688
widower	vdovec	sadness	0.688
terminal	terminál	sadness	0.688
neglected	zanedbané	sadness	0.688
illness	nemoc	sadness	0.688
regretting	lituji	sadness	0.688
imprisoned	uvězněn	sadness	0.688
hurtful	bolestný	sadness	0.688
banished	vyhnáno	sadness	0.688
hurt	zranit	sadness	0.688
deserted	opuštěný	sadness	0.688
hopeless	beznadějný	sadness	0.688
sob	NO TRANSLATION	sadness	0.688
loss	ztráta	sadness	0.688
dismissal	propuštění	sadness	0.686
alienation	odcizení	sadness	0.685
hardship	strádání	sadness	0.685
choke	dávit se	sadness	0.682
kidnap	unést	sadness	0.682
bleeding	krvácející	sadness	0.673
obituary	nekrolog	sadness	0.672
missingyou	NO TRANSLATION	sadness	0.672
disabled	zakázáno	sadness	0.672
outcast	vyvrženec	sadness	0.672
poison	jed	sadness	0.672
abortive	neúspěšný	sadness	0.672
gory	krvavý	sadness	0.672
disparage	znevažovat	sadness	0.672
wail	kvílení	sadness	0.672
malevolent	zlovolný	sadness	0.672
imprisonment	odnětí svobody	sadness	0.672
wretch	bídný	sadness	0.672
feelingdown	NO TRANSLATION	sadness	0.672
wretched	ubohý	sadness	0.672
belittle	snižovat	sadness	0.672
punished	potrestáno	sadness	0.672
deprivation	deprivace	sadness	0.672
evil	zlo	sadness	0.672
coffin	rakev	sadness	0.672
woefully	žalostně	sadness	0.672
decomposed	rozloženo	sadness	0.672
frightful	strašný	sadness	0.672
despairing	zoufalý	sadness	0.672
barren	neplodná	sadness	0.670
poisoned	otrávený	sadness	0.667
executioner	kat	sadness	0.667
disease	choroba	sadness	0.665
oppress	utlačovat	sadness	0.664
disembodied	bez vycpávky	sadness	0.660
tear	roztržení	sadness	0.656
shitty	na hovno	sadness	0.656
lamenting	lamentování	sadness	0.656
ruin	zřícenina	sadness	0.656
weep	plakat	sadness	0.656
lonely	osamělý	sadness	0.656
jail	vězení	sadness	0.656
steal	ukrást	sadness	0.656
mangle	mandl	sadness	0.656
hate	nenávist	sadness	0.656
ailing	arogantní	sadness	0.656
dreary	hrozné	sadness	0.656
bleak	mrzutý	sadness	0.656
polio	obrna	sadness	0.656
blighted	bledě	sadness	0.656
casket	rakev	sadness	0.656
demonic	démonický	sadness	0.656
peril	nebezpečí	sadness	0.656
