word	Arabic-ar	emotion	emotion-intensity-score
iris	قزحية	fear	0.160
audition	الاختبار	fear	0.156
sly	خبيث	fear	0.156
legalized	مصدقة	fear	0.156
intimately	متصل عاطفيا	fear	0.156
needit	NO TRANSLATION	fear	0.156
countdown	العد التنازلي	fear	0.156
hearing	سمع	fear	0.156
bases	قواعد	fear	0.156
medication	أدوية	fear	0.156
ceasefire	وقف إطلاق النار	fear	0.156
retirement	تقاعد	fear	0.156
courageous	شجاع	fear	0.154
overthinker	overthinker	fear	0.153
backtrack	عاد من حيث اتى	fear	0.151
dawned	بزغ	fear	0.150
censor	الرقيب	fear	0.149
bailiff	حاجب محكمة	fear	0.147
syllabus	المنهج	fear	0.147
gent	شخص مهذب	fear	0.141
caricature	كاريكاتور	fear	0.141
rationality	عقلانية	fear	0.141
cove	جون خليج صغير	fear	0.141
newcomer	الوافد	fear	0.141
eventuality	احتمال	fear	0.141
imagination	خيال	fear	0.141
validity	صلاحية	fear	0.141
waiting	انتظار	fear	0.141
delay	تأخير	fear	0.141
shy	خجول	fear	0.140
alreadyyyyy	NO TRANSLATION	fear	0.140
symptom	علامة مرض	fear	0.133
excite	أثار	fear	0.132
raccoon	حيوان الراكون	fear	0.127
prevent	يحول دون	fear	0.125
needtorelax	NO TRANSLATION	fear	0.125
clown	مهرج	fear	0.125
ahhh	أهه	fear	0.125
hawk	صقر	fear	0.125
campaigning	الحملة الانتخابية	fear	0.125
soready	مستعد	fear	0.125
tryout	جرِّب أو حاول	fear	0.125
marry	تزوج	fear	0.125
sprite	شبح	fear	0.125
swim	سباحة	fear	0.125
gameday	GAMEDAY	fear	0.125
sag	تبلد	fear	0.123
pharmacy	مقابل	fear	0.123
policeman	الشرطي	fear	0.121
lace	ربط الحذاء	fear	0.111
dreamt	حلمت	fear	0.111
holiness	قداسة	fear	0.109
pray	صلى	fear	0.109
weight	وزن	fear	0.109
incase	في حال	fear	0.109
knot	عقد	fear	0.109
confidence	الثقة	fear	0.109
notoriety	سوء السمعة	fear	0.109
homework	واجب منزلي	fear	0.109
destination	المكان المقصود	fear	0.109
bigday	يوم حافل	fear	0.109
slender	نحيل	fear	0.100
undecided	متردد	fear	0.098
sympathetic	ودي	fear	0.097
god	الله	fear	0.094
grades	درجات	fear	0.094
loyal	مخلص	fear	0.094
poise	اتزان	fear	0.094
treat	يعالج	fear	0.094
confident	واثق	fear	0.094
counsellor	مستشار	fear	0.094
helmet	خوذة	fear	0.094
case	قضية	fear	0.094
locate	حدد	fear	0.094
northeast	شمالي شرقي	fear	0.088
compassion	تعاطف	fear	0.078
nurture	تغذية	fear	0.078
graduation	تخرج	fear	0.078
graded	متدرج	fear	0.075
mum	ماما	fear	0.070
infant	رضيع	fear	0.067
civilians	المدنيين	fear	0.062
soulmate	توأم الروح	fear	0.062
civilian	مدني	fear	0.062
cloudiness	كدر	fear	0.062
gradschool	NO TRANSLATION	fear	0.062
parade	موكب	fear	0.062
cash	السيولة النقدية	fear	0.062
journey	رحلة	fear	0.062
guidelines	القواعد الارشادية	fear	0.062
youth	شباب	fear	0.062
opera	دار الأوبرا	fear	0.057
synonymous	مرادف	fear	0.056
praying	الصلاة	fear	0.047
honest	صادق	fear	0.047
intelligence	المخابرات	fear	0.038
romance	رومانسي	fear	0.031
lines	خطوط	fear	0.031
volunteer	تطوع	fear	0.031
obey	الانصياع	fear	0.016
happiest	أسعد	joy	0.986
happiness	سعادة	joy	0.984
bliss	النعيم	joy	0.971
celebrating	الاحتفال	joy	0.970
jubilant	متهلل	joy	0.969
ecstatic	شاطح	joy	0.954
elation	عجب	joy	0.944
bestdayever	أفضل يوم على الإطلاق	joy	0.938
beaming	مشع	joy	0.938
loveee	loveee	joy	0.932
celebration	احتفال	joy	0.929
awesomeness	الذهول	joy	0.926
joy	فرح	joy	0.924
happily	بسعادة	joy	0.922
excitement	إثارة	joy	0.922
euphoria	النشوة	joy	0.922
fabulous	رائع	joy	0.922
joyous	مبتهج	joy	0.922
exuberance	وفرة	joy	0.922
makesmehappy	NO TRANSLATION	joy	0.922
lovee	lovee	joy	0.920
gratitude	امتنان	joy	0.914
spectacular	مذهل	joy	0.912
merriment	بهجة	joy	0.912
happydance	happydance	joy	0.912
purebliss	NO TRANSLATION	joy	0.909
overjoyed	مبتهج	joy	0.909
triumphant	منتصر	joy	0.907
lovelovelove	NO TRANSLATION	joy	0.906
ecstasy	نشوة	joy	0.906
cheerful	مرح	joy	0.906
cheer	يشجع	joy	0.897
elated	مبتهج	joy	0.894
lovethis	احب هذا	joy	0.891
laugh	يضحك	joy	0.891
jolly	المرح	joy	0.891
pleasures	المتع	joy	0.891
excitation	إثارة	joy	0.891
peaceofmind	NO TRANSLATION	joy	0.891
delighted	في منتهى السعادة	joy	0.891
exhilaration	ابتهاج	joy	0.891
marvelously	رائع	joy	0.881
loving	محب	joy	0.879
joyful	سعيد	joy	0.879
outstanding	أمتياز	joy	0.879
blissful	في هناء	joy	0.879
pleasurable	ممتع	joy	0.877
iloveher	NO TRANSLATION	joy	0.875
enthusiastic	متحمس	joy	0.875
lovinglife	محب للحياة	joy	0.875
glee	طرب	joy	0.875
happyplace	مكان سعيد	joy	0.875
overthemoon	NO TRANSLATION	joy	0.875
yaaaay	NO TRANSLATION	joy	0.875
sohappy	سعيد جدا	joy	0.868
woohoo	فوردعالم	joy	0.864
laughing	يضحك	joy	0.864
superb	رائع	joy	0.864
wonderful	رائع	joy	0.863
brilliant	متألق	joy	0.859
tearsofjoy	NO TRANSLATION	joy	0.859
cheering	هتاف	joy	0.859
hooray	الصيحة	joy	0.859
glory	مجد	joy	0.859
celebrated	مشهور	joy	0.859
loved	أحب	joy	0.859
magnificent	رائع	joy	0.859
ilovechristmas	NO TRANSLATION	joy	0.859
yayyyy	NO TRANSLATION	joy	0.859
hallelujah	الحمد لله	joy	0.859
exciting	مثير	joy	0.853
heavenly	سماوي	joy	0.853
thrilled	بسعادة غامرة	joy	0.851
mademyday	جعلت يومي	joy	0.848
hohoho	NO TRANSLATION	joy	0.845
celebrate	احتفل	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	بركة	joy	0.844
wonderfully	بشكل رائع	joy	0.844
sweetness	العذوبة	joy	0.833
marvellous	رائع	joy	0.833
festive	احتفالي	joy	0.833
blessed	مبارك	joy	0.833
paradise	الجنة	joy	0.833
celebrations	احتفالات	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	باسم	joy	0.828
enchanting	ساحر	joy	0.828
love	حب	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	البيت السعيد	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	ضحك	joy	0.824
marvelous	رائع	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	محتفل	joy	0.818
sensational	مثير	joy	0.818
delightful	لذيذ	joy	0.818
happyheart	قلب سعيد	joy	0.818
rejoicing	ابتهاج	joy	0.818
joys	أفراح	joy	0.818
goodness	صلاح	joy	0.818
excited	فرح	joy	0.818
excellence	تفوق	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	مرح	joy	0.814
glorious	المجيد	joy	0.812
lovemaking	حبهم	joy	0.812
rejoice	نبتهج	joy	0.812
victorious	انتصاري	joy	0.812
excellent	ممتاز	joy	0.812
bonanza	منجم ثراء	joy	0.812
smiley	مبتسم	joy	0.812
enjoy	استمتع	joy	0.812
splendid	رائع	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	اوقات سعيدة	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	يوم سعيد	joy	0.809
myfavorite	أُفضله	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	بكل سرور	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	NO TRANSLATION	joy	0.803
gladness	فرح	joy	0.803
giggle	قهقه	joy	0.802
yesss	YESSS	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	نجاح	joy	0.797
happier	أسعد	joy	0.797
dancing	رقص	joy	0.797
lovinlife	lovinlife	joy	0.797
magnificence	روعة	joy	0.797
lovemylife	أحب حياتي	joy	0.797
grateful	الامتنان	joy	0.789
splendor	روعة	joy	0.788
amuse	سلى	joy	0.788
fun	مرح	joy	0.788
happy	السعيدة	joy	0.788
enchanted	مسحور	joy	0.781
glorify	مجد	joy	0.781
glad	سعيد	joy	0.781
beautiful	جميلة	joy	0.781
solucky	محظوظ جدا	joy	0.781
giggling	الضحك	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	مشع	joy	0.781
heavens	السماوات	joy	0.779
perfection	حد الكمال	joy	0.779
christmassy	christmassy	joy	0.779
romance	رومانسي	joy	0.779
thrilling	مثير	joy	0.776
miraculous	معجز	joy	0.773
fiesta	العيد	joy	0.773
entertain	ترفيه	joy	0.773
congrats	مبروك	joy	0.773
cheers	في صحتك	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	الإيجابية	joy	0.773
lovable	محبوب	joy	0.773
cheered	هلل	joy	0.773
funday	يوم ممتع	joy	0.772
enjoying	تتمتع	joy	0.771
cuddling	يحتضن	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	مسليا	joy	0.766
lifeisgood	الحياة جيدة	joy	0.766
thebest	الأفضل	joy	0.766
sosweet	حلو جدا	joy	0.766
smiles	ابتسامات	joy	0.766
delight	بهجة	joy	0.765
orgasm	رعشة الجماع	joy	0.765
party	حفل	joy	0.765
positive	إيجابي	joy	0.761
cheerfulness	مرح	joy	0.758
miracles	المعجزات	joy	0.758
sweetheart	حبيبة القلب	joy	0.758
enlighten	تنوير	joy	0.758
christmastime	وقت عيد الميلاد	joy	0.757
giddy	دائخ	joy	0.757
romantic	رومانسي	joy	0.750
gratify	كافأ	joy	0.750
friendliness	صداقة	joy	0.750
laughs	يضحك	joy	0.750
greatness	عظمة	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	سار	joy	0.750
blessings	سلم	joy	0.750
smile	ابتسامة	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	مرح	joy	0.748
jubilee	يوبيل	joy	0.742
enthusiasm	حماس	joy	0.742
triumph	انتصار	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	سحري	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	معجزة	joy	0.742
rewarding	مكافأة	joy	0.742
feelgood	أشعر أنني بحالة جيدة	joy	0.736
prosperity	ازدهار	joy	0.735
luxurious	فاخر	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	مرح	joy	0.734
goodday	يوم جيد	joy	0.734
passionate	عاطفي	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	يسحر	joy	0.734
victory	فوز	joy	0.734
admiration	إعجاب	joy	0.734
tgif	TGIF	joy	0.734
glorification	تمجيد	joy	0.733
sing	يغنى	joy	0.729
glowing	متوهج	joy	0.729
breathtaking	مثير	joy	0.728
fulfillment	تحقيق	joy	0.728
yessss	YESSSS	joy	0.728
cheery	مبتهج	joy	0.727
thankful	شاكر	joy	0.727
hurrah	يا هلا	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	سانتا	joy	0.727
award	جائزة	joy	0.727
atpeace	في سلام	joy	0.727
win	يفوز	joy	0.727
merry	مرح	joy	0.727
pleased	مسرور	joy	0.725
radiance	إشعاع	joy	0.725
inspiration	وحي	joy	0.725
uplift	رفع	joy	0.723
optimistic	متفائل	joy	0.723
heaven	الجنة	joy	0.721
lucky	سعيد الحظ	joy	0.721
thrill	التشويق	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	العطل	joy	0.721
harmony	انسجام	joy	0.719
brighten	سطع	joy	0.719
lover	حبيب	joy	0.719
heartfelt	صادر من القلب	joy	0.719
utopian	المدينة الفاضلة	joy	0.719
xmas	عيد الميلاد	joy	0.719
lovely	جميل	joy	0.719
amusement	تسلية	joy	0.719
congratulatory	تهنيئي	joy	0.719
praising	مشيدا	joy	0.719
thriving	مزدهر	joy	0.719
perfect	في احسن الاحوال	joy	0.719
magic	سحر	joy	0.712
luckiest	حظا	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	ترف	joy	0.712
bestfeeling	أفضل شعور	joy	0.712
treasures	الكنوز	joy	0.712
achievement	موهلات	joy	0.712
yay	ياي	joy	0.712
holiday	يوم الاجازة	joy	0.712
intimate	حميم	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	ضحكة مكتومة	joy	0.706
rave	الهذيان	joy	0.706
proud	فخور	joy	0.704
truelove	الحب الحقيقى	joy	0.703
fuckyeah	fuckyeah	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	مثير للدهشة	joy	0.703
goodnews	أخبار جيدة	joy	0.703
optimism	التفاؤل	joy	0.703
satisfying	مرضيه	joy	0.703
gooood	GOOOOD	joy	0.703
sweetest	أحلى	joy	0.703
cherish	نعتز به	joy	0.703
goodlife	حياة جيدة	joy	0.703
beautification	تجميل	joy	0.703
appreciates	تقدر	joy	0.703
winning	فوز	joy	0.703
cuddled	محضون	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	مسلى	joy	0.700
excite	أثار	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	عيد الميلاد	joy	0.691
metime	metime	joy	0.688
favorite	مفضل	joy	0.688
honored	تكريم	joy	0.688
content	يحتوى	joy	0.688
godsend	مصادفة سعيدة	joy	0.688
entertaining	مسلي	joy	0.688
angelic	ملائكي	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	عبادة	joy	0.688
exquisite	رائع	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	ثمين	joy	0.682
majestic	مهيب	joy	0.682
appreciated	محل تقدير	joy	0.682
luscious	فاتنة	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	ابتسم	joy	0.682
bestfriends	أعز اصدقاء	joy	0.682
exaltation	تمجيد	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	ساطعة	joy	0.682
tranquility	الطمأنينة	joy	0.679
marry	تزوج	joy	0.676
embrace	تعانق	joy	0.676
positively	بشكل ايجابي	joy	0.676
dearest	محبوب	joy	0.672
relaxation	استرخاء	joy	0.672
accomplished	إنجاز	joy	0.672
hug	عناق	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	bday	joy	0.672
grin	ابتسامة	joy	0.672
enliven	أحيا	joy	0.672
contentment	اطمئنان	joy	0.672
hilarious	مزاح	joy	0.672
giggles	الضحك	joy	0.672
bountiful	وافر	joy	0.667
victor	منتصر	joy	0.667
adore	أعشق	joy	0.667
boisterous	عاصف	joy	0.667
fulfilled	استيفاء	joy	0.667
fulfill	تحقيق	joy	0.664
cuddles	الحضن	joy	0.662
prosperous	مزدهر	joy	0.660
romanticism	رومانتيكية	joy	0.656
humor	فكاهة	joy	0.656
glow	توهج	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	ممتع	joy	0.656
appreciation	تقدير	joy	0.656
encouraged	شجع	joy	0.656
satisfy	رضا	joy	0.656
serenity	راحة نفسية	joy	0.656
captivate	أسر	joy	0.656
besties	besties	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	رضا	joy	0.652
treasure	كنز	joy	0.652
engaged	مخطوب	joy	0.652
praises	المديح	joy	0.652
abundance	وفرة	joy	0.652
fortunes	ثروات	joy	0.652
relaxing	مريح	joy	0.652
praised	أشاد ومدح	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	تكملة	joy	0.647
affection	تاثير	joy	0.647
relieved	مرتاح	joy	0.647
carnival	مهرجان	joy	0.643
divine	إلهي	joy	0.641
saintly	طاهر	joy	0.641
harmoniously	وئام	joy	0.641
achieve	التوصل	joy	0.641
thanksgiving	عيد الشكر	joy	0.641
jackpot	الفوز بالجائزة الكبرى	joy	0.641
priceless	لا يقدر بثمن	joy	0.641
sensuality	شهوانية	joy	0.641
champion	بطل	joy	0.641
wedding	حفل زواج	joy	0.641
uplifting	النهضة	joy	0.641
climax	ذروة	joy	0.636
yayy	NO TRANSLATION	joy	0.636
peaceful	امن	joy	0.636
twinkle	وميض	joy	0.636
reverie	فكرة خيالية	joy	0.636
exalt	كثف	joy	0.636
winner	الفائز	joy	0.636
felicity	سعادة	joy	0.636
cuddle	عناق	joy	0.636
comforting	تعزية	joy	0.636
honeymoon	شهر العسل	joy	0.636
xoxo	بالجمله	joy	0.634
amusing	مسل	joy	0.625
reward	جائزة او مكافاة	joy	0.625
fondness	ولع	joy	0.625
hearts	قلوب	joy	0.625
brighter	أكثر إشراقا	joy	0.625
sweet	حلو	joy	0.625
stargazing	النجوم	joy	0.625
festival	مهرجان	joy	0.625
snuggling	التحاضن	joy	0.625
generosity	سخاء	joy	0.625
gorgeous	رائع	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	جنس	joy	0.622
parade	موكب	joy	0.621
applause	تصفيق	joy	0.621
genial	لطيف	joy	0.621
beauty	جمال	joy	0.621
kind	طيب القلب	joy	0.621
newlife	حياة جديدة	joy	0.618
aspiring	تطمح	joy	0.618
fulfilling	الوفاء	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	فاضل	joy	0.613
kiss	قبلة	joy	0.610
winnings	المكاسب	joy	0.609
praiseworthy	جدير بالاطراء والثناء	joy	0.609
rainbows	قوس قزح	joy	0.609
generous	كريم - سخي	joy	0.609
enlightenment	تنوير	joy	0.609
playful	لعوب	joy	0.609
christmas	عيد الميلاد	joy	0.609
super	ممتاز	joy	0.609
elegance	أناقة	joy	0.609
rekindle	إحياء	joy	0.609
awards	جوائز	joy	0.609
adorable	بديع	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	استقلال	joy	0.607
successful	ناجح	joy	0.606
onelove	حب واحد	joy	0.606
kindness	لطف	joy	0.606
freely	بحرية	joy	0.606
surprises	مفاجآت	joy	0.606
inspired	ربما	joy	0.606
hilarity	مرح	joy	0.606
wonder	يتساءل	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	وسائل الترفيه	joy	0.603
whimsical	غريب الأطوار	joy	0.603
passion	شغف	joy	0.603
beautify	تجميل	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	شروق الشمس	joy	0.600
godisgood	godisgood	joy	0.597
whoo	WHOO	joy	0.594
angel	ملاك	joy	0.594
thankgod	الحمد لله	joy	0.594
accomplishment	إنجاز	joy	0.594
flirt	يغازل	joy	0.594
goodmusic	موسيقى جيدة	joy	0.594
snuggled	متحاضن	joy	0.594
revere	وقر	joy	0.594
inspire	ألهم	joy	0.594
fanfare	جلبة	joy	0.594
peacefully	سلميا	joy	0.594
jesus	يسوع	joy	0.594
goodies	الأشياء الجيدة	joy	0.594
heroic	بطولي	joy	0.591
fortune	ثروة	joy	0.591
friendship	صداقة	joy	0.591
singing	الغناء	joy	0.591
exalted	مفخم	joy	0.591
summer	الصيف	joy	0.591
highest	أعلى	joy	0.591
overflowing	طافح	joy	0.588
contented	قانع	joy	0.588
woot	WOOT	joy	0.588
rollicking	ظريف الطبع	joy	0.588
hope	أمل	joy	0.586
accolade	احتضان	joy	0.586
cozy	دافئ	joy	0.583
delicious	لذيذ	joy	0.579
friendly	ودود	joy	0.578
sensuous	الحسي	joy	0.578
darling	حبيبي	joy	0.578
picturesque	رائع	joy	0.578
raving	هذيان	joy	0.578
praise	مدح	joy	0.578
everlasting	أبدي	joy	0.578
ambition	طموح	joy	0.578
thelife	الحياة	joy	0.578
sparkle	تألق	joy	0.577
yeahhh	yeahhh	joy	0.576
luckygirl	فتاة محظوظة	joy	0.576
flattering	طرى	joy	0.576
sensual	حسي	joy	0.576
heroism	بطولة	joy	0.576
succeeding	النجاح	joy	0.576
grace	نعمة او وقت سماح	joy	0.576
peace	سلام	joy	0.576
livelife	عيش الحياة	joy	0.574
