word	Chinese (Simplified)-zh-CN	emotion	emotion-intensity-score
joyous	欢乐	joy	0.922
exuberance	丰富	joy	0.922
makesmehappy	NO TRANSLATION	joy	0.922
lovee	lovee	joy	0.920
gratitude	感谢	joy	0.914
spectacular	壮观	joy	0.912
merriment	欢乐	joy	0.912
happydance	快乐的舞蹈	joy	0.912
purebliss	NO TRANSLATION	joy	0.909
overjoyed	喜出望外	joy	0.909
triumphant	凯	joy	0.907
lovelovelove	NO TRANSLATION	joy	0.906
ecstasy	狂喜	joy	0.906
cheerful	快乐	joy	0.906
cheer	欢呼	joy	0.897
elated	高昂	joy	0.894
lovethis	喜欢这个	joy	0.891
laugh	笑	joy	0.891
jolly	欢乐	joy	0.891
pleasures	乐趣	joy	0.891
excitation	励磁	joy	0.891
peaceofmind	NO TRANSLATION	joy	0.891
delighted	欣喜的	joy	0.891
exhilaration	不亦乐乎	joy	0.891
marvelously	不平凡	joy	0.881
loving	爱心	joy	0.879
joyful	快乐	joy	0.879
outstanding	优秀	joy	0.879
blissful	幸福	joy	0.879
pleasurable	愉快的	joy	0.877
iloveher	NO TRANSLATION	joy	0.875
enthusiastic	热情	joy	0.875
lovinglife	热爱生活	joy	0.875
glee	高兴	joy	0.875
happyplace	happyplace	joy	0.875
overthemoon	NO TRANSLATION	joy	0.875
yaaaay	NO TRANSLATION	joy	0.875
sohappy	很高兴	joy	0.868
woohoo	哇噢	joy	0.864
laughing	笑	joy	0.864
superb	高超	joy	0.864
wonderful	精彩	joy	0.863
brilliant	辉煌	joy	0.859
tearsofjoy	NO TRANSLATION	joy	0.859
cheering	欢呼	joy	0.859
hooray	万岁	joy	0.859
glory	荣耀	joy	0.859
celebrated	著名	joy	0.859
loved	喜爱	joy	0.859
magnificent	华丽的	joy	0.859
ilovechristmas	NO TRANSLATION	joy	0.859
yayyyy	NO TRANSLATION	joy	0.859
hallelujah	哈利路亚	joy	0.859
exciting	扣人心弦	joy	0.853
heavenly	天上	joy	0.853
thrilled	高兴	joy	0.851
mademyday	mademyday	joy	0.848
hohoho	NO TRANSLATION	joy	0.845
celebrate	庆祝	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	祝福	joy	0.844
wonderfully	奇妙	joy	0.844
sweetness	甜美	joy	0.833
marvellous	奇妙	joy	0.833
festive	欢乐的	joy	0.833
blessed	幸福	joy	0.833
paradise	天堂	joy	0.833
celebrations	庆祝活动	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	微笑	joy	0.828
enchanting	妖娆	joy	0.828
love	爱	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	家，甜蜜的家	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	笑声	joy	0.824
marvelous	奇妙	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	庆祝	joy	0.818
sensational	轰动的	joy	0.818
delightful	愉快	joy	0.818
happyheart	happyheart	joy	0.818
rejoicing	欣喜	joy	0.818
joys	欢乐	joy	0.818
goodness	善良	joy	0.818
excited	兴奋	joy	0.818
excellence	卓越	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	快活	joy	0.814
glorious	辉煌	joy	0.812
lovemaking	做爱	joy	0.812
rejoice	麾	joy	0.812
victorious	获胜	joy	0.812
excellent	优秀	joy	0.812
bonanza	富矿带	joy	0.812
smiley	笑脸	joy	0.812
enjoy	请享用	joy	0.812
splendid	灿烂	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	美好时光	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	快乐的一天	joy	0.809
myfavorite	我的最爱	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	乐趣	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	NO TRANSLATION	joy	0.803
gladness	欢乐	joy	0.803
giggle	傻笑	joy	0.802
yesss	YESSS	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	成功	joy	0.797
happier	幸福	joy	0.797
dancing	跳舞	joy	0.797
lovinlife	lovinlife	joy	0.797
magnificence	壮丽	joy	0.797
lovemylife	爱我的生活	joy	0.797
grateful	感激	joy	0.789
splendor	辉	joy	0.788
amuse	游玩	joy	0.788
fun	开玩笑	joy	0.788
happy	快乐	joy	0.788
enchanted	入迷	joy	0.781
glorify	荣耀	joy	0.781
glad	高兴	joy	0.781
beautiful	美丽	joy	0.781
solucky	真幸运	joy	0.781
giggling	傻笑	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	辐射的	joy	0.781
heavens	天	joy	0.779
perfection	完美	joy	0.779
christmassy	圣诞系列	joy	0.779
romance	浪漫	joy	0.779
thrilling	惊险	joy	0.776
miraculous	神奇	joy	0.773
fiesta	节日	joy	0.773
entertain	招待	joy	0.773
congrats	恭喜	joy	0.773
cheers	干杯	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	阳性	joy	0.773
lovable	可爱	joy	0.773
cheered	欢呼	joy	0.773
funday	有趣的一天	joy	0.772
enjoying	享受	joy	0.771
cuddling	拥抱	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	乐	joy	0.766
lifeisgood	生活很好	joy	0.766
thebest	最好的	joy	0.766
sosweet	如此甜蜜	joy	0.766
smiles	笑容	joy	0.766
delight	喜	joy	0.765
orgasm	性高潮	joy	0.765
party	派对	joy	0.765
positive	正	joy	0.761
cheerfulness	快乐	joy	0.758
miracles	奇迹	joy	0.758
sweetheart	爱人	joy	0.758
enlighten	开导	joy	0.758
christmastime	圣诞节的时候	joy	0.757
giddy	头晕	joy	0.757
romantic	浪漫	joy	0.750
gratify	取悦	joy	0.750
friendliness	友好	joy	0.750
laughs	笑	joy	0.750
greatness	伟大	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	愉快	joy	0.750
blessings	祝福	joy	0.750
smile	微笑	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	欢乐	joy	0.748
jubilee	欢乐	joy	0.742
enthusiasm	热情	joy	0.742
triumph	胜利	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	神奇	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	奇迹	joy	0.742
rewarding	奖励	joy	0.742
feelgood	感觉不错	joy	0.736
prosperity	繁荣	joy	0.735
luxurious	豪华	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	活泼	joy	0.734
goodday	美好的一天	joy	0.734
passionate	多情	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	蛊惑	joy	0.734
victory	胜利	joy	0.734
admiration	钦佩	joy	0.734
tgif	TGIF	joy	0.734
glorification	赞美	joy	0.733
sing	唱	joy	0.729
glowing	泛着	joy	0.729
breathtaking	惊险	joy	0.728
fulfillment	履行	joy	0.728
yessss	yessss	joy	0.728
cheery	愉快的	joy	0.727
thankful	感谢	joy	0.727
hurrah	欢呼	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	圣诞老人	joy	0.727
award	奖	joy	0.727
atpeace	内心安宁	joy	0.727
win	赢得	joy	0.727
merry	快活	joy	0.727
pleased	满意	joy	0.725
radiance	辐射	joy	0.725
inspiration	灵感	joy	0.725
uplift	抬起	joy	0.723
optimistic	乐观	joy	0.723
heaven	天堂	joy	0.721
lucky	幸运	joy	0.721
thrill	颤抖	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	假期	joy	0.721
harmony	和谐	joy	0.719
brighten	变亮	joy	0.719
lover	情人	joy	0.719
heartfelt	衷心	joy	0.719
utopian	乌托邦	joy	0.719
xmas	圣诞节	joy	0.719
lovely	可爱	joy	0.719
amusement	娱乐	joy	0.719
congratulatory	祝贺	joy	0.719
praising	赞美	joy	0.719
thriving	熙	joy	0.719
perfect	完善	joy	0.719
magic	魔法	joy	0.712
luckiest	幸运	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	豪华	joy	0.712
bestfeeling	bestfeeling	joy	0.712
treasures	珍品	joy	0.712
achievement	成就	joy	0.712
yay	好极了	joy	0.712
holiday	假日	joy	0.712
intimate	亲密	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	暗笑	joy	0.706
rave	狂欢	joy	0.706
proud	骄傲	joy	0.704
truelove	真爱	joy	0.703
fuckyeah	fuckyeah	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	令人惊讶	joy	0.703
goodnews	好消息	joy	0.703
optimism	乐观	joy	0.703
satisfying	满意的	joy	0.703
gooood	gooood	joy	0.703
sweetest	甜蜜	joy	0.703
cherish	珍视	joy	0.703
goodlife	美好生活	joy	0.703
beautification	美化	joy	0.703
appreciates	赞赏	joy	0.703
winning	胜利	joy	0.703
cuddled	拥抱	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	封盘	joy	0.700
excite	激发	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	生日	joy	0.691
metime	metime	joy	0.688
favorite	喜爱	joy	0.688
honored	荣幸	joy	0.688
content	内容	joy	0.688
godsend	天赐	joy	0.688
entertaining	娱乐	joy	0.688
angelic	天使	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	崇拜	joy	0.688
exquisite	精美	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	珍贵	joy	0.682
majestic	雄伟	joy	0.682
appreciated	赞赏	joy	0.682
luscious	甜美	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	笑笑	joy	0.682
bestfriends	最好的朋友	joy	0.682
exaltation	提高	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	提亮	joy	0.682
tranquility	宁静	joy	0.679
marry	结婚	joy	0.676
embrace	拥抱	joy	0.676
positively	积极	joy	0.676
dearest	亲爱的	joy	0.672
relaxation	松弛	joy	0.672
accomplished	完成	joy	0.672
hug	拥抱	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	BDAY	joy	0.672
grin	微笑	joy	0.672
enliven	活跃	joy	0.672
contentment	满意	joy	0.672
hilarious	欢闹的	joy	0.672
giggles	笑声	joy	0.672
bountiful	丰富	joy	0.667
victor	胜利者	joy	0.667
adore	崇拜	joy	0.667
boisterous	哄然	joy	0.667
fulfilled	完成	joy	0.667
fulfill	履行	joy	0.664
cuddles	拥抱	joy	0.662
prosperous	繁荣	joy	0.660
romanticism	浪漫主义	joy	0.656
humor	幽默	joy	0.656
glow	辉光	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	愉快	joy	0.656
appreciation	升值	joy	0.656
encouraged	鼓励	joy	0.656
satisfy	满足	joy	0.656
serenity	宁静	joy	0.656
captivate	着迷	joy	0.656
besties	死党	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	满意	joy	0.652
treasure	宝藏	joy	0.652
engaged	订婚	joy	0.652
praises	表扬	joy	0.652
abundance	丰富	joy	0.652
fortunes	命运	joy	0.652
relaxing	放松	joy	0.652
praised	称赞	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	补充	joy	0.647
affection	感情	joy	0.647
relieved	安心	joy	0.647
carnival	狂欢	joy	0.643
divine	神圣	joy	0.641
saintly	圣洁	joy	0.641
harmoniously	和谐地	joy	0.641
achieve	实现	joy	0.641
thanksgiving	感恩	joy	0.641
jackpot	头奖	joy	0.641
priceless	无价	joy	0.641
sensuality	淫荡	joy	0.641
champion	冠军	joy	0.641
wedding	婚礼	joy	0.641
uplifting	令人振奋	joy	0.641
climax	高潮	joy	0.636
yayy	NO TRANSLATION	joy	0.636
peaceful	平静的	joy	0.636
twinkle	眨眼	joy	0.636
reverie	梦想	joy	0.636
exalt	捧	joy	0.636
winner	优胜者	joy	0.636
felicity	祺	joy	0.636
cuddle	偎	joy	0.636
comforting	欣慰的	joy	0.636
honeymoon	度蜜月	joy	0.636
xoxo	XOXO	joy	0.634
amusing	有趣	joy	0.625
reward	奖励	joy	0.625
fondness	癖好	joy	0.625
hearts	心中	joy	0.625
brighter	光明	joy	0.625
sweet	甜	joy	0.625
stargazing	观星	joy	0.625
festival	节	joy	0.625
snuggling	依偎	joy	0.625
generosity	慷慨	joy	0.625
gorgeous	华丽	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	性别	joy	0.622
parade	游行	joy	0.621
applause	掌声	joy	0.621
genial	和蔼的	joy	0.621
beauty	美女	joy	0.621
kind	类	joy	0.621
newlife	新生活	joy	0.618
aspiring	有志	joy	0.618
fulfilling	履行	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	贤	joy	0.613
kiss	吻	joy	0.610
winnings	奖金	joy	0.609
praiseworthy	可贵	joy	0.609
rainbows	彩虹	joy	0.609
generous	慷慨	joy	0.609
enlightenment	启示	joy	0.609
playful	调皮	joy	0.609
christmas	圣诞	joy	0.609
super	超	joy	0.609
elegance	优雅	joy	0.609
rekindle	重燃	joy	0.609
awards	奖项	joy	0.609
adorable	可爱的	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	独立	joy	0.607
successful	成功	joy	0.606
onelove	唯一的爱	joy	0.606
kindness	善良	joy	0.606
freely	自如	joy	0.606
surprises	惊喜	joy	0.606
inspired	启发	joy	0.606
hilarity	欢闹	joy	0.606
wonder	奇迹	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	娱乐	joy	0.603
whimsical	怪诞的	joy	0.603
passion	情	joy	0.603
beautify	美化	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	日出	joy	0.600
godisgood	上帝是好的	joy	0.597
whoo	喔	joy	0.594
angel	天使	joy	0.594
thankgod	感谢上帝	joy	0.594
accomplishment	成就	joy	0.594
flirt	调情	joy	0.594
goodmusic	好的音乐	joy	0.594
snuggled	依偎	joy	0.594
revere	尊敬	joy	0.594
inspire	启发	joy	0.594
fanfare	大张旗鼓	joy	0.594
peacefully	安然	joy	0.594
jesus	耶稣	joy	0.594
goodies	好吃的东西	joy	0.594
heroic	英勇	joy	0.591
fortune	幸运	joy	0.591
friendship	友谊	joy	0.591
singing	唱歌	joy	0.591
exalted	崇高的	joy	0.591
summer	夏季	joy	0.591
highest	最高	joy	0.591
overflowing	满溢	joy	0.588
contented	满足	joy	0.588
woot	活泉	joy	0.588
rollicking	洛佩兹	joy	0.588
hope	希望	joy	0.586
accolade	荣誉	joy	0.586
cozy	舒适	joy	0.583
delicious	美味的	joy	0.579
friendly	友善	joy	0.578
sensuous	感觉上的	joy	0.578
darling	宠儿	joy	0.578
picturesque	如画	joy	0.578
raving	狂言	joy	0.578
praise	赞美	joy	0.578
everlasting	永恒的	joy	0.578
ambition	志向	joy	0.578
thelife	人生	joy	0.578
sparkle	火花	joy	0.577
yeahhh	yeahhh	joy	0.576
luckygirl	luckygirl	joy	0.576
flattering	谄媚的	joy	0.576
sensual	声色	joy	0.576
heroism	英雄主义	joy	0.576
succeeding	下一	joy	0.576
grace	恩典	joy	0.576
peace	和平	joy	0.576
livelife	livelife	joy	0.574
special	特别	joy	0.574
tantalizing	诱人	joy	0.572
pumped	抽	joy	0.567
worthwhile	合算	joy	0.562
revels	狂欢	joy	0.562
prevail	战胜	joy	0.562
liking	喜欢	joy	0.562
sunny	晴朗	joy	0.562
relax	放松	joy	0.562
surprise	惊	joy	0.562
hugs	拥抱	joy	0.562
admirable	令人钦佩	joy	0.562
hero	英雄	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	幽默	joy	0.562
sweets	甜食	joy	0.562
prosper	繁荣	joy	0.562
superstar	超级明星	joy	0.562
favorable	有利	joy	0.561
bless	保佑	joy	0.561
tenderness	压痛	joy	0.561
freedom	自由	joy	0.561
masterpiece	杰作	joy	0.561
newyear	新年	joy	0.561
dreams	梦	joy	0.559
hopeful	有希望	joy	0.559
home	家	joy	0.559
cruising	巡航	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	忠诚	joy	0.553
closeness	亲近	joy	0.552
eagerness	热心	joy	0.552
comfy	舒适	joy	0.551
sunshine	阳光	joy	0.551
confidence	置信度	joy	0.547
mistletoe	槲寄生	joy	0.547
elite	原种	joy	0.547
celestial	天上	joy	0.547
heart	心	joy	0.547
completion	完成	joy	0.547
good	好	joy	0.547
daughter	女儿	joy	0.547
gifts	礼品	joy	0.547
astonishment	惊愕	joy	0.547
bonus	奖金	joy	0.547
goodmorning	早上好	joy	0.547
lifted	取消	joy	0.547
zeal	热情	joy	0.547
illuminate	照亮	joy	0.547
gift	礼品	joy	0.547
vacation	假期	joy	0.547
charmed	迷住了	joy	0.546
recreation	娱乐	joy	0.545
encouragement	鼓励	joy	0.545
gush	喷	joy	0.545
sublime	升华	joy	0.545
dance	舞蹈	joy	0.545
god	神	joy	0.545
free	自由	joy	0.544
freshstart	全新的开始	joy	0.544
savior	救主	joy	0.543
sanctuary	避难所	joy	0.541
grandchildren	孙子	joy	0.540
wellness	健康	joy	0.537
revel	陶醉	joy	0.534
inspirational	励志	joy	0.531
savor	品尝	joy	0.531
matrimony	婚姻	joy	0.531
money	钱	joy	0.531
rainbow	彩虹	joy	0.531
confident	信心	joy	0.531
bridal	新娘	joy	0.531
music	音乐	joy	0.531
fab	FAB	joy	0.531
serene	安详	joy	0.531
alive	活	joy	0.531
holiness	圣洁	joy	0.531
vitality	活力	joy	0.531
liberation	解放	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	抚慰的	joy	0.531
soar	翱翔	joy	0.531
firstborn	长女	joy	0.531
elegant	优雅	joy	0.530
mastery	征服	joy	0.530
illumination	照明	joy	0.530
welcomed	欢迎	joy	0.530
warmth	热情	joy	0.530
blossom	开花	joy	0.530
glimmer	微光	joy	0.530
faithful	可信	joy	0.529
treat	对待	joy	0.529
snuggles	挨近	joy	0.522
laurels	桂冠	joy	0.521
commendable	值得称道	joy	0.519
powerful	强大	joy	0.516
silly	愚蠢	joy	0.516
zest	热情	joy	0.516
presents	礼物	joy	0.516
succeed	成功	joy	0.516
jingle	叮铃	joy	0.516
remarkable	卓越	joy	0.516
greeted	欢迎	joy	0.516
brotherly	兄弟的	joy	0.516
pride	自豪	joy	0.516
strengthening	强化	joy	0.516
aspire	立志	joy	0.516
abundant	丰富	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	灿烂	joy	0.516
almighty	大能	joy	0.516
fancy	幻想	joy	0.516
zen	禅	joy	0.515
coronation	加冕	joy	0.515
kudos	荣誉	joy	0.515
vivid	生动	joy	0.515
leisure	闲暇	joy	0.515
complete	完成	joy	0.515
cutie	可爱	joy	0.515
newme	newme	joy	0.515
familytime	家人在一起的时间	joy	0.515
animated	动画	joy	0.515
spirit	精神	joy	0.515
thanking	表达感谢	joy	0.515
kid	孩子	joy	0.515
shining	闪亮的	joy	0.515
payday	发薪日	joy	0.515
princely	王侯	joy	0.515
reunited	重聚	joy	0.515
therapeutic	治疗	joy	0.515
comfort	安慰	joy	0.515
godly	敬虔	joy	0.514
marriage	婚姻	joy	0.514
daymade	NO TRANSLATION	joy	0.514
relationship	关系	joy	0.514
spouse	伴侣	joy	0.507
intimately	密切	joy	0.507
accomplish	完成	joy	0.500
excel	高强	joy	0.500
inviting	诱人的	joy	0.500
meritorious	有功	joy	0.500
diamond	钻石	joy	0.500
nature	性质	joy	0.500
dignity	尊严	joy	0.500
family	家庭	joy	0.500
soulful	深情	joy	0.500
charitable	慈善	joy	0.500
encourage	鼓励	joy	0.500
friends	朋友	joy	0.500
satisfied	满意	joy	0.500
welcoming	欢迎	joy	0.500
healthy	健康	joy	0.500
surreal	超现实主义	joy	0.500
refreshed	刷新	joy	0.500
beach	海滩	joy	0.500
motherhood	母亲	joy	0.500
respect	尊重	joy	0.500
gem	宝石	joy	0.500
erotic	好色之徒	joy	0.500
visionary	空想家	joy	0.500
holyspirit	NO TRANSLATION	joy	0.500
achieved	实现	joy	0.500
christ	基督	joy	0.500
memorable	难忘	joy	0.500
stressrelief	NO TRANSLATION	joy	0.500
baby	宝宝	joy	0.500
purr	发出喉音	joy	0.500
teamjesus	NO TRANSLATION	joy	0.500
veracity	准确性	joy	0.500
bloom	盛开	joy	0.500
carefree	畅快	joy	0.500
aura	光环	joy	0.493
health	健康	joy	0.493
liberty	自由	joy	0.486
approved	批准	joy	0.486
yehey	NO TRANSLATION	joy	0.486
oasis	绿洲	joy	0.486
rapture	欢天喜地	joy	0.485
engaging	卡	joy	0.485
crowning	加冕	joy	0.485
aspiration	心愿	joy	0.485
prestige	声望	joy	0.485
crescendo	渐强	joy	0.485
gentle	温和	joy	0.485
liberate	解放	joy	0.485
betrothed	许配	joy	0.485
nocomplaints	NO TRANSLATION	joy	0.485
bounty	赏金	joy	0.485
privileged	特权	joy	0.485
loyal	忠诚	joy	0.485
inseparable	形影不离	joy	0.485
datenight	NO TRANSLATION	joy	0.484
heyday	极盛	joy	0.484
trophy	杯	joy	0.484
selfworth	NO TRANSLATION	joy	0.484
luck	运气	joy	0.484
creativity	创造力	joy	0.484
destiny	命运	joy	0.484
fete	NO TRANSLATION	joy	0.484
transcendence	超越	joy	0.484
bouquet	花束	joy	0.484
chocolate	巧克力	joy	0.484
aloha	阿罗哈	joy	0.484
yummy	好吃	joy	0.484
dream	梦想	joy	0.484
desire	欲望	joy	0.484
boyfriend	男朋友	joy	0.480
commemoration	纪念活动	joy	0.479
intelligence	情报	joy	0.477
readiness	准备就绪	joy	0.473
friend	朋友	joy	0.471
enthusiast	爱好者	joy	0.471
bride	新娘	joy	0.471
lush	青葱的	joy	0.470
calming	平静	joy	0.470
inheritance	遗产	joy	0.470
kiddo	老兄	joy	0.470
massage	按摩	joy	0.470
tickle	痒痒	joy	0.470
adventure	冒险	joy	0.470
nostalgia	怀旧之情	joy	0.470
soothe	缓和	joy	0.470
goals	目标	joy	0.469
luster	光泽	joy	0.469
giving	给	joy	0.469
princess	公主	joy	0.469
heartily	尽情地	joy	0.469
benevolence	仁	joy	0.469
nurture	培育	joy	0.469
bridegroom	新郎	joy	0.469
eternal	永恒	joy	0.469
pray	祈祷	joy	0.469
getaway	逃离	joy	0.469
humanitarian	人道主义	joy	0.469
bonding	结合	joy	0.469
rest	休息	joy	0.469
amicable	和睦	joy	0.469
purring	打呼噜	joy	0.469
pretty	漂亮	joy	0.469
child	儿童	joy	0.466
salutary	有益	joy	0.465
invite	邀请	joy	0.457
reminiscing	回忆	joy	0.456
beam	光束	joy	0.456
freshair	NO TRANSLATION	joy	0.455
tropical	热带	joy	0.455
aesthetics	美学	joy	0.455
friday	星期五	joy	0.455
elevation	海拔	joy	0.455
sonice	NO TRANSLATION	joy	0.455
ceremony	仪式	joy	0.455
mindfulness	正念	joy	0.455
hee	熙	joy	0.455
kindred	亲属	joy	0.455
scholarship	奖学金	joy	0.455
befriend	帮扶	joy	0.455
commemorate	纪念	joy	0.453
allure	引诱	joy	0.453
faith	信仰	joy	0.453
forgiveness	饶恕	joy	0.453
scenery	风景	joy	0.453
vindication	表白	joy	0.453
waterfall	瀑布	joy	0.453
birth	分娩	joy	0.453
noworries	别担心	joy	0.453
approve	批准	joy	0.453
namaste	NO TRANSLATION	joy	0.453
journey	旅程	joy	0.447
meditation	冥想	joy	0.446
relaxed	轻松	joy	0.442
tranquil	宁静	joy	0.441
weekend	周末	joy	0.441
present	当下	joy	0.441
tender	投标	joy	0.441
nostalgic	怀旧的	joy	0.439
prayer	祷告	joy	0.439
sharing	分享	joy	0.439
esteem	尊重	joy	0.439
