word	Shona-sn	emotion	emotion-intensity-score
cousins	vazukuru	joy	0.318
classics	classic	joy	0.318
reconciliation	kuyananiswa	joy	0.316
dove	njiva	joy	0.312
living	kurarama	joy	0.312
presto	presto	joy	0.312
crafts	mhizha	joy	0.312
recovery	kupora	joy	0.312
woods	matanda	joy	0.312
sunset	sunset	joy	0.312
fitness	fitness	joy	0.312
playhouse	playhouse	joy	0.312
superman	superman	joy	0.312
muchneeded	NO TRANSLATION	joy	0.312
wisdom	uchenjeri	joy	0.312
deal	kubata	joy	0.312
simplify	ita nyore	joy	0.312
lord	ishe	joy	0.312
sterling	sterling	joy	0.312
progression	kufambira mberi	joy	0.312
relight	kuvimba	joy	0.312
pony	pony	joy	0.312
infant	mwana	joy	0.309
improvement	kubudirira	joy	0.309
absolution	absolution	joy	0.306
gently	zvinyoro	joy	0.303
established	yakasimbiswa	joy	0.303
honest	vakatendeseka	joy	0.303
decorating	decorative	joy	0.303
endless	kusingaperi	joy	0.303
banquet	banquet	joy	0.303
providing	kupa	joy	0.300
mine	mine	joy	0.297
fraternal	fraternal	joy	0.297
notable	anokosha	joy	0.297
feat	feat	joy	0.297
harvest	kukohwa	joy	0.297
quaint	chikafu	joy	0.297
softly	zvishoma	joy	0.297
spiritual	mweya	joy	0.297
morals	tsika	joy	0.297
lounging	lounging	joy	0.297
light	chiedza	joy	0.297
breeze	bhepo	joy	0.297
strolling	strolling	joy	0.297
spending	kupedza	joy	0.297
meditating	kufungisisa	joy	0.297
joker	joker	joy	0.297
yearning	yearning	joy	0.297
growth	kukura	joy	0.297
fervor	fervor	joy	0.295
quotes	quotes	joy	0.294
volunteer	kuzvipira	joy	0.294
psalms	mapisarema	joy	0.288
hippie	hippie	joy	0.288
gain	pfuma	joy	0.288
taoism	taoism	joy	0.288
midwife	midwife	joy	0.288
resources	resources	joy	0.288
create	denga	joy	0.288
receiving	kugamuchira	joy	0.287
ocean	ocean	joy	0.286
snowfall	snowfall	joy	0.286
lsd	lsd	joy	0.286
hiking	hiking	joy	0.283
chill	chill	joy	0.281
truce	truce	joy	0.281
infinity	infinity	joy	0.281
toast	toast	joy	0.281
destination	kuenda	joy	0.281
buddhist	Buddhist	joy	0.281
rested	akazorora	joy	0.281
candid	candid	joy	0.281
evergreen	evergreen	joy	0.281
unwind	unwind	joy	0.281
buzzing	buzzing	joy	0.281
venerable	kunamata	joy	0.279
balance	kuenzanisa	joy	0.275
retirement	kurega basa	joy	0.275
compensate	kuripa	joy	0.273
swim	kushambira	joy	0.273
drinks	zvinwiwa	joy	0.273
devout	kuzvipira	joy	0.273
buddha	buddha	joy	0.273
rapt	rapt	joy	0.273
fireplace	nzvimbo yemoto	joy	0.273
snowing	snowing	joy	0.271
sublimation	sublimation	joy	0.270
fruity	fruity	joy	0.268
humility	kuzvininipisa	joy	0.266
paragon	paragon	joy	0.266
ministry	ushumiri	joy	0.266
sunday	Svondo	joy	0.266
salute	salute	joy	0.266
fortitude	simba	joy	0.266
whim	whim	joy	0.266
sun	zuva	joy	0.266
sketching	sketching	joy	0.266
waves	waves	joy	0.266
buddhism	ChiBhudha	joy	0.266
cathedral	cathedral	joy	0.266
yoga	yoga	joy	0.266
artwork	mifananidzo	joy	0.265
practiced	zvaiitwa	joy	0.264
clean	clean	joy	0.260
found	akawanikwa	joy	0.258
fitting	fitting	joy	0.258
immerse	immerse	joy	0.258
running	kumhanya	joy	0.258
clarity	zvakajeka	joy	0.258
food	zvokudya	joy	0.258
exercise	kurovedza muviri	joy	0.258
autumn	autumn	joy	0.254
ardent	ardent	joy	0.250
fit	zvakakodzera	joy	0.250
mountain	gomo	joy	0.250
expedient	zvinobatsira	joy	0.250
diary	diary	joy	0.250
candles	makandulo	joy	0.250
outdoors	outdoors	joy	0.250
chilled	chilled	joy	0.250
clap	clap	joy	0.250
contagious	anoparadzira	joy	0.250
chirp	chirp	joy	0.250
morning	mangwanani	joy	0.250
visitor	mushanyi	joy	0.250
hardy	rakasimba	joy	0.250
countryside	kumaruwa	joy	0.250
undying	undying	joy	0.250
football	bhora	joy	0.250
advocacy	kukurudzira	joy	0.250
demonstrative	kuratidza	joy	0.250
cradle	chivako	joy	0.247
trance	trance	joy	0.246
breakfast	kambodzwa	joy	0.242
grow	kukura	joy	0.242
pay	kuripa	joy	0.242
preservative	kuchengetedza	joy	0.242
intense	zvakanyanya	joy	0.242
supremacy	ukuru	joy	0.242
church	chechi	joy	0.242
procession	mufambiro	joy	0.242
consecration	kuzvipira	joy	0.235
lifetime	lifetime	joy	0.234
nursery	nursery	joy	0.234
humbled	humbled	joy	0.234
vote	vhoti	joy	0.234
incense	rusenzi	joy	0.234
lyre	rwiyo	joy	0.234
candle	kenduru	joy	0.234
snowy	snowy	joy	0.234
doll	chido	joy	0.234
skiing	skiing	joy	0.234
ordination	kugadziriswa	joy	0.234
art	unyanzvi	joy	0.234
salary	muhoro	joy	0.234
pastry	pastry	joy	0.229
firefly	firefly	joy	0.227
chilling	chilling	joy	0.227
remedy	remedy	joy	0.227
rescue	kununura	joy	0.225
camping	vakadzika musasa	joy	0.221
perspective	maonero	joy	0.221
orchard	munda wemichero	joy	0.221
orchestra	orchestra	joy	0.221
possess	possess	joy	0.219
castle	castle	joy	0.219
lamb	gwayana	joy	0.219
gardens	minda	joy	0.219
breezy	breezy	joy	0.219
mucis	NO TRANSLATION	joy	0.212
bouttime	bouttime	joy	0.212
brisk	brisk	joy	0.212
countrymusic	NO TRANSLATION	joy	0.212
repay	dzoserera	joy	0.212
ribbon	ribhoni	joy	0.212
pho	pho	joy	0.212
reggae	reggae	joy	0.212
raindrops	raindrops	joy	0.212
listneing	NO TRANSLATION	joy	0.212
teach	dzidzisa	joy	0.212
nap	nap	joy	0.206
stillness	kunyarara	joy	0.203
chant	chant	joy	0.203
hire	hire	joy	0.203
vernal	vernal	joy	0.203
cove	cove	joy	0.203
uncontrollable	kusadzora	joy	0.203
legalized	zvakanyorwa	joy	0.203
unexpected	unexpected	joy	0.203
lights	mwenje	joy	0.203
save	save	joy	0.200
atone	atone	joy	0.197
trees	miti	joy	0.197
pastor	mufundisi	joy	0.197
symmetry	kuenzanisa	joy	0.197
oneday	NO TRANSLATION	joy	0.197
scripture	Rugwaro	joy	0.196
mountains	makomo	joy	0.194
pathway	pathway	joy	0.188
walking	kufamba	joy	0.188
craziness	upenzi	joy	0.188
soppy	soppy	joy	0.188
tea	tea	joy	0.188
quiet	akanyarara	joy	0.188
forefathers	madzitateguru	joy	0.188
liquor	doro	joy	0.188
custom	tsika	joy	0.188
whiteness	whiteness	joy	0.188
sympathetic	kunzwira tsitsi	joy	0.188
patient	mwoyo murefu	joy	0.186
dollhouse	dollhouse	joy	0.182
bath	bath	joy	0.182
score	pota	joy	0.182
movingon	movingon	joy	0.182
supporter	mutsigiri	joy	0.180
accompaniment	accompaniment	joy	0.179
pursuit	kutevera	joy	0.176
outburst	kuputika	joy	0.176
frosty	frosty	joy	0.174
workout	ita kuti zviite	joy	0.172
closure	kuvhara	joy	0.172
luncheon	luncheon	joy	0.172
service	basa	joy	0.172
wintery	wintery	joy	0.172
wages	mubairo	joy	0.169
civilized	rakabudirira	joy	0.169
fain	NO TRANSLATION	joy	0.167
december	Zvita	joy	0.167
acrobat	acrobat	joy	0.162
glide	glide	joy	0.162
finally	pakupedzisira	joy	0.157
reproductive	kubereka	joy	0.156
elf	elf	joy	0.156
organization	sangano	joy	0.156
stroll	stroll	joy	0.156
peppermint	peppermint	joy	0.156
break	kuputsa	joy	0.156
chai	chai	joy	0.156
obtainable	inowanikwa	joy	0.156
bathtub	bhati	joy	0.156
advent	kuuya	joy	0.152
scifi	scifi	joy	0.152
balm	balm	joy	0.152
measured	chiyero	joy	0.152
spaniel	spaniel	joy	0.145
tan	tani	joy	0.141
ditty	ditty	joy	0.141
bubble	bubble	joy	0.141
simple	nyore	joy	0.141
oils	mafuta	joy	0.141
beer	doro	joy	0.141
green	girinhi	joy	0.137
buss	buss	joy	0.136
books	mabhuku	joy	0.136
makingdisciples	NO TRANSLATION	joy	0.136
chow	chow	joy	0.135
pitter	pitter	joy	0.134
flows	inoyerera	joy	0.130
silence	silence	joy	0.127
roadster	roadster	joy	0.125
solitude	solitude	joy	0.125
bookstore	bookstore	joy	0.125
wine	waini	joy	0.125
circumstances	mamiriro ezvinhu	joy	0.125
japan	Japani	joy	0.121
soak	soak	joy	0.121
wilderness	murenje	joy	0.121
priesthood	upristi	joy	0.121
critical	inonyanya kukosha	joy	0.116
neutral	kusarerekera	joy	0.114
untie	kusunungura	joy	0.109
hunting	hunting	joy	0.109
opera	opera	joy	0.109
weight	kurema	joy	0.109
white	chena	joy	0.109
sand	jecha	joy	0.109
wind	mhepo	joy	0.109
labor	kushanda	joy	0.106
classical	classical	joy	0.106
affliction	kutambudzika	joy	0.103
lake	lake	joy	0.103
organ	organ	joy	0.094
dwelling	kugara	joy	0.094
tree	muti	joy	0.090
pond	dziva	joy	0.089
marrow	marrow	joy	0.078
latte	latte	joy	0.078
sipping	sipping	joy	0.076
benign	benign	joy	0.074
majority	vazhinji	joy	0.073
leaf	mashizha	joy	0.065
troubles	matambudziko	joy	0.062
basketball	basketball	joy	0.062
explosions	kuputika	joy	0.061
cream	kirimu	joy	0.061
shepherd	mufudzi	joy	0.058
tuesday	Chipiri	joy	0.047
turbulence	kushungurudzika	joy	0.045
calf	mhuru	joy	0.040
hardship	dambudziko	joy	0.031
sixty	makumi matanhatu	joy	0.016
unhappiness	kusuwa	joy	0.016
heartbreaking	kushungurudzika	sadness	0.969
mourning	kuchema	sadness	0.969
tragic	dambudziko	sadness	0.961
holocaust	chibayiro	sadness	0.953
suicidal	kuzviuraya	sadness	0.941
misery	nhamo	sadness	0.938
massacre	kuuraya	sadness	0.931
euthanasia	euthanasia	sadness	0.927
depression	kuora mwoyo	sadness	0.925
bereavement	kufirwa	sadness	0.922
grieving	kuchema	sadness	0.922
fatal	fatal	sadness	0.922
bereaved	kufirwa	sadness	0.920
devastation	kuparadzwa	sadness	0.917
death	rufu	sadness	0.915
devastated	rakaparadzwa	sadness	0.912
suicide	kuzviuraya	sadness	0.912
catastrophe	catastrophe	sadness	0.911
horrifying	chinotyisa	sadness	0.907
tragedy	dambudziko	sadness	0.906
depressing	depressing	sadness	0.906
died	vakafa	sadness	0.906
anguish	kurwadziwa	sadness	0.902
agony	kurwadziwa	sadness	0.900
deadly	kufa	sadness	0.898
weeping	kuchema	sadness	0.896
stillbirth	stillbirth	sadness	0.891
deceased	akafa	sadness	0.891
murderer	muurayi	sadness	0.877
devastating	kuparadza	sadness	0.875
rape	kubata	sadness	0.875
cancer	kenza	sadness	0.875
dying	kufa	sadness	0.875
sadness	kusuruvara	sadness	0.864
morbidity	morbidity	sadness	0.864
crucifixion	kurovererwa	sadness	0.859
grief	kuchema	sadness	0.859
depressed	kuora mwoyo	sadness	0.859
traumatic	kunetsa	sadness	0.859
atrocity	atrocity	sadness	0.859
execution	kuurayiwa	sadness	0.859
abandonment	kusiya	sadness	0.859
perish	kuparara	sadness	0.859
cadaver	cadaver	sadness	0.853
treachery	kunyengera	sadness	0.848
betrayed	inotengeswa	sadness	0.848
sad	suwa	sadness	0.844
destroyed	kuparadzwa	sadness	0.844
miserable	miserable	sadness	0.844
persecution	kutambudzwa	sadness	0.844
funeral	kumariro	sadness	0.844
slaughtering	kuuraya	sadness	0.844
horrific	zvinotyisa	sadness	0.844
homicide	kuuraya	sadness	0.844
hopelessness	hope	sadness	0.844
grieve	kuchema	sadness	0.844
sorrow	kushungurudzika	sadness	0.844
suffering	kutambura	sadness	0.844
murderous	kuuraya	sadness	0.844
unhappiness	kusuwa	sadness	0.839
crippled	akaremara	sadness	0.836
bloodshed	kuteura ropa	sadness	0.836
pained	kurwadziwa	sadness	0.833
manslaughter	kuuraya	sadness	0.833
carnage	kuuraya	sadness	0.833
unbearable	asingakanganwiki	sadness	0.830
stillborn	achiri kufa	sadness	0.830
slavery	varanda	sadness	0.828
torment	kutambudzika	sadness	0.828
sickness	kurwara	sadness	0.828
enslaved	varanda	sadness	0.828
casualty	kuurayiwa	sadness	0.828
morbid	morbid	sadness	0.828
murder	kuuraya	sadness	0.828
mourn	kuchema	sadness	0.828
helplessness	kubatsira	sadness	0.828
annihilation	kuparadza	sadness	0.828
abandoned	asiyiwa	sadness	0.828
horrors	zvinotyisa	sadness	0.828
mutilation	kumiswa	sadness	0.828
annihilated	kuparadzwa	sadness	0.828
miscarriage	kuparara	sadness	0.824
starvation	nzara	sadness	0.819
killing	kuuraya	sadness	0.812
failure	kukanganisa	sadness	0.812
famine	nzara	sadness	0.812
distraught	kushungurudzika	sadness	0.812
childloss	NO TRANSLATION	sadness	0.812
burial	kuvigwa	sadness	0.812
disgrace	kunyadziswa	sadness	0.812
cruelty	utsinye	sadness	0.812
despair	kuora mwoyo	sadness	0.812
saddens	saddens	sadness	0.812
oppression	kudzvinyirirwa	sadness	0.812
sadly	kusuruvara	sadness	0.812
mournful	kuchema	sadness	0.812
terrorism	ugandanga	sadness	0.812
heartache	kushungurudzika	sadness	0.812
bloody	ropa	sadness	0.806
perishing	kuparara	sadness	0.804
inhumanity	inhumanity	sadness	0.804
malignancy	kuipa	sadness	0.803
mortification	kukanganisa	sadness	0.802
sarcoma	sarcoma	sadness	0.797
lifeless	asina upenyu	sadness	0.797
perished	vakaparara	sadness	0.797
dreadful	anotyisa	sadness	0.797
devastate	kuparadza	sadness	0.797
dreadfully	dreadfully	sadness	0.797
gallows	gallows	sadness	0.797
lethal	lethal	sadness	0.797
desolation	dongo	sadness	0.797
kill	kuuraya	sadness	0.797
slave	muranda	sadness	0.797
mortuary	mortuary	sadness	0.797
assassination	kuurayiwa	sadness	0.797
leukemia	leukemia	sadness	0.797
brokenheart	NO TRANSLATION	sadness	0.792
banishment	kushandiswa	sadness	0.790
afflict	tambudza	sadness	0.789
disheartened	kuora mwoyo	sadness	0.788
bury	kuviga	sadness	0.781
crying	kuchema	sadness	0.781
tumour	tumarara	sadness	0.781
heartbreak	heartbreak	sadness	0.781
desecration	kudzvinyirira	sadness	0.781
demoralized	kuora mwoyo	sadness	0.781
terrorize	kutyisa	sadness	0.781
die	NO TRANSLATION	sadness	0.773
lynch	lynch	sadness	0.773
sufferer	murwere	sadness	0.770
loneliness	kusurukirwa	sadness	0.766
cemetery	kumakuva	sadness	0.766
destitute	vanoshayiwa	sadness	0.766
torture	kutambudzwa	sadness	0.766
abortion	kubvisa pamuviri	sadness	0.766
diseased	chirwere	sadness	0.766
condolence	kunyaradza	sadness	0.766
fatality	kuora	sadness	0.766
dismemberment	dismemberment	sadness	0.766
doomed	vachaparadzwa	sadness	0.766
fearful	kutya	sadness	0.766
slayer	muurayi	sadness	0.766
painfully	zvinorwadza	sadness	0.758
moribund	moribund	sadness	0.758
disaster	njodzi	sadness	0.758
depress	depress	sadness	0.755
condemnation	kupiwa mhosva	sadness	0.754
desperation	kushushikana	sadness	0.750
hemorrhage	kuora ropa	sadness	0.750
unhappy	kusuwa	sadness	0.750
pandemic	pandemic	sadness	0.750
corpse	chitunha	sadness	0.750
depressive	kuora mwoyo	sadness	0.750
deplorable	zvinorwadza	sadness	0.750
defeated	vakakundwa	sadness	0.750
doomsday	doomsday	sadness	0.750
cry	kuchema	sadness	0.750
victimized	vanotambudzwa	sadness	0.750
obliteration	kuparadzwa	sadness	0.750
damnation	damnation	sadness	0.750
guilt	mhosva	sadness	0.750
sickening	sickening	sadness	0.750
terrorist	magandanga	sadness	0.750
sorrowful	shungu	sadness	0.750
incest	incest	sadness	0.750
painful	zvinorwadza	sadness	0.750
abduction	kubatwa	sadness	0.750
regretful	kuzvidemba	sadness	0.750
unfairness	kusaruramisira	sadness	0.745
molestation	kushungurudzwa	sadness	0.744
exile	kutapwa	sadness	0.742
abysmal	abysmal	sadness	0.742
hellish	hellish	sadness	0.738
exterminate	kuparadza	sadness	0.736
earthquake	kudengenyeka kwenyika	sadness	0.734
betrayal	kutengesa	sadness	0.734
orphan	nherera	sadness	0.734
slaughter	kuurawa	sadness	0.734
disgraced	kunyadziswa	sadness	0.734
battered	battered	sadness	0.734
assassin	muurayi	sadness	0.734
horrid	kushata	sadness	0.734
miserably	zvinosuruvarisa	sadness	0.734
lonesome	lonesome	sadness	0.734
morgue	morgue	sadness	0.734
disastrous	njodzi	sadness	0.734
warfare	warfare	sadness	0.734
destroying	kuparadza	sadness	0.734
homeless	vasina pokugara	sadness	0.734
listless	listless	sadness	0.729
unfortunately	nhamo	sadness	0.727
grave	guva	sadness	0.727
emptiness	chisina	sadness	0.727
alienated	alienated	sadness	0.727
fraught	chinokanganisa	sadness	0.722
emaciated	emaciated	sadness	0.719
malicious	tsvina	sadness	0.719
atrophy	atrophy	sadness	0.719
cripple	chirema	sadness	0.719
ashamed	nyara	sadness	0.719
leprosy	maperembudzi	sadness	0.719
violently	zvine utsinye	sadness	0.719
disheartening	kuora mwoyo	sadness	0.719
cried	akadanidzira	sadness	0.719
woe	nhamo	sadness	0.719
horror	kutya	sadness	0.719
heartless	vasina moyo	sadness	0.719
forsaken	asiyiwa	sadness	0.719
paralysis	kuora mitezo	sadness	0.719
missing	kushayikwa	sadness	0.719
danger	ngozi	sadness	0.719
pain	kurwadziwa	sadness	0.719
demise	kuparara	sadness	0.717
disgruntled	kunyadziswa	sadness	0.712
rejected	rakarambwa	sadness	0.712
sickly	kurwara	sadness	0.712
violence	chisimba	sadness	0.712
torn	rakabvaruka	sadness	0.710
calamity	dambudziko	sadness	0.709
grim	zvinotyisa	sadness	0.708
grievous	zvinosuruvarisa	sadness	0.704
disfigured	isina kusimba	sadness	0.703
punishing	kuranga	sadness	0.703
extinct	zvinopera	sadness	0.703
meltdown	kuputsika	sadness	0.703
oppressor	vadzvinyiriri	sadness	0.703
deformed	deformed	sadness	0.703
slaughterhouse	slaughterhouse	sadness	0.703
humiliate	kunyadzisa	sadness	0.703
inhuman	inhuman	sadness	0.703
decomposition	kuora	sadness	0.703
suffocating	kutsungirira	sadness	0.703
hearse	chinzwa	sadness	0.703
incurable	asingagoni kurapwa	sadness	0.703
buried	akavigwa	sadness	0.703
paralyzed	akaoma mitezo	sadness	0.703
carcinoma	carcinoma	sadness	0.703
deformity	deformity	sadness	0.703
crushed	kupwanyika	sadness	0.703
isolate	oga	sadness	0.703
tearful	kuchema	sadness	0.703
abandon	siya	sadness	0.703
obit	obit	sadness	0.703
strangle	strangle	sadness	0.703
victim	chiremera	sadness	0.703
isolation	kuzvidzora	sadness	0.703
lifesucks	lifesiki	sadness	0.700
hell	gehena	sadness	0.700
ruinous	zvinoparadza	sadness	0.698
widow	chirikadzi	sadness	0.697
banish	banish	sadness	0.697
accursed	rakatukwa	sadness	0.697
ruined	zvakaparadzwa	sadness	0.697
vanished	rakaparara	sadness	0.695
displaced	vakasununguka	sadness	0.691
poverty	urombo	sadness	0.690
hospice	hospice	sadness	0.688
insanity	insanity	sadness	0.688
depraved	zvinonyangadza	sadness	0.688
shooting	kupfura	sadness	0.688
stab	stab	sadness	0.688
pathetic	pathetic	sadness	0.688
foreveralone	nguva yese wega	sadness	0.688
dementia	dementia	sadness	0.688
travesty	travesty	sadness	0.688
nohope	NO TRANSLATION	sadness	0.688
infidelity	kusatenda	sadness	0.688
epidemic	denda	sadness	0.688
teary	teary	sadness	0.688
widower	mubadzi	sadness	0.688
terminal	terminal	sadness	0.688
neglected	kukanganwa	sadness	0.688
illness	kurwara	sadness	0.688
regretting	kuzvidemba	sadness	0.688
imprisoned	ari mujeri	sadness	0.688
hurtful	zvinokuvadza	sadness	0.688
banished	banished	sadness	0.688
hurt	zvinokuvadza	sadness	0.688
deserted	vakasiya	sadness	0.688
hopeless	hopeless	sadness	0.688
sob	NO TRANSLATION	sadness	0.688
loss	kurasikirwa	sadness	0.688
dismissal	kubvisa	sadness	0.686
alienation	kuparadzana	sadness	0.685
hardship	dambudziko	sadness	0.685
choke	choke	sadness	0.682
kidnap	kidnap	sadness	0.682
bleeding	kubuda ropa	sadness	0.673
obituary	obituary	sadness	0.672
missingyou	NO TRANSLATION	sadness	0.672
disabled	akaremara	sadness	0.672
outcast	outcast	sadness	0.672
poison	chepfu	sadness	0.672
abortive	kubvisa	sadness	0.672
gory	gory	sadness	0.672
disparage	kuzvidza	sadness	0.672
wail	chemai	sadness	0.672
malevolent	kusvibiswa	sadness	0.672
imprisonment	kuiswa mujeri	sadness	0.672
wretch	wretch	sadness	0.672
feelingdown	NO TRANSLATION	sadness	0.672
wretched	nhamo	sadness	0.672
belittle	belittle	sadness	0.672
punished	kurangwa	sadness	0.672
deprivation	kurasa	sadness	0.672
evil	zvakaipa	sadness	0.672
coffin	bofu	sadness	0.672
woefully	nhamo	sadness	0.672
decomposed	decomposed	sadness	0.672
frightful	inotyisa	sadness	0.672
despairing	kuora mwoyo	sadness	0.672
barren	asingabereki	sadness	0.670
poisoned	chepfu	sadness	0.667
executioner	executioner	sadness	0.667
disease	chirwere	sadness	0.665
oppress	kudzvinyirira	sadness	0.664
disembodied	disembodied	sadness	0.660
tear	kuchema	sadness	0.656
shitty	shitty	sadness	0.656
lamenting	kuchema	sadness	0.656
ruin	kuparadzwa	sadness	0.656
weep	chemai	sadness	0.656
lonely	kusurukirwa	sadness	0.656
jail	jeri	sadness	0.656
steal	kuba	sadness	0.656
mangle	mangle	sadness	0.656
hate	kuvenga	sadness	0.656
ailing	kurwara	sadness	0.656
dreary	dreary	sadness	0.656
bleak	bleak	sadness	0.656
polio	polio	sadness	0.656
blighted	blighted	sadness	0.656
casket	casket	sadness	0.656
demonic	dhimoni	sadness	0.656
peril	njodzi	sadness	0.656
carcass	chitunha	sadness	0.653
beating	kurova	sadness	0.652
regretted	akazvidemba	sadness	0.652
cowardice	cowardice	sadness	0.652
disability	kuremara	sadness	0.648
affliction	kutambudzika	sadness	0.645
poisonous	chepfuous	sadness	0.641
emergency	dambudziko	sadness	0.641
perilous	zvinotyisa	sadness	0.641
awful	zvakaipa	sadness	0.641
terribly	zvakanyanya	sadness	0.641
scourge	denda	sadness	0.641
sinful	chivi	sadness	0.641
stricken	akarohwa	sadness	0.641
hatred	ruvengo	sadness	0.641
powerless	simba	sadness	0.641
termination	kuguma	sadness	0.641
exorcism	exorcism	sadness	0.641
woeful	nhamo	sadness	0.641
drown	drown	sadness	0.641
inequality	kusaenzana	sadness	0.641
infertility	kusabereka	sadness	0.641
incarceration	kuiswa mujeri	sadness	0.641
failing	kukundikana	sadness	0.641
worry	kunetseka	sadness	0.641
shroud	shroud	sadness	0.641
psychosis	psychosis	sadness	0.638
demolish	kuparadza	sadness	0.636
lament	kuchema	sadness	0.636
disappointed	kuora mwoyo	sadness	0.636
dismay	dismay	sadness	0.636
burdensome	zvinorema	sadness	0.634
shattered	shattered	sadness	0.630
mausoleum	mausoleum	sadness	0.630
gloom	rima	sadness	0.625
regret	kuzvidemba	sadness	0.625
cursed	kutukwa	sadness	0.625
impotence	kusava nesimba	sadness	0.625
terminate	bvisa	sadness	0.625
oppressive	kudzvinyirira	sadness	0.625
insurmountable	kusagadzikana	sadness	0.625
abuse	kushungurudza	sadness	0.625
forlorn	forlorn	sadness	0.625
tyrant	tyrant	sadness	0.625
disappointing	kuodza mwoyo	sadness	0.625
wound	ronda	sadness	0.625
demolished	kuparadzwa	sadness	0.625
palsy	palsy	sadness	0.625
schizophrenia	schizophrenia	sadness	0.625
undesired	vasina kuda	sadness	0.625
hurting	kuvhiringidza	sadness	0.625
lost	vakarasika	sadness	0.625
duress	kunetseka	sadness	0.625
bitterly	zvinorwadza	sadness	0.625
dishonor	kunyadziswa	sadness	0.625
posthumous	posthumous	sadness	0.625
wrecked	wrecked	sadness	0.625
deteriorate	kuora mwoyo	sadness	0.625
divorce	kurambana	sadness	0.623
soulless	soulless	sadness	0.623
melancholy	melancholy	sadness	0.621
cremation	kupisa	sadness	0.621
worried	kunetseka	sadness	0.621
plight	chinetso	sadness	0.621
forsake	siya	sadness	0.621
bomb	bhomba	sadness	0.621
unforgiving	kusakanganwira	sadness	0.612
sepsis	sepsis	sadness	0.611
irreparable	kusakanganisika	sadness	0.609
sacrifices	zvibayiro	sadness	0.609
cruel	utsinye	sadness	0.609
dire	NO TRANSLATION	sadness	0.609
dilapidated	akaora mwoyo	sadness	0.609
overwhelmed	kudzvinyirirwa	sadness	0.609
disparaging	kunyadzisa	sadness	0.609
gore	Gore	sadness	0.609
