word	Bulgarian-bg	emotion	emotion-intensity-score
sympathetic	симпатичен	joy	0.188
patient	търпелив	joy	0.186
dollhouse	къща за кукли	joy	0.182
bath	баня	joy	0.182
score	резултат	joy	0.182
movingon	преместване на	joy	0.182
supporter	поддръжник	joy	0.180
accompaniment	съпровод	joy	0.179
pursuit	преследване	joy	0.176
outburst	изблик	joy	0.176
frosty	мразовит	joy	0.174
workout	тренировка	joy	0.172
closure	закриване	joy	0.172
luncheon	официален обяд	joy	0.172
service	обслужване	joy	0.172
wintery	зимно	joy	0.172
wages	заплати	joy	0.169
civilized	цивилизован	joy	0.169
fain	NO TRANSLATION	joy	0.167
december	декември	joy	0.167
acrobat	акробат	joy	0.162
glide	плъзгане	joy	0.162
finally	накрая	joy	0.157
reproductive	репродуктивна	joy	0.156
elf	елф	joy	0.156
organization	организация	joy	0.156
stroll	разходка	joy	0.156
peppermint	мента	joy	0.156
break	почивка	joy	0.156
chai	Чай	joy	0.156
obtainable	получен	joy	0.156
bathtub	вана	joy	0.156
advent	идване	joy	0.152
scifi	SciFi	joy	0.152
balm	балсам	joy	0.152
measured	измерена	joy	0.152
spaniel	спаниел	joy	0.145
tan	тен	joy	0.141
ditty	песенчица	joy	0.141
bubble	мехур	joy	0.141
simple	прост	joy	0.141
oils	масла	joy	0.141
beer	Бира	joy	0.141
green	зелен	joy	0.137
buss	целувам	joy	0.136
books	книги	joy	0.136
makingdisciples	NO TRANSLATION	joy	0.136
chow	храна	joy	0.135
pitter	тропане	joy	0.134
flows	потоци	joy	0.130
silence	мълчание	joy	0.127
roadster	скитник	joy	0.125
solitude	самота	joy	0.125
bookstore	книжарница	joy	0.125
wine	вино	joy	0.125
circumstances	обстоятелства	joy	0.125
japan	Япония	joy	0.121
soak	поглъщам	joy	0.121
wilderness	пустиня	joy	0.121
priesthood	духовенство	joy	0.121
critical	критичен	joy	0.116
neutral	неутрален	joy	0.114
untie	развързвам	joy	0.109
hunting	на лов	joy	0.109
opera	опера	joy	0.109
weight	тегло	joy	0.109
white	бял	joy	0.109
sand	пясък	joy	0.109
wind	вятър	joy	0.109
labor	труд	joy	0.106
classical	класически	joy	0.106
affliction	скръб	joy	0.103
lake	езеро	joy	0.103
organ	орган	joy	0.094
dwelling	жилище	joy	0.094
tree	дърво	joy	0.090
pond	езерце	joy	0.089
marrow	костен мозък	joy	0.078
latte	лате	joy	0.078
sipping	отпивайки	joy	0.076
benign	доброкачествен	joy	0.074
majority	мнозинство	joy	0.073
leaf	листо	joy	0.065
troubles	беди	joy	0.062
basketball	баскетбол	joy	0.062
explosions	експлозии	joy	0.061
cream	сметана	joy	0.061
shepherd	овчар	joy	0.058
tuesday	вторник	joy	0.047
turbulence	турбулентност	joy	0.045
calf	теле	joy	0.040
hardship	трудност	joy	0.031
sixty	шейсет	joy	0.016
unhappiness	нещастие	joy	0.016
heartbreaking	сърцераздирателен	sadness	0.969
mourning	траур	sadness	0.969
tragic	трагичен	sadness	0.961
holocaust	унищожение	sadness	0.953
suicidal	самоубийствен	sadness	0.941
misery	мизерия	sadness	0.938
massacre	клане	sadness	0.931
euthanasia	евтаназия	sadness	0.927
depression	депресия	sadness	0.925
bereavement	тежка загуба	sadness	0.922
grieving	траур	sadness	0.922
fatal	фатален	sadness	0.922
bereaved	лишен	sadness	0.920
devastation	опустошение	sadness	0.917
death	смърт	sadness	0.915
devastated	опустошен	sadness	0.912
suicide	самоубийство	sadness	0.912
catastrophe	катастрофа	sadness	0.911
horrifying	ужасяващо	sadness	0.907
tragedy	трагедия	sadness	0.906
depressing	гнетящ	sadness	0.906
died	починал	sadness	0.906
anguish	мъчение	sadness	0.902
agony	агония	sadness	0.900
deadly	смъртоносен	sadness	0.898
weeping	плач	sadness	0.896
stillbirth	раждане на мъртво дете	sadness	0.891
deceased	починал	sadness	0.891
murderer	убиец	sadness	0.877
devastating	опустошителен	sadness	0.875
rape	изнасилване	sadness	0.875
cancer	рак	sadness	0.875
dying	умиращ	sadness	0.875
sadness	печал	sadness	0.864
morbidity	заболеваемост	sadness	0.864
crucifixion	разпъване на кръст	sadness	0.859
grief	скръб	sadness	0.859
depressed	подтиснат	sadness	0.859
traumatic	травматичен	sadness	0.859
atrocity	зверство	sadness	0.859
execution	екзекуция	sadness	0.859
abandonment	изоставяне	sadness	0.859
perish	загинат	sadness	0.859
cadaver	труп	sadness	0.853
treachery	предателство	sadness	0.848
betrayed	предал	sadness	0.848
sad	тъжен	sadness	0.844
destroyed	унищожен	sadness	0.844
miserable	жалък	sadness	0.844
persecution	преследване	sadness	0.844
funeral	погребение	sadness	0.844
slaughtering	клане	sadness	0.844
horrific	ужасяващ	sadness	0.844
homicide	убийство	sadness	0.844
hopelessness	безнадеждност	sadness	0.844
grieve	скърбя	sadness	0.844
sorrow	скръб	sadness	0.844
suffering	страдание	sadness	0.844
murderous	убийствен	sadness	0.844
unhappiness	нещастие	sadness	0.839
crippled	осакатен	sadness	0.836
bloodshed	кръвопролитие	sadness	0.836
pained	обиден	sadness	0.833
manslaughter	непредумишлено убийство	sadness	0.833
carnage	сеч	sadness	0.833
unbearable	непоносимо	sadness	0.830
stillborn	мъртвородено	sadness	0.830
slavery	робство	sadness	0.828
torment	мъка	sadness	0.828
sickness	болест	sadness	0.828
enslaved	поробен	sadness	0.828
casualty	жертва	sadness	0.828
morbid	болезнен	sadness	0.828
murder	убийство	sadness	0.828
mourn	тъгувам	sadness	0.828
helplessness	безпомощност	sadness	0.828
annihilation	унищожаване	sadness	0.828
abandoned	изоставен	sadness	0.828
horrors	ужаси	sadness	0.828
mutilation	осакатяване	sadness	0.828
annihilated	унищожена	sadness	0.828
miscarriage	спонтанен аборт	sadness	0.824
starvation	глад	sadness	0.819
killing	убиване	sadness	0.812
failure	неуспех	sadness	0.812
famine	глад	sadness	0.812
distraught	объркан	sadness	0.812
childloss	NO TRANSLATION	sadness	0.812
burial	погребение	sadness	0.812
disgrace	позор	sadness	0.812
cruelty	жестокост	sadness	0.812
despair	отчаяние	sadness	0.812
saddens	натъжава	sadness	0.812
oppression	потисничество	sadness	0.812
sadly	печално	sadness	0.812
mournful	печален	sadness	0.812
terrorism	тероризъм	sadness	0.812
heartache	мъка	sadness	0.812
bloody	кървав	sadness	0.806
perishing	загиваме	sadness	0.804
inhumanity	безчовечност	sadness	0.804
malignancy	злокачественост	sadness	0.803
mortification	усмиряване	sadness	0.802
sarcoma	саркома	sadness	0.797
lifeless	безжизнен	sadness	0.797
perished	загинал	sadness	0.797
dreadful	страшен	sadness	0.797
devastate	опропастявам	sadness	0.797
dreadfully	ужасно	sadness	0.797
gallows	бесилка	sadness	0.797
lethal	смъртоносен	sadness	0.797
desolation	опустошение	sadness	0.797
kill	убивам	sadness	0.797
slave	роб	sadness	0.797
mortuary	морга	sadness	0.797
assassination	убийство	sadness	0.797
leukemia	левкемия	sadness	0.797
brokenheart	NO TRANSLATION	sadness	0.792
banishment	изгнание	sadness	0.790
afflict	измъчвам	sadness	0.789
disheartened	обезсърчен	sadness	0.788
bury	погребе	sadness	0.781
crying	плач	sadness	0.781
tumour	тумор	sadness	0.781
heartbreak	силна мъка	sadness	0.781
desecration	оскверняване	sadness	0.781
demoralized	деморализирани	sadness	0.781
terrorize	тероризирам	sadness	0.781
die	NO TRANSLATION	sadness	0.773
lynch	линчуване	sadness	0.773
sufferer	потърпевш	sadness	0.770
loneliness	самота	sadness	0.766
cemetery	гробище	sadness	0.766
destitute	лишен	sadness	0.766
torture	изтезание	sadness	0.766
abortion	аборт	sadness	0.766
diseased	болен	sadness	0.766
condolence	съчувствие	sadness	0.766
fatality	фаталност	sadness	0.766
dismemberment	осакатяване	sadness	0.766
doomed	обречени	sadness	0.766
fearful	страшен	sadness	0.766
slayer	убиец	sadness	0.766
painfully	болезнено	sadness	0.758
moribund	умиращ	sadness	0.758
disaster	бедствие	sadness	0.758
depress	потискам	sadness	0.755
condemnation	осъждане	sadness	0.754
desperation	отчаяние	sadness	0.750
hemorrhage	кръвоизлив	sadness	0.750
unhappy	нещастен	sadness	0.750
pandemic	пандемия	sadness	0.750
corpse	труп	sadness	0.750
depressive	депресивно	sadness	0.750
deplorable	плачевен	sadness	0.750
defeated	победен	sadness	0.750
doomsday	страшният съд	sadness	0.750
cry	вик	sadness	0.750
victimized	жертва	sadness	0.750
obliteration	заличаване	sadness	0.750
damnation	проклятие	sadness	0.750
guilt	вина	sadness	0.750
sickening	отвратителен	sadness	0.750
terrorist	терорист	sadness	0.750
sorrowful	тъжен	sadness	0.750
incest	кръвосмешение	sadness	0.750
painful	болезнен	sadness	0.750
abduction	отвличане	sadness	0.750
regretful	изпълнен със съжаление	sadness	0.750
unfairness	несправедливост	sadness	0.745
molestation	безпокоене	sadness	0.744
exile	изгнание	sadness	0.742
abysmal	бездънен	sadness	0.742
hellish	адски	sadness	0.738
exterminate	унищожавам	sadness	0.736
earthquake	земетресение	sadness	0.734
betrayal	предателство	sadness	0.734
orphan	сирак	sadness	0.734
slaughter	клане	sadness	0.734
disgraced	посрамен	sadness	0.734
battered	очукан	sadness	0.734
assassin	наемен убиец	sadness	0.734
horrid	ужасен	sadness	0.734
miserably	мизерно	sadness	0.734
lonesome	самотен	sadness	0.734
morgue	морга	sadness	0.734
disastrous	катастрофален	sadness	0.734
warfare	война	sadness	0.734
destroying	унищожавайки	sadness	0.734
homeless	бездомен	sadness	0.734
listless	апатичен	sadness	0.729
unfortunately	за жалост	sadness	0.727
grave	гроб	sadness	0.727
emptiness	празнота	sadness	0.727
alienated	отчужден	sadness	0.727
fraught	изпълнен	sadness	0.722
emaciated	изтощен	sadness	0.719
malicious	злонамерен	sadness	0.719
atrophy	атрофия	sadness	0.719
cripple	инвалид	sadness	0.719
ashamed	засрамен	sadness	0.719
leprosy	проказа	sadness	0.719
violently	насилствено	sadness	0.719
disheartening	отчайваща	sadness	0.719
cried	извика	sadness	0.719
woe	беда	sadness	0.719
horror	ужас	sadness	0.719
heartless	безсърдечен	sadness	0.719
forsaken	изоставен	sadness	0.719
paralysis	парализа	sadness	0.719
missing	липсващ	sadness	0.719
danger	опасност	sadness	0.719
pain	болка	sadness	0.719
demise	смърт	sadness	0.717
disgruntled	недоволен	sadness	0.712
rejected	отхвърлена	sadness	0.712
sickly	болнав	sadness	0.712
violence	насилие	sadness	0.712
torn	разкъсан	sadness	0.710
calamity	бедствие	sadness	0.709
grim	мрачен	sadness	0.708
grievous	тежък	sadness	0.704
disfigured	обезобразен	sadness	0.703
punishing	наказване	sadness	0.703
extinct	изчезнал	sadness	0.703
meltdown	срив	sadness	0.703
oppressor	потисник	sadness	0.703
deformed	деформиран	sadness	0.703
slaughterhouse	кланица	sadness	0.703
humiliate	унижавам	sadness	0.703
inhuman	нечовешки	sadness	0.703
decomposition	разлагане	sadness	0.703
suffocating	задушаваща	sadness	0.703
hearse	катафалка	sadness	0.703
incurable	неизлечим	sadness	0.703
buried	погребан	sadness	0.703
paralyzed	парализиран	sadness	0.703
carcinoma	карцинома	sadness	0.703
deformity	уродливост	sadness	0.703
crushed	смачкан	sadness	0.703
isolate	изолирам	sadness	0.703
tearful	плачлив	sadness	0.703
abandon	изоставят	sadness	0.703
obit	obit	sadness	0.703
strangle	задушавам	sadness	0.703
victim	жертва	sadness	0.703
isolation	изолация	sadness	0.703
lifesucks	живота не струва	sadness	0.700
hell	ад	sadness	0.700
ruinous	пагубен	sadness	0.698
widow	вдовица	sadness	0.697
banish	пропъждам	sadness	0.697
accursed	проклет	sadness	0.697
ruined	порутен	sadness	0.697
vanished	изчезнал	sadness	0.695
displaced	разселени	sadness	0.691
poverty	бедност	sadness	0.690
hospice	приют	sadness	0.688
insanity	лудост	sadness	0.688
depraved	покварен	sadness	0.688
shooting	стрелба	sadness	0.688
stab	усилие	sadness	0.688
pathetic	патетичен	sadness	0.688
foreveralone	завинаги сам	sadness	0.688
dementia	деменция	sadness	0.688
travesty	пародия	sadness	0.688
nohope	NO TRANSLATION	sadness	0.688
infidelity	изневяра	sadness	0.688
epidemic	епидемия	sadness	0.688
teary	сълзливото	sadness	0.688
widower	вдовец	sadness	0.688
terminal	терминал	sadness	0.688
