word	Yiddish-yi	emotion	emotion-intensity-score
sweat	שווייס	fear	0.219
waver	waver	fear	0.219
fingerscrossed	NO TRANSLATION	fear	0.219
stingy	stingy	fear	0.219
thrill	ציטער	fear	0.219
cane	cane	fear	0.219
aga	NO TRANSLATION	fear	0.219
whatif	וואס אויב	fear	0.219
tactics	טאַקטיק	fear	0.219
veer	וועער	fear	0.219
unequal	וניקוואַל	fear	0.219
lastminute	לעצטע מינוט	fear	0.219
jungle	דזשאַנגגאַל	fear	0.219
bait	קיט	fear	0.219
revelations	revelations	fear	0.219
blues	בלוז	fear	0.219
overtired	overtired	fear	0.218
prognosis	פּראָגנאָסיס	fear	0.217
alertness	alertness	fear	0.216
hyped	כייפּט	fear	0.214
somuchtodo	NO TRANSLATION	fear	0.212
toomuchtodo	NO TRANSLATION	fear	0.212
wishmeluck	וואונטש מיר מזל	fear	0.212
tryouts	tryouts	fear	0.210
clowns	קלאָוונס	fear	0.207
fluctuation	פלאַקטשויישאַן	fear	0.204
restless	ומרויק	fear	0.204
examination	דורכקוק	fear	0.204
intimacy	ינטימאַסי	fear	0.203
phew	פיו	fear	0.203
quail	וואַכטל	fear	0.203
hurry	ייַלן	fear	0.203
uphill	uphill	fear	0.203
mighty	גוואַלדיק	fear	0.203
birth	געבורט	fear	0.203
cross	cross	fear	0.203
help	הילף	fear	0.203
overcome	באַקומען	fear	0.203
recesses	recesses	fear	0.203
acceptances	אַקסעסעריז	fear	0.203
fearless	ומדערשראָקן	fear	0.200
ware	ווער	fear	0.198
change	טוישן	fear	0.198
withstand	וויטסטאַנד	fear	0.197
asap	ווי אומשנעלסטן	fear	0.191
owing	אָוינג	fear	0.188
gnome	שרעטל	fear	0.188
cautiously	cautiously	fear	0.188
tract	טראַקטאָר	fear	0.188
deadlines	דעדליינז	fear	0.188
heighten	כייטאַנד	fear	0.188
attorney	אַדוואָקאַט	fear	0.188
bug	זשוק	fear	0.188
knots	נאַץ	fear	0.188
fragile	שוואַך	fear	0.188
rule	rule	fear	0.188
advance	advance	fear	0.188
intrigue	ינטריג	fear	0.188
overcoming	אָוווערקאַמינג	fear	0.188
stillness	שטילקייַט	fear	0.188
waitinggame	NO TRANSLATION	fear	0.188
watch	וואַך	fear	0.188
unorganised	ונאָרגאַניזעד	fear	0.188
elf	עלף	fear	0.185
stillwaiting	NO TRANSLATION	fear	0.184
lonely	עלנט	fear	0.183
slippery	גליטשיק	fear	0.181
interview	אינטערוויו	fear	0.180
everyman	יעדער	fear	0.178
speculation	ספּעקולאַציע	fear	0.176
needtoknow	needtoknow	fear	0.173
assessment	assessment	fear	0.172
competition	פאַרמעסט	fear	0.172
settlor	settler	fear	0.172
rod	רוט	fear	0.172
checkpoint	checkpoint	fear	0.172
regulatory	רעגולאַטאָרי	fear	0.172
worship	worship	fear	0.172
shell	שאָל	fear	0.172
readytogo	גרייט צו גיין	fear	0.172
uncertain	ומזיכער	fear	0.172
unsure	unsure	fear	0.172
birch	בערעזע	fear	0.172
surprise	יבערראַשן	fear	0.172
humanrights	NO TRANSLATION	fear	0.172
chaff	chaff	fear	0.172
composure	קאָמפּאָסורע	fear	0.172
interviewer	ינטערוויוז	fear	0.172
less	ווייניקער	fear	0.167
coy	coy	fear	0.162
iris	יריס	fear	0.160
audition	odition	fear	0.156
sly	כיטרע	fear	0.156
legalized	ליגאַלייזד	fear	0.156
intimately	intimately	fear	0.156
needit	NO TRANSLATION	fear	0.156
countdown	קאָונטדאָוון	fear	0.156
hearing	hearing	fear	0.156
bases	באַסעס	fear	0.156
medication	מעדאַקיישאַן	fear	0.156
ceasefire	ceasefire	fear	0.156
retirement	ריטייערמאַנט	fear	0.156
courageous	courageous	fear	0.154
overthinker	אָוווערכינקער	fear	0.153
backtrack	backtrack	fear	0.151
dawned	דאָננעד	fear	0.150
censor	צענזור	fear	0.149
bailiff	באַיליפף	fear	0.147
syllabus	סילאַבאַס	fear	0.147
gent	גענט	fear	0.141
caricature	קאַריקאַטורע	fear	0.141
rationality	rationality	fear	0.141
cove	קאָווע	fear	0.141
newcomer	נייַ-געקומענער	fear	0.141
eventuality	eventuality	fear	0.141
imagination	פאַנטאַזיע	fear	0.141
validity	גילטיקייַט	fear	0.141
waiting	ווארטן	fear	0.141
delay	פאַרהאַלטן	fear	0.141
shy	shy	fear	0.140
alreadyyyyy	alreadyyyyy	fear	0.140
symptom	סימפּטאָם	fear	0.133
excite	excite	fear	0.132
raccoon	שאַפּ	fear	0.127
prevent	פאַרהיטן	fear	0.125
needtorelax	NO TRANSLATION	fear	0.125
clown	clown	fear	0.125
ahhh	ahhh	fear	0.125
hawk	hawk	fear	0.125
campaigning	campaigning	fear	0.125
soready	soready	fear	0.125
tryout	tryout	fear	0.125
marry	חתונה	fear	0.125
sprite	ספּרייט	fear	0.125
swim	שווימען	fear	0.125
gameday	gameday	fear	0.125
sag	סאַג	fear	0.123
pharmacy	אַפּטייק	fear	0.123
policeman	פּאָליציאַנט	fear	0.121
lace	שנירל	fear	0.111
dreamt	dreamed	fear	0.111
holiness	הייליקייט	fear	0.109
pray	דאַוונען	fear	0.109
weight	וואָג	fear	0.109
incase	טאָמער	fear	0.109
knot	קנאָט	fear	0.109
confidence	בטחון	fear	0.109
notoriety	באמערקונג	fear	0.109
homework	היים ארבעט	fear	0.109
destination	destination	fear	0.109
bigday	bigday	fear	0.109
slender	שלאַנק	fear	0.100
undecided	ניט באַשלאָסן	fear	0.098
sympathetic	סימפּאַטעטיק	fear	0.097
god	גאָט	fear	0.094
grades	צייכן	fear	0.094
loyal	געטרייַ	fear	0.094
poise	פּאָיסע	fear	0.094
treat	מייַכל	fear	0.094
confident	זיכער	fear	0.094
counsellor	קאָונסעלאָר	fear	0.094
helmet	העלמעט	fear	0.094
case	case	fear	0.094
locate	locate	fear	0.094
northeast	צאָפנ - מיזרעך	fear	0.088
compassion	רחמנות	fear	0.078
nurture	nurture	fear	0.078
graduation	גראַדזשאַוויישאַן	fear	0.078
graded	graded	fear	0.075
mum	מאָם	fear	0.070
infant	פּיצל קינד	fear	0.067
civilians	סיוויליאַנז	fear	0.062
soulmate	soulmate	fear	0.062
civilian	ציוויל	fear	0.062
cloudiness	cloudiness	fear	0.062
gradschool	gradschool	fear	0.062
parade	פּאַראַד	fear	0.062
cash	געלט	fear	0.062
journey	journey	fear	0.062
guidelines	גיידליינז	fear	0.062
youth	יוגנט	fear	0.062
opera	opera	fear	0.057
synonymous	synonym	fear	0.056
praying	מתפלל	fear	0.047
honest	ערלעך	fear	0.047
intelligence	intelligence	fear	0.038
romance	ראָמאַנס	fear	0.031
lines	שורות	fear	0.031
volunteer	פרייַוויליקער	fear	0.031
obey	obey	fear	0.016
happiest	כאַפּיאַסט	joy	0.986
happiness	גליק	joy	0.984
bliss	פרייד	joy	0.971
celebrating	celebrating	joy	0.970
jubilant	דזשובילאַנט	joy	0.969
ecstatic	עקסטאַטיק	joy	0.954
elation	עלאַטיאָן	joy	0.944
bestdayever	bestdayever	joy	0.938
beaming	beaming	joy	0.938
loveee	loveee	joy	0.932
celebration	סימכע	joy	0.929
awesomeness	awesomeness	joy	0.926
joy	פרייד	joy	0.924
happily	גליק	joy	0.922
excitement	excitement	joy	0.922
euphoria	euphoria	joy	0.922
fabulous	פאַביאַלאַס	joy	0.922
joyous	פריידיק	joy	0.922
exuberance	exuberance	joy	0.922
makesmehappy	NO TRANSLATION	joy	0.922
lovee	ליבע	joy	0.920
gratitude	gratitude	joy	0.914
spectacular	ספּעקטאַקיאַלער	joy	0.912
merriment	מער	joy	0.912
happydance	happydance	joy	0.912
purebliss	NO TRANSLATION	joy	0.909
overjoyed	אָוווערדזשויד	joy	0.909
triumphant	טרייאַמפאַנט	joy	0.907
lovelovelove	NO TRANSLATION	joy	0.906
ecstasy	עקסטאַסי	joy	0.906
cheerful	פריילעך	joy	0.906
cheer	אַפּלאָדירן	joy	0.897
elated	עלאַטעד	joy	0.894
lovethis	גלייך דאס	joy	0.891
laugh	laugh	joy	0.891
jolly	פריילעך	joy	0.891
pleasures	pleasures	joy	0.891
excitation	excitation	joy	0.891
peaceofmind	NO TRANSLATION	joy	0.891
delighted	דילייטיד	joy	0.891
exhilaration	exhilaration	joy	0.891
marvelously	ווונדערלעך	joy	0.881
loving	loving	joy	0.879
joyful	פרייד	joy	0.879
outstanding	אויסגעצייכנט	joy	0.879
blissful	בליספאַל	joy	0.879
pleasurable	אָנגענעם	joy	0.877
iloveher	NO TRANSLATION	joy	0.875
enthusiastic	enthusiastic	joy	0.875
lovinglife	ליבערטי	joy	0.875
glee	glee	joy	0.875
happyplace	NO TRANSLATION	joy	0.875
overthemoon	NO TRANSLATION	joy	0.875
yaaaay	NO TRANSLATION	joy	0.875
sohappy	אַזוי צופרידן	joy	0.868
woohoo	woohoo	joy	0.864
laughing	לאכן	joy	0.864
superb	פּרעכטיק	joy	0.864
wonderful	ווונדערלעך	joy	0.863
brilliant	בריליאַנט	joy	0.859
tearsofjoy	NO TRANSLATION	joy	0.859
cheering	cheering	joy	0.859
hooray	האָאָרייַ	joy	0.859
glory	glory	joy	0.859
celebrated	celebrated	joy	0.859
loved	ליב געהאט	joy	0.859
magnificent	פּרעכטיק	joy	0.859
ilovechristmas	NO TRANSLATION	joy	0.859
yayyyy	NO TRANSLATION	joy	0.859
hallelujah	hallelujah	joy	0.859
exciting	exciting	joy	0.853
heavenly	הימלישער	joy	0.853
thrilled	טרילד	joy	0.851
mademyday	געמאכט מיין טאג	joy	0.848
hohoho	NO TRANSLATION	joy	0.845
celebrate	פייַערן	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	בענטשונג	joy	0.844
wonderfully	ווונדערלעך	joy	0.844
sweetness	זיסקייַט	joy	0.833
marvellous	ווונדערלעך	joy	0.833
festive	פעסטיוו	joy	0.833
blessed	ברוך	joy	0.833
paradise	paradise	joy	0.833
celebrations	סעלאַבריישאַנז	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	סמיילינג	joy	0.828
enchanting	ענטשאַנטינג	joy	0.828
love	ליבע	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	היים זיסע היים	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	געלעכטער	joy	0.824
marvelous	ווונדערלעך	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	celebratory	joy	0.818
sensational	סענסיישאַנאַל	joy	0.818
delightful	דילייטפאַל	joy	0.818
happyheart	happyheart	joy	0.818
rejoicing	סימכע	joy	0.818
joys	פרייד	joy	0.818
goodness	גוטסקייט	joy	0.818
excited	excited	joy	0.818
excellence	עקסאַלאַנס	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	דזשאָוויאַל	joy	0.814
glorious	glorious	joy	0.812
lovemaking	lovemaking	joy	0.812
rejoice	אָפּקוועלן	joy	0.812
victorious	וויקטאָריאַס	joy	0.812
excellent	excellent	joy	0.812
bonanza	bonanza	joy	0.812
smiley	סמיילי	joy	0.812
enjoy	enjoy	joy	0.812
splendid	גלענצנדיק	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	גוטע צייטן	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	happyday	joy	0.809
myfavorite	מיין באליבטע	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	פאַרגעניגן	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	yayyy	joy	0.803
gladness	גלאַדנאַס	joy	0.803
giggle	giggle	joy	0.802
yesss	yesss	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	הצלחה	joy	0.797
happier	כאַפּיער	joy	0.797
dancing	dancing	joy	0.797
lovinlife	lovinlife	joy	0.797
magnificence	magnificence	joy	0.797
lovemylife	NO TRANSLATION	joy	0.797
grateful	דאַנקבאַר	joy	0.789
splendor	ספּלענדאָר	joy	0.788
amuse	פאַרווייַלן	joy	0.788
fun	שפּאַס	joy	0.788
happy	happy	joy	0.788
enchanted	ענטשאַנטעד	joy	0.781
glorify	באַווייַזן	joy	0.781
glad	צופרידן	joy	0.781
beautiful	שיין	joy	0.781
solucky	NO TRANSLATION	joy	0.781
giggling	giggling	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	שטראַלנדיק	joy	0.781
heavens	הימל	joy	0.779
perfection	פּערפעקשאַן	joy	0.779
christmassy	christmassy	joy	0.779
romance	ראָמאַנס	joy	0.779
thrilling	טרילינג	joy	0.776
miraculous	miraculous	joy	0.773
fiesta	fiesta	joy	0.773
entertain	פאַרווייַלן	joy	0.773
congrats	קאָנגראַץ	joy	0.773
cheers	cheers	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	positive	joy	0.773
lovable	lovable	joy	0.773
cheered	cheered	joy	0.773
funday	funday	joy	0.772
enjoying	enjoying	joy	0.771
cuddling	קאַדלינג	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	אַמיוזד	joy	0.766
lifeisgood	דער לעבן איז גוט	joy	0.766
thebest	די בעסטע	joy	0.766
sosweet	NO TRANSLATION	joy	0.766
smiles	סמיילז	joy	0.766
delight	פרייד	joy	0.765
orgasm	orgasm	joy	0.765
party	פּאַרטיי	joy	0.765
positive	positive	joy	0.761
cheerfulness	פריילעכקייט	joy	0.758
miracles	miracles	joy	0.758
sweetheart	געליבטער	joy	0.758
enlighten	ענלייטאַן	joy	0.758
christmastime	christmastime	joy	0.757
giddy	giddy	joy	0.757
romantic	ראָמאַנטיש	joy	0.750
gratify	באַפרידיקן	joy	0.750
friendliness	פרייַנדלעכקייַט	joy	0.750
laughs	laughs	joy	0.750
greatness	greatness	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	וואוילגעפעלן	joy	0.750
blessings	blessings	joy	0.750
smile	שמייכל	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	פראָליק	joy	0.748
jubilee	יויוול	joy	0.742
enthusiasm	ענטוזיאַזם	joy	0.742
triumph	טריומף	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	מאַדזשיקאַל	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	נס	joy	0.742
rewarding	ריוואָרדינג	joy	0.742
feelgood	פיליפוס	joy	0.736
prosperity	וווילטאָג	joy	0.735
luxurious	לאַגזשעריאַס	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	לעבעדיק	joy	0.734
goodday	א גוטן טאג	joy	0.734
passionate	לייַדנשאַפטלעך	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	ענטשאַנטעד	joy	0.734
victory	נצחון	joy	0.734
admiration	אַדמיירינג	joy	0.734
tgif	tgif	joy	0.734
glorification	גלאָריפיקאַטיאָן	joy	0.733
sing	זינגען	joy	0.729
glowing	glowing	joy	0.729
breathtaking	ברעטטייקינג	joy	0.728
fulfillment	מקור	joy	0.728
yessss	yessss	joy	0.728
cheery	cheery	joy	0.727
thankful	דאַנקבאַר	joy	0.727
hurrah	hurray	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	santa	joy	0.727
award	award	joy	0.727
atpeace	atpeace	joy	0.727
win	געווינען	joy	0.727
merry	פרייד	joy	0.727
pleased	צופרידן	joy	0.725
radiance	גלאַנץ	joy	0.725
inspiration	ינספּיראַציע	joy	0.725
uplift	uplift	joy	0.723
optimistic	אָפּטימיסטיש	joy	0.723
heaven	הימל	joy	0.721
lucky	מאַזלדיק	joy	0.721
thrill	ציטער	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	האָלידייַס	joy	0.721
harmony	האַרמאָניע	joy	0.719
brighten	ברייטאַן	joy	0.719
lover	ליבהאָבער	joy	0.719
heartfelt	heartfelt	joy	0.719
utopian	utopian	joy	0.719
xmas	קסמאַס	joy	0.719
lovely	lovely	joy	0.719
amusement	פאַרווייַלונג	joy	0.719
congratulatory	congratulatory	joy	0.719
praising	לויבן	joy	0.719
thriving	בלאָוינג	joy	0.719
perfect	perfect	joy	0.719
magic	מאַגיש	joy	0.712
luckiest	luckiest	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	לוקסוס	joy	0.712
bestfeeling	bestfeeling	joy	0.712
treasures	אוצרות	joy	0.712
achievement	achievement	joy	0.712
yay	א מחיה	joy	0.712
holiday	יום טוּב	joy	0.712
intimate	אָנווינקען	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	chuckle	joy	0.706
rave	גוואַלדעווען	joy	0.706
proud	proud	joy	0.704
truelove	truelove	joy	0.703
fuckyeah	fuckyeah	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	אַמייזינגלי	joy	0.703
goodnews	גוטע נייעס	joy	0.703
optimism	אָפּטימיזם	joy	0.703
satisfying	סאַטיספייינג	joy	0.703
gooood	gooood	joy	0.703
sweetest	זיס	joy	0.703
cherish	cherish	joy	0.703
goodlife	גוטע לעבן	joy	0.703
beautification	beautification	joy	0.703
appreciates	appreciates	joy	0.703
winning	ווינינג	joy	0.703
cuddled	קודדלד	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	ענטערטיינד	joy	0.700
excite	excite	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	דיין געבורסטאָג	joy	0.691
metime	metime	joy	0.688
favorite	באַליבט	joy	0.688
honored	honored	joy	0.688
content	אינהאַלט	joy	0.688
godsend	godsend	joy	0.688
entertaining	פֿאַרוויילערישע	joy	0.688
angelic	angelic	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	adoration	joy	0.688
exquisite	מעהודערדיק	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	טייַער	joy	0.682
majestic	מייַעסטעטיש	joy	0.682
appreciated	appreciated	joy	0.682
luscious	געשמאַק	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	סמיילד	joy	0.682
bestfriends	bestfriends	joy	0.682
exaltation	exaltation	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	ברייטהאַרציקייט	joy	0.682
tranquility	זאַכטקייַט	joy	0.679
marry	חתונה	joy	0.676
embrace	אַרומנעמען	joy	0.676
positively	positive	joy	0.676
dearest	ליב	joy	0.672
relaxation	אָפּרו	joy	0.672
accomplished	accomplished	joy	0.672
hug	אַרומנעמען	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	bday	joy	0.672
grin	שמייכלען	joy	0.672
enliven	ענלעכקייט	joy	0.672
contentment	צופרידן	joy	0.672
hilarious	hilarious	joy	0.672
giggles	גיגגלעס	joy	0.672
bountiful	bountiful	joy	0.667
victor	וויקטאָר	joy	0.667
adore	adore	joy	0.667
boisterous	טומלדיק	joy	0.667
fulfilled	מקיים	joy	0.667
fulfill	מקיים	joy	0.664
cuddles	קודדלעס	joy	0.662
prosperous	prosperous	joy	0.660
romanticism	ראָמאַנטיש	joy	0.656
humor	הומאָר	joy	0.656
glow	שייַנען	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	אָנגענעם	joy	0.656
appreciation	appreciation	joy	0.656
encouraged	ינקעראַדזשד	joy	0.656
satisfy	באַפרידיקן	joy	0.656
serenity	serenity	joy	0.656
captivate	קאַפּטיווייט	joy	0.656
besties	בירדז	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	צופֿרידנקייט	joy	0.652
treasure	אוצר	joy	0.652
engaged	פאַרקנאַסט	joy	0.652
praises	לויב	joy	0.652
abundance	גראָב	joy	0.652
fortunes	פאָרטשונז	joy	0.652
relaxing	רילאַקסינג	joy	0.652
praised	געלויבט	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	דערגאַנג	joy	0.647
affection	ליבשאַפט	joy	0.647
relieved	ריליווד	joy	0.647
carnival	קאַרנאַוואַל	joy	0.643
divine	געטלעך	joy	0.641
saintly	saintly	joy	0.641
