word	Zulu-zu	emotion	emotion-intensity-score
psalms	AmaHubo	joy	0.288
hippie	i-hippie	joy	0.288
gain	inzuzo	joy	0.288
taoism	i-taoism	joy	0.288
midwife	umbelethisi	joy	0.288
resources	izinsiza	joy	0.288
create	dala	joy	0.288
receiving	ukwamukela	joy	0.287
ocean	olwandle	joy	0.286
snowfall	iqhwa	joy	0.286
lsd	lsd	joy	0.286
hiking	ukuhamba	joy	0.283
chill	ukuphosa	joy	0.281
truce	i-truce	joy	0.281
infinity	okungapheliyo	joy	0.281
toast	isilonda	joy	0.281
destination	okuya khona	joy	0.281
buddhist	i-Buddhist	joy	0.281
rested	waphumula	joy	0.281
candid	u-candid	joy	0.281
evergreen	isihlahla esivamile	joy	0.281
unwind	unwind	joy	0.281
buzzing	buzzing	joy	0.281
venerable	inhlonipho	joy	0.279
balance	ibhalansi	joy	0.275
retirement	umhlalaphansi	joy	0.275
compensate	ukubuyisela	joy	0.273
swim	bhukuda	joy	0.273
drinks	iziphuzo	joy	0.273
devout	ukuzinikela	joy	0.273
buddha	i-Buddha	joy	0.273
rapt	ukuphumula	joy	0.273
fireplace	indawo yomlilo	joy	0.273
snowing	iqhwa	joy	0.271
sublimation	i-sublimation	joy	0.270
fruity	fruity	joy	0.268
humility	ukuthobeka	joy	0.266
paragon	i-paragon	joy	0.266
ministry	inkonzo	joy	0.266
sunday	ilanga	joy	0.266
salute	salute	joy	0.266
fortitude	ubuqotho	joy	0.266
whim	i-whim	joy	0.266
sun	ilanga	joy	0.266
sketching	ukudweba	joy	0.266
waves	amagagasi	joy	0.266
buddhism	ubuBuddha	joy	0.266
cathedral	isonto lesonto	joy	0.266
yoga	i-yoga	joy	0.266
artwork	ubuciko	joy	0.265
practiced	kwenziwa	joy	0.264
clean	ihlanzekile	joy	0.260
found	okutholiwe	joy	0.258
fitting	ukufaneleka	joy	0.258
immerse	cwilisa	joy	0.258
running	egijima	joy	0.258
clarity	ukucaca	joy	0.258
food	ukudla	joy	0.258
exercise	ukuzivocavoca	joy	0.258
autumn	ekwindla	joy	0.254
ardent	i-ardent	joy	0.250
fit	kufanelekile	joy	0.250
mountain	intaba	joy	0.250
expedient	kuhle	joy	0.250
diary	idayari	joy	0.250
candles	amakhandlela	joy	0.250
outdoors	ngaphandle	joy	0.250
chilled	i-chilled	joy	0.250
clap	ukuphoqa	joy	0.250
contagious	esithathelwanayo	joy	0.250
chirp	chirp	joy	0.250
morning	ekuseni	joy	0.250
visitor	isivakashi	joy	0.250
hardy	liqinile	joy	0.250
countryside	emaphandleni	joy	0.250
undying	ukuphazamisa	joy	0.250
football	ibhola	joy	0.250
advocacy	ukukhuthaza	joy	0.250
demonstrative	ukubonisa	joy	0.250
cradle	ukulala	joy	0.247
trance	i-trance	joy	0.246
breakfast	kwasekuseni	joy	0.242
grow	sikhule	joy	0.242
pay	akhokhe	joy	0.242
preservative	isilondolozi	joy	0.242
intense	kakhulu	joy	0.242
supremacy	ukuphakama	joy	0.242
church	isonto	joy	0.242
procession	ukunyakaza	joy	0.242
consecration	ukuzinikezela	joy	0.235
lifetime	isikhathi sokuphila	joy	0.234
nursery	i-nursery	joy	0.234
humbled	uthobekile	joy	0.234
vote	uvote	joy	0.234
incense	impepho	joy	0.234
lyre	i-lyre	joy	0.234
candle	ikhandlela	joy	0.234
snowy	iqhwa	joy	0.234
doll	idoli	joy	0.234
skiing	ukushushuluza	joy	0.234
ordination	ukulungiswa	joy	0.234
art	ubuciko	joy	0.234
salary	umholo	joy	0.234
pastry	i-pastry	joy	0.229
firefly	i-firefly	joy	0.227
chilling	ukuphosa	joy	0.227
remedy	ukulungisa	joy	0.227
rescue	khulula	joy	0.225
camping	ikamu	joy	0.221
perspective	umbono	joy	0.221
orchard	insimu yezithelo	joy	0.221
orchestra	i-orchestra	joy	0.221
possess	ifa	joy	0.219
castle	inqaba	joy	0.219
lamb	inyama yemvu	joy	0.219
gardens	izingadi	joy	0.219
breezy	ukuphefumula	joy	0.219
mucis	NO TRANSLATION	joy	0.212
bouttime	isikhathi sokuqeda	joy	0.212
brisk	liphukile	joy	0.212
countrymusic	NO TRANSLATION	joy	0.212
repay	buyisela	joy	0.212
ribbon	ibhoni	joy	0.212
pho	pho	joy	0.212
reggae	i-reggae	joy	0.212
raindrops	ama-raindrops	joy	0.212
listneing	NO TRANSLATION	joy	0.212
teach	fundisa	joy	0.212
nap	i-nap	joy	0.206
stillness	ukuthula	joy	0.203
chant	chant	joy	0.203
hire	ukuqasha	joy	0.203
vernal	i-vernal	joy	0.203
cove	i-cove	joy	0.203
uncontrollable	angalawuleki	joy	0.203
legalized	ngokomthetho	joy	0.203
unexpected	okungalindelekile	joy	0.203
lights	izibani	joy	0.203
save	londoloza	joy	0.200
atone	kuhlaselwa	joy	0.197
trees	izihlahla	joy	0.197
pastor	umfundisi	joy	0.197
symmetry	ukulinganisa	joy	0.197
oneday	NO TRANSLATION	joy	0.197
scripture	umbhalo	joy	0.196
mountains	izintaba	joy	0.194
pathway	indlela	joy	0.188
walking	ukuhamba	joy	0.188
craziness	ubuqili	joy	0.188
soppy	soppy	joy	0.188
tea	itiye	joy	0.188
quiet	ethule	joy	0.188
forefathers	okhokho	joy	0.188
liquor	utshwala	joy	0.188
custom	isiko	joy	0.188
whiteness	ubumhlophe	joy	0.188
sympathetic	uzwela	joy	0.188
patient	isiguli	joy	0.186
dollhouse	udokotela	joy	0.182
bath	ukugeza	joy	0.182
score	Umphumela	joy	0.182
movingon	siqhubekela phambili	joy	0.182
supporter	umsekeli	joy	0.180
accompaniment	ukuhambisana	joy	0.179
pursuit	ukuphishekela	joy	0.176
outburst	ukuthukuthela	joy	0.176
frosty	frosty	joy	0.174
workout	Zivocavoce	joy	0.172
closure	ukuvalwa	joy	0.172
luncheon	i-luncheon	joy	0.172
service	isevisi	joy	0.172
wintery	ukunqoba	joy	0.172
wages	umholo	joy	0.169
civilized	uphumelele	joy	0.169
fain	NO TRANSLATION	joy	0.167
december	ngo-december	joy	0.167
acrobat	i-acrobat	joy	0.162
glide	glide	joy	0.162
finally	ekugcineni	joy	0.157
reproductive	ukuzala	joy	0.156
elf	elf	joy	0.156
organization	inhlangano	joy	0.156
stroll	hamba	joy	0.156
peppermint	i-peppermint	joy	0.156
break	ukuphuka	joy	0.156
chai	NO TRANSLATION	joy	0.156
obtainable	itholakala	joy	0.156
bathtub	ibhuloho	joy	0.156
advent	ukuza	joy	0.152
scifi	scifi	joy	0.152
balm	i-balm	joy	0.152
measured	kulinganiswa	joy	0.152
spaniel	spaniel	joy	0.145
tan	tan	joy	0.141
ditty	imithi	joy	0.141
bubble	bubble	joy	0.141
simple	elula	joy	0.141
oils	amafutha	joy	0.141
beer	ubhiya	joy	0.141
green	oluhlaza	joy	0.137
buss	buss	joy	0.136
books	izincwadi	joy	0.136
makingdisciples	NO TRANSLATION	joy	0.136
chow	chow	joy	0.135
pitter	i-pitter	joy	0.134
flows	ukugeleza	joy	0.130
silence	ukuthula	joy	0.127
roadster	i-roadster	joy	0.125
solitude	ukuhlala yedwa	joy	0.125
bookstore	isitolo sezincwadi	joy	0.125
wine	iwayini	joy	0.125
circumstances	izimo	joy	0.125
japan	japan	joy	0.121
soak	cwilisa	joy	0.121
wilderness	ehlane	joy	0.121
priesthood	ubupristi	joy	0.121
critical	okubalulekile	joy	0.116
neutral	ukungathathi hlangothi	joy	0.114
untie	khulula	joy	0.109
hunting	ukuzingela	joy	0.109
opera	i-opera	joy	0.109
weight	isisindo	joy	0.109
white	ezimhlophe	joy	0.109
sand	isihlabathi	joy	0.109
wind	umoya	joy	0.109
labor	umsebenzi	joy	0.106
classical	classical	joy	0.106
affliction	ukuhlupheka	joy	0.103
lake	echibi	joy	0.103
organ	isitho	joy	0.094
dwelling	yokuhlala	joy	0.094
tree	isihlahla	joy	0.090
pond	echibini	joy	0.089
marrow	umnkantsha	joy	0.078
latte	i-latté	joy	0.078
sipping	sipping	joy	0.076
benign	benign	joy	0.074
majority	iningi	joy	0.073
leaf	amaqabunga	joy	0.065
troubles	izinkinga	joy	0.062
basketball	basketball	joy	0.062
explosions	ukuqhuma	joy	0.061
cream	ukhilimu	joy	0.061
shepherd	umalusi	joy	0.058
tuesday	ngoLwesibili	joy	0.047
turbulence	i-turbulence	joy	0.045
calf	ithole	joy	0.040
hardship	ubunzima	joy	0.031
sixty	amashumi ayisithupha	joy	0.016
unhappiness	ukungabi nenjabulo	joy	0.016
heartbreaking	okubuhlungu	sadness	0.969
mourning	ukulila	sadness	0.969
tragic	okubuhlungu	sadness	0.961
holocaust	ukushisa	sadness	0.953
suicidal	ukuzibulala	sadness	0.941
misery	usizi	sadness	0.938
massacre	ukubulala	sadness	0.931
euthanasia	i-euthanasia	sadness	0.927
depression	ukucindezeleka	sadness	0.925
bereavement	ukushonelwa	sadness	0.922
grieving	usizi	sadness	0.922
fatal	obulalayo	sadness	0.922
bereaved	ususiwe	sadness	0.920
devastation	ukubhujiswa	sadness	0.917
death	ukufa	sadness	0.915
devastated	yachithwa	sadness	0.912
suicide	ukuzibulala	sadness	0.912
catastrophe	inhlekelele	sadness	0.911
horrifying	esabekayo	sadness	0.907
tragedy	inhlekelele	sadness	0.906
depressing	ukucindezeleka	sadness	0.906
died	wafa	sadness	0.906
anguish	usizi	sadness	0.902
agony	ubuhlungu	sadness	0.900
deadly	ngokubulala	sadness	0.898
weeping	ukukhala	sadness	0.896
stillbirth	ukubeletha	sadness	0.891
deceased	ushonile	sadness	0.891
murderer	umbulali	sadness	0.877
devastating	elibhubhisayo	sadness	0.875
rape	ukudlwengula	sadness	0.875
cancer	umdlavuza	sadness	0.875
dying	ukufa	sadness	0.875
sadness	ukudabuka	sadness	0.864
morbidity	ukuhlukunyezwa	sadness	0.864
crucifixion	ukubethelwa	sadness	0.859
grief	usizi	sadness	0.859
depressed	ecindezelekile	sadness	0.859
traumatic	okubuhlungu	sadness	0.859
atrocity	inrocity	sadness	0.859
execution	ukubulawa	sadness	0.859
abandonment	ukushiya	sadness	0.859
perish	babhubha	sadness	0.859
cadaver	i-cadaver	sadness	0.853
treachery	ukukhohlisa	sadness	0.848
betrayed	ekhonjisiwe	sadness	0.848
sad	buhlungu	sadness	0.844
destroyed	kubhujiswa	sadness	0.844
miserable	buhlungu	sadness	0.844
persecution	ukushushiswa	sadness	0.844
funeral	umngcwabo	sadness	0.844
slaughtering	ukuhlatshwa	sadness	0.844
horrific	okwesabekayo	sadness	0.844
homicide	ukubulala	sadness	0.844
hopelessness	ukungabi nethemba	sadness	0.844
grieve	usizi	sadness	0.844
sorrow	usizi	sadness	0.844
suffering	ukuhlupheka	sadness	0.844
murderous	ukubulala	sadness	0.844
unhappiness	ukungabi nenjabulo	sadness	0.839
crippled	okhubazekile	sadness	0.836
bloodshed	ukuchithwa kwegazi	sadness	0.836
pained	ubuhlungu	sadness	0.833
manslaughter	ukubulawa kwabantu	sadness	0.833
carnage	ukubulala	sadness	0.833
unbearable	ukungenakubekezelelwa	sadness	0.830
stillborn	usandazalwa	sadness	0.830
slavery	ubugqila	sadness	0.828
torment	ukuhlushwa	sadness	0.828
sickness	ukugula	sadness	0.828
enslaved	ubugqila	sadness	0.828
casualty	ukulimala	sadness	0.828
morbid	ukuhlukumezeka	sadness	0.828
murder	ukubulala	sadness	0.828
mourn	belilele	sadness	0.828
helplessness	ukungabi nasizo	sadness	0.828
annihilation	ukubhujiswa	sadness	0.828
abandoned	ishiyiwe	sadness	0.828
horrors	izinto ezimbi	sadness	0.828
mutilation	ukuguqulwa	sadness	0.828
annihilated	ukubhujiswa	sadness	0.828
miscarriage	ukukhulelwa kwesisu	sadness	0.824
starvation	indlala	sadness	0.819
killing	ukubulala	sadness	0.812
failure	ukwehluleka	sadness	0.812
famine	indlala	sadness	0.812
distraught	ukuphazamiseka	sadness	0.812
childloss	NO TRANSLATION	sadness	0.812
burial	kungcwatshwa	sadness	0.812
disgrace	ukuhlazeka	sadness	0.812
cruelty	isihluku	sadness	0.812
despair	ukuphelelwa ithemba	sadness	0.812
saddens	saddens	sadness	0.812
oppression	ukucindezelwa	sadness	0.812
sadly	ngokudabukisayo	sadness	0.812
mournful	ukulila	sadness	0.812
terrorism	ubuphekula	sadness	0.812
heartache	izinhliziyo	sadness	0.812
bloody	igazi	sadness	0.806
perishing	kushabalala	sadness	0.804
inhumanity	ubundlululo	sadness	0.804
malignancy	ukulimala	sadness	0.803
mortification	ukuphikisana	sadness	0.802
sarcoma	i-sarcoma	sadness	0.797
lifeless	abangenampilo	sadness	0.797
perished	yafa	sadness	0.797
dreadful	esabekayo	sadness	0.797
devastate	ukuchitha	sadness	0.797
dreadfully	ngesabekayo	sadness	0.797
gallows	umgodi	sadness	0.797
lethal	ezibulalayo	sadness	0.797
desolation	incithakalo	sadness	0.797
kill	bulala	sadness	0.797
slave	isigqila	sadness	0.797
mortuary	indawo yokuhlala	sadness	0.797
assassination	ukubulawa	sadness	0.797
leukemia	i-leukemia	sadness	0.797
brokenheart	NO TRANSLATION	sadness	0.792
banishment	ukuxoshwa	sadness	0.790
afflict	ukuhlupha	sadness	0.789
disheartened	edangele	sadness	0.788
bury	kungcwaba	sadness	0.781
crying	ukukhala	sadness	0.781
tumour	isisu	sadness	0.781
heartbreak	i-heartbreak	sadness	0.781
desecration	ukuchithwa	sadness	0.781
demoralized	ihlaselwe phansi	sadness	0.781
terrorize	ukuthuthumela	sadness	0.781
die	NO TRANSLATION	sadness	0.773
lynch	lynch	sadness	0.773
sufferer	isifo	sadness	0.770
loneliness	isizungu	sadness	0.766
cemetery	amathuna	sadness	0.766
destitute	abahluphekile	sadness	0.766
torture	ukuhlushwa	sadness	0.766
abortion	ukukhipha isisu	sadness	0.766
diseased	isifo	sadness	0.766
condolence	induduzo	sadness	0.766
fatality	ukubulala	sadness	0.766
dismemberment	ukuqedwa	sadness	0.766
doomed	ukubhujiswa	sadness	0.766
fearful	wesaba	sadness	0.766
slayer	umbulali	sadness	0.766
painfully	ubuhlungu	sadness	0.758
moribund	i-moribund	sadness	0.758
disaster	inhlekelele	sadness	0.758
depress	ukucindezeleka	sadness	0.755
condemnation	ukulahlwa	sadness	0.754
desperation	ukuphelelwa yisikhathi	sadness	0.750
hemorrhage	ukubola kwesisu	sadness	0.750
unhappy	ungajabuli	sadness	0.750
pandemic	ubhubhane	sadness	0.750
corpse	isidumbu	sadness	0.750
depressive	ukucindezeleka	sadness	0.750
deplorable	okudabukisayo	sadness	0.750
defeated	kunqotshwa	sadness	0.750
doomsday	inhlekelele	sadness	0.750
cry	khala	sadness	0.750
victimized	bahlushwa	sadness	0.750
obliteration	ukuchithwa	sadness	0.750
damnation	ukulahlwa	sadness	0.750
guilt	unecala	sadness	0.750
sickening	kugula	sadness	0.750
terrorist	amaphekula	sadness	0.750
sorrowful	buhlungu	sadness	0.750
incest	umlingani	sadness	0.750
painful	buhlungu	sadness	0.750
abduction	ukuthunjwa	sadness	0.750
regretful	uyazisola	sadness	0.750
unfairness	ukungabi nabulungisa	sadness	0.745
molestation	ukuhlukunyezwa	sadness	0.744
exile	ukudingiswa	sadness	0.742
abysmal	i-abysmal	sadness	0.742
hellish	isihogo	sadness	0.738
exterminate	ukuqothula	sadness	0.736
earthquake	ukuzamazama komhlaba	sadness	0.734
betrayal	ukukhashelwa	sadness	0.734
orphan	izintandane	sadness	0.734
slaughter	ukubulawa	sadness	0.734
disgraced	behlazekile	sadness	0.734
battered	bahlushwa	sadness	0.734
assassin	umbulali	sadness	0.734
horrid	i-horrid	sadness	0.734
miserably	ngokudabukisayo	sadness	0.734
lonesome	lonesome	sadness	0.734
morgue	morgue	sadness	0.734
disastrous	inhlekelele	sadness	0.734
warfare	impi	sadness	0.734
destroying	ukubhubhisa	sadness	0.734
homeless	abangenamakhaya	sadness	0.734
listless	uhlulekile	sadness	0.729
unfortunately	ngeshwa	sadness	0.727
grave	ingcwaba	sadness	0.727
emptiness	ukungabi nalutho	sadness	0.727
alienated	ohlukanisiwe	sadness	0.727
fraught	ukuphazamiseka	sadness	0.722
emaciated	emaciated	sadness	0.719
malicious	enonya	sadness	0.719
atrophy	i-atrophy	sadness	0.719
cripple	ukukhubazeka	sadness	0.719
ashamed	amahloni	sadness	0.719
leprosy	uchoko	sadness	0.719
violently	ngokweqile	sadness	0.719
disheartening	ukuphazamisa	sadness	0.719
cried	wakhala	sadness	0.719
woe	maye	sadness	0.719
horror	amahloni	sadness	0.719
heartless	abangenangqondo	sadness	0.719
forsaken	ushiyiwe	sadness	0.719
paralysis	ukukhubazeka	sadness	0.719
missing	ilahlekile	sadness	0.719
danger	Ingozi	sadness	0.719
pain	ubuhlungu	sadness	0.719
demise	ukushona	sadness	0.717
disgruntled	adidekile	sadness	0.712
rejected	wenqatshelwe	sadness	0.712
sickly	ngokugula	sadness	0.712
violence	ubudlova	sadness	0.712
torn	ephukile	sadness	0.710
calamity	inhlekelele	sadness	0.709
grim	okubi	sadness	0.708
grievous	buhlungu	sadness	0.704
disfigured	ukuphazamiseka	sadness	0.703
punishing	ukujezisa	sadness	0.703
extinct	kuphelile	sadness	0.703
meltdown	ukuxuba	sadness	0.703
oppressor	umcindezeli	sadness	0.703
deformed	ukukhubazeka	sadness	0.703
slaughterhouse	indlu yokubulala	sadness	0.703
humiliate	hlazisa	sadness	0.703
inhuman	unhumanuntu	sadness	0.703
decomposition	ukubola	sadness	0.703
suffocating	ukuhlushwa	sadness	0.703
hearse	i-hearse	sadness	0.703
incurable	ayinakuphulukiswa	sadness	0.703
buried	wangcwatshwa	sadness	0.703
paralyzed	ekhubazekile	sadness	0.703
carcinoma	i-carcinoma	sadness	0.703
deformity	ukukhubazeka	sadness	0.703
crushed	ochotshoziwe	sadness	0.703
isolate	ukuhlukanisa	sadness	0.703
tearful	izinyembezi	sadness	0.703
abandon	shiya	sadness	0.703
obit	obit	sadness	0.703
strangle	cindezela	sadness	0.703
victim	isisulu	sadness	0.703
isolation	ukuzihlukanisa	sadness	0.703
lifesucks	Impilo iyabheda	sadness	0.700
hell	isihogo	sadness	0.700
ruinous	owonakalisayo	sadness	0.698
widow	umfelokazi	sadness	0.697
banish	baxoshe	sadness	0.697
accursed	iqalekisiwe	sadness	0.697
ruined	yonakalisiwe	sadness	0.697
vanished	yaphela	sadness	0.695
displaced	ababalekile	sadness	0.691
poverty	ubumpofu	sadness	0.690
hospice	i-hospice	sadness	0.688
insanity	ukungena	sadness	0.688
depraved	epholile	sadness	0.688
shooting	ukudubula	sadness	0.688
stab	ukugwaza	sadness	0.688
pathetic	ukukhathazeka	sadness	0.688
foreveralone	ukuhlala uwedwa	sadness	0.688
dementia	ukuwohloka komqondo	sadness	0.688
travesty	travesty	sadness	0.688
nohope	NO TRANSLATION	sadness	0.688
infidelity	ukungathembeki	sadness	0.688
epidemic	ubhubhane	sadness	0.688
teary	teary	sadness	0.688
widower	umfelokazi	sadness	0.688
terminal	Isikhumulo	sadness	0.688
neglected	ukunganakiwe	sadness	0.688
illness	ukugula	sadness	0.688
regretting	ukuzisola	sadness	0.688
imprisoned	eboshiwe	sadness	0.688
hurtful	okulimazayo	sadness	0.688
banished	isusiwe	sadness	0.688
hurt	ukulimala	sadness	0.688
deserted	ilahlekile	sadness	0.688
hopeless	abangenathemba	sadness	0.688
sob	NO TRANSLATION	sadness	0.688
loss	ukulahleka	sadness	0.688
dismissal	ukuxoshwa	sadness	0.686
alienation	ukuhlukaniswa	sadness	0.685
hardship	ubunzima	sadness	0.685
choke	bamba	sadness	0.682
kidnap	uthatha	sadness	0.682
bleeding	ukuphuma	sadness	0.673
obituary	obituary	sadness	0.672
missingyou	NO TRANSLATION	sadness	0.672
disabled	ukhutshaziwe	sadness	0.672
outcast	ukukhishwa	sadness	0.672
poison	ubuthi	sadness	0.672
abortive	ukukhipha	sadness	0.672
gory	gory	sadness	0.672
disparage	ukuphazamiseka	sadness	0.672
wail	khala	sadness	0.672
malevolent	ukuhlukunyezwa	sadness	0.672
imprisonment	ukuboshwa	sadness	0.672
wretch	i-wretch	sadness	0.672
feelingdown	NO TRANSLATION	sadness	0.672
wretched	ukukhathazeka	sadness	0.672
belittle	nciphisa	sadness	0.672
punished	ujeziswe	sadness	0.672
deprivation	ukulahlwa	sadness	0.672
evil	okubi	sadness	0.672
coffin	ibhokisi	sadness	0.672
woefully	maye	sadness	0.672
decomposed	yahlakazeka	sadness	0.672
frightful	esabekayo	sadness	0.672
despairing	ukuphelelwa ithemba	sadness	0.672
barren	i-barren	sadness	0.670
poisoned	ubuthi	sadness	0.667
executioner	i-executioner	sadness	0.667
disease	izifo	sadness	0.665
oppress	ukucindezela	sadness	0.664
disembodied	ehlanjululwe	sadness	0.660
tear	izinyembezi	sadness	0.656
shitty	shitty	sadness	0.656
lamenting	ukukhala	sadness	0.656
ruin	incithakalo	sadness	0.656
weep	khala	sadness	0.656
lonely	unesizungu	sadness	0.656
jail	ejele	sadness	0.656
steal	bamba	sadness	0.656
mangle	NO TRANSLATION	sadness	0.656
hate	inzondo	sadness	0.656
ailing	ukugula	sadness	0.656
dreary	dreary	sadness	0.656
bleak	i-bleak	sadness	0.656
polio	ipholiyo	sadness	0.656
blighted	kuphazamisekile	sadness	0.656
casket	ikhakethi	sadness	0.656
demonic	idemoni	sadness	0.656
peril	ingozi	sadness	0.656
carcass	isidumbu	sadness	0.653
beating	ukushaya	sadness	0.652
regretted	wazisola	sadness	0.652
cowardice	ukwesaba	sadness	0.652
disability	ukukhubazeka	sadness	0.648
affliction	ukuhlupheka	sadness	0.645
poisonous	unobuthi	sadness	0.641
emergency	eziphuthumayo	sadness	0.641
perilous	engozini	sadness	0.641
awful	kubi	sadness	0.641
terribly	kakhulu	sadness	0.641
scourge	isishayo	sadness	0.641
sinful	isono	sadness	0.641
stricken	ehlukumezekile	sadness	0.641
hatred	inzondo	sadness	0.641
powerless	engenamandla	sadness	0.641
termination	ukuqedwa	sadness	0.641
exorcism	i-exorcism	sadness	0.641
woeful	oeful	sadness	0.641
drown	umile	sadness	0.641
inequality	ukungalingani	sadness	0.641
infertility	ukungabikho	sadness	0.641
incarceration	ukuboshwa	sadness	0.641
failing	ukuhluleka	sadness	0.641
worry	sikhathazeke	sadness	0.641
shroud	shroud	sadness	0.641
psychosis	i-psychosis	sadness	0.638
demolish	ukubhubhisa	sadness	0.636
lament	lila	sadness	0.636
disappointed	sidumele	sadness	0.636
dismay	ukuphazamiseka	sadness	0.636
burdensome	umthwalo	sadness	0.634
shattered	shattered	sadness	0.630
mausoleum	i-mausoleum	sadness	0.630
gloom	ubumnyama	sadness	0.625
regret	ukuzisola	sadness	0.625
cursed	uqalekisiwe	sadness	0.625
impotence	ukungabi namandla	sadness	0.625
terminate	ukuqeda	sadness	0.625
oppressive	ukucindezela	sadness	0.625
insurmountable	ezingenakulinganiswa	sadness	0.625
abuse	ukuhlukunyezwa	sadness	0.625
forlorn	i-forlorn	sadness	0.625
tyrant	umashiqela	sadness	0.625
disappointing	edumazayo	sadness	0.625
wound	inxeba	sadness	0.625
demolished	ibhidliza	sadness	0.625
palsy	ukukhubazeka	sadness	0.625
schizophrenia	schizophrenia	sadness	0.625
undesired	engathandeki	sadness	0.625
hurting	ukulimaza	sadness	0.625
lost	ilahlekile	sadness	0.625
duress	ukucindezela	sadness	0.625
bitterly	buhlungu	sadness	0.625
dishonor	ukuhlazeka	sadness	0.625
posthumous	i-posthumous	sadness	0.625
wrecked	iphihliwe	sadness	0.625
deteriorate	ziwohloka	sadness	0.625
divorce	isehlukaniso	sadness	0.623
soulless	unesimo esibucayi	sadness	0.623
melancholy	i-melancholy	sadness	0.621
cremation	ukushiswa	sadness	0.621
worried	ukhathazekile	sadness	0.621
plight	ukuhlupheka	sadness	0.621
forsake	shiya	sadness	0.621
bomb	ibhomu	sadness	0.621
unforgiving	ukungathetheleli	sadness	0.612
sepsis	i-sepsis	sadness	0.611
irreparable	ezingenakuqhathaniswa	sadness	0.609
sacrifices	imihlatshelo	sadness	0.609
cruel	unonya	sadness	0.609
dire	NO TRANSLATION	sadness	0.609
dilapidated	ilahlekile	sadness	0.609
overwhelmed	ukucindezeleka	sadness	0.609
disparaging	ukuphazamisa	sadness	0.609
gore	ukufaka	sadness	0.609
injured	balimala	sadness	0.609
shameful	ihlazo	sadness	0.609
fearfully	ngesaba	sadness	0.609
worthless	akukho lutho	sadness	0.609
injure	ukulimala	sadness	0.609
faithless	abangenalukholo	sadness	0.609
shatter	shatter	sadness	0.609
degrading	ukuhlambalaza	sadness	0.609
ugliness	ububi	sadness	0.609
subjugation	ukuhlukunyezwa	sadness	0.609
debacle	hlehlisa	sadness	0.609
shackle	shackle	sadness	0.609
disappoint	ukudumazeka	sadness	0.609
derogatory	ukuhlekisa	sadness	0.609
languishing	ukuphelelwa amandla	sadness	0.609
breakup	hlukana	sadness	0.609
alcoholism	utshwala	sadness	0.609
excluded	ayifakiwe	sadness	0.609
sinner	isoni	sadness	0.609
crushing	ukuchoboza	sadness	0.609
bankrupt	ukuphazamiseka	sadness	0.609
guilty	unecala	sadness	0.609
curse	isiqalekiso	sadness	0.608
alone	yedwa	sadness	0.600
robbery	ukuphanga	sadness	0.600
anthrax	i-anthrax	sadness	0.600
angst	angst	sadness	0.598
vendetta	i-vendetta	sadness	0.594
remorse	ukuzisola	sadness	0.594
prison	ejele	sadness	0.594
condolences	induduzo	sadness	0.594
chaos	i-chaos	sadness	0.594
demon	idemoni	sadness	0.594
abyss	ilasha	sadness	0.594
contaminated	kungcolile	sadness	0.594
irreconcilable	ukungahambisani	sadness	0.594
broken	ephukile	sadness	0.594
