word	Bengali-bn	emotion	emotion-intensity-score
muchneeded	NO TRANSLATION	joy	0.312
wisdom	জ্ঞান	joy	0.312
deal	লেনদেন	joy	0.312
simplify	সহজতর করা	joy	0.312
lord	প্রভু	joy	0.312
sterling	খাঁটি	joy	0.312
progression	অগ্রগতি	joy	0.312
relight	পুনরায় আলো দেত্তয়া	joy	0.312
pony	টাট্টু	joy	0.312
infant	শিশু	joy	0.309
improvement	উন্নতি	joy	0.309
absolution	আত্মসমর্থন	joy	0.306
gently	আস্তে	joy	0.303
established	প্রতিষ্ঠিত	joy	0.303
honest	সত্	joy	0.303
decorating	শোভাকর	joy	0.303
endless	অবিরাম	joy	0.303
banquet	ভোজ	joy	0.303
providing	প্রদানের	joy	0.300
mine	খনি	joy	0.297
fraternal	ভ্রাতৃসংক্রান্ত	joy	0.297
notable	স্মরণীয়	joy	0.297
feat	কৃতিত্ব	joy	0.297
harvest	ফসল	joy	0.297
quaint	উদ্ভট	joy	0.297
softly	ধীরে ধীরে	joy	0.297
spiritual	আধ্যাত্মিক	joy	0.297
morals	সুনীতি	joy	0.297
lounging	lounging	joy	0.297
light	আলো	joy	0.297
breeze	মৃদুমন্দ বাতাস	joy	0.297
strolling	পদযাত্রা	joy	0.297
spending	খরচ	joy	0.297
meditating	ধ্যান	joy	0.297
joker	ভাঁড়	joy	0.297
yearning	লিপ্সা	joy	0.297
growth	উন্নতি	joy	0.297
fervor	উত্সাহ	joy	0.295
quotes	কোট	joy	0.294
volunteer	স্বেচ্ছাসেবক	joy	0.294
psalms	সাম	joy	0.288
hippie	মাদকসেবী	joy	0.288
gain	লাভ করা	joy	0.288
taoism	তাওবাদ	joy	0.288
midwife	ধাত্রী	joy	0.288
resources	সম্পদ	joy	0.288
create	সৃষ্টি	joy	0.288
receiving	গ্রহণ	joy	0.287
ocean	মহাসাগর	joy	0.286
snowfall	তুষারপাত	joy	0.286
lsd	এলএসডি	joy	0.286
hiking	হাইকিং	joy	0.283
chill	শীতলতা	joy	0.281
truce	সাময়িক যুদ্ধবিরতি	joy	0.281
infinity	অনন্ত	joy	0.281
toast	টোস্ট	joy	0.281
destination	গন্তব্য	joy	0.281
buddhist	বৌদ্ধ	joy	0.281
rested	বিশ্রান্ত	joy	0.281
candid	অকপট	joy	0.281
evergreen	চিরহরিৎ	joy	0.281
unwind	পোক খোলা	joy	0.281
buzzing	buzzing	joy	0.281
venerable	প্রবীণ	joy	0.279
balance	ভারসাম্য	joy	0.275
retirement	অবসর গ্রহণ	joy	0.275
compensate	ক্ষতিপূরণ করা	joy	0.273
swim	সন্তরণ	joy	0.273
drinks	পানীয়	joy	0.273
devout	ধর্মপ্রাণ	joy	0.273
buddha	বুদ্ধ	joy	0.273
rapt	আবিষ্ট	joy	0.273
fireplace	অগ্নিকুণ্ড	joy	0.273
snowing	তুষারপাত	joy	0.271
sublimation	পরমানন্দ	joy	0.270
fruity	ফলবতী	joy	0.268
humility	নম্রতা	joy	0.266
paragon	সম্পূর্ণতার আদর্শ	joy	0.266
ministry	মন্ত্রক	joy	0.266
sunday	রবিবার	joy	0.266
salute	অভিবাদন	joy	0.266
fortitude	সহ্য	joy	0.266
whim	বাতিক	joy	0.266
sun	সূর্য	joy	0.266
sketching	sketching	joy	0.266
waves	ঢেউখেলানো	joy	0.266
buddhism	বৌদ্ধধর্ম	joy	0.266
cathedral	ক্যাথেড্রাল	joy	0.266
yoga	যোগা	joy	0.266
artwork	আর্টওয়ার্ক	joy	0.265
practiced	চর্চিত	joy	0.264
clean	পরিষ্কার	joy	0.260
found	পাওয়া	joy	0.258
fitting	মানানসই	joy	0.258
immerse	মগ্ন করা	joy	0.258
running	দৌড়	joy	0.258
clarity	নির্মলতা	joy	0.258
food	খাদ্য	joy	0.258
exercise	ব্যায়াম	joy	0.258
autumn	শরৎ	joy	0.254
ardent	জ্বলন্ত	joy	0.250
fit	ফিট	joy	0.250
mountain	পর্বত	joy	0.250
expedient	সমীচীন	joy	0.250
diary	দিনলিপি	joy	0.250
candles	মোমবাতি	joy	0.250
outdoors	বিদেশে	joy	0.250
chilled	ঠান্ডা	joy	0.250
clap	হাততালির শব্দ	joy	0.250
contagious	সংক্রামক	joy	0.250
chirp	উত্ফুল্ল	joy	0.250
morning	সকাল	joy	0.250
visitor	পরিদর্শক	joy	0.250
hardy	কষ্টসহিষ্ণু	joy	0.250
countryside	গ্রামাঞ্চলের	joy	0.250
undying	অক্ষয়	joy	0.250
football	ফুটবল	joy	0.250
advocacy	প্রচার	joy	0.250
demonstrative	নির্দেশক	joy	0.250
cradle	শৈশবাবস্থা	joy	0.247
trance	সমাধি	joy	0.246
breakfast	ব্রেকফাস্ট	joy	0.242
grow	হত্তয়া	joy	0.242
pay	বেতন	joy	0.242
preservative	সংরক্ষণকর	joy	0.242
intense	তীব্র	joy	0.242
supremacy	আধিপত্য	joy	0.242
church	গির্জা	joy	0.242
procession	মিছিল	joy	0.242
consecration	উত্সর্গ	joy	0.235
lifetime	জীবনকাল	joy	0.234
nursery	শিশুশালা	joy	0.234
humbled	খর্ব	joy	0.234
vote	ভোট	joy	0.234
incense	ধূপ	joy	0.234
lyre	সুরবাহার	joy	0.234
candle	বাতি	joy	0.234
snowy	তুষারময়	joy	0.234
doll	পুতুল	joy	0.234
skiing	স্কিইং	joy	0.234
ordination	অর্ডিনেশন	joy	0.234
art	শিল্প	joy	0.234
salary	বেতন	joy	0.234
pastry	পিষ্টক	joy	0.229
firefly	জোনাকি	joy	0.227
chilling	হিম	joy	0.227
remedy	প্রতিকার	joy	0.227
rescue	উদ্ধার	joy	0.225
camping	ক্যাম্পিং	joy	0.221
perspective	পরিপ্রেক্ষিত	joy	0.221
orchard	ফলের বাগান	joy	0.221
orchestra	অর্কেস্ট্রা	joy	0.221
possess	ভোগদখল করা	joy	0.219
castle	দুর্গ	joy	0.219
lamb	মেষশাবক	joy	0.219
gardens	বাগানের	joy	0.219
breezy	ঝরঝরে	joy	0.219
mucis	NO TRANSLATION	joy	0.212
bouttime	NO TRANSLATION	joy	0.212
brisk	প্রাণবন্ত	joy	0.212
countrymusic	NO TRANSLATION	joy	0.212
repay	শুধা	joy	0.212
ribbon	ফিতামত	joy	0.212
pho	pho	joy	0.212
reggae	রেগা	joy	0.212
raindrops	বৃষ্টিবিন্দুর	joy	0.212
listneing	NO TRANSLATION	joy	0.212
teach	শেখান	joy	0.212
nap	তন্দ্রা	joy	0.206
stillness	নীরবতা	joy	0.203
chant	ভজন	joy	0.203
hire	ভাড়া	joy	0.203
vernal	বসন্তকালীন	joy	0.203
cove	উপসাগর	joy	0.203
uncontrollable	উদ্দাম	joy	0.203
legalized	বৈধ	joy	0.203
unexpected	অপ্রত্যাশিত	joy	0.203
lights	আলো	joy	0.203
save	রক্ষা	joy	0.200
atone	প্রায়শ্চিত্ত করা	joy	0.197
trees	গাছ	joy	0.197
pastor	যাজক	joy	0.197
symmetry	প্রতিসাম্য	joy	0.197
oneday	এক দিন	joy	0.197
scripture	শাস্ত্র	joy	0.196
mountains	পর্বত	joy	0.194
pathway	পথ	joy	0.188
walking	চলাফেরা	joy	0.188
craziness	পাগলামি	joy	0.188
soppy	অত্যন্ত ভাবপ্রবণ	joy	0.188
tea	চা	joy	0.188
quiet	শান্ত	joy	0.188
forefathers	পূর্বপুরুষদের	joy	0.188
liquor	পানীয়	joy	0.188
custom	প্রথা	joy	0.188
whiteness	শুভ্রতা	joy	0.188
sympathetic	সহানুভূতিশীল	joy	0.188
patient	ধৈর্যশীল	joy	0.186
dollhouse	পুতুলের বাড়ী	joy	0.182
bath	স্নান	joy	0.182
score	স্কোর	joy	0.182
movingon	সরানো	joy	0.182
supporter	পৃষ্ঠপোষক	joy	0.180
accompaniment	সঙ্গত	joy	0.179
pursuit	সাধনা	joy	0.176
outburst	বিস্ফোরণ	joy	0.176
frosty	অত্যন্ত ঠাণ্ডা	joy	0.174
workout	workout আপনি	joy	0.172
closure	অবসান	joy	0.172
luncheon	মধ্যাহ্নভোজ	joy	0.172
service	সেবা	joy	0.172
wintery	ঝড়ো	joy	0.172
wages	মজুরি	joy	0.169
civilized	সুসভ্য	joy	0.169
fain	NO TRANSLATION	joy	0.167
december	ডিসেম্বর	joy	0.167
acrobat	মল্ল	joy	0.162
glide	পিছলে পড়া	joy	0.162
finally	পরিশেষে	joy	0.157
reproductive	জন্মদায়ক	joy	0.156
elf	পরী	joy	0.156
organization	সংগঠন	joy	0.156
stroll	বেড়ান	joy	0.156
peppermint	মেন্থল	joy	0.156
break	বিরতি	joy	0.156
chai	চা	joy	0.156
obtainable	গম্য	joy	0.156
bathtub	বাথটব	joy	0.156
advent	আবির্ভাব	joy	0.152
scifi	scifi	joy	0.152
balm	সুগন্ধ পদার্থ	joy	0.152
measured	মাপা	joy	0.152
spaniel	কুকুরবিসেষ	joy	0.145
tan	কষা	joy	0.141
ditty	ছোটো, সরল, সাদাসিধে গান	joy	0.141
bubble	বুদ্বুদ	joy	0.141
simple	সহজ	joy	0.141
oils	তেল রং	joy	0.141
beer	বিয়ার	joy	0.141
green	সবুজ	joy	0.137
buss	চুম্বন	joy	0.136
books	বই	joy	0.136
makingdisciples	NO TRANSLATION	joy	0.136
chow	চীনা কুকুর	joy	0.135
pitter	pitter	joy	0.134
flows	প্রবাহিত	joy	0.130
silence	নীরবতা	joy	0.127
roadster	সাইকেল	joy	0.125
solitude	নির্জনতা	joy	0.125
bookstore	বইয়ের দোকান	joy	0.125
wine	মদ	joy	0.125
circumstances	পরিস্থিতি	joy	0.125
japan	জাপান	joy	0.121
soak	শোষণ	joy	0.121
wilderness	উপবন	joy	0.121
priesthood	গুরুগিরি	joy	0.121
critical	সংকটপূর্ণ	joy	0.116
neutral	নিরপেক্ষ	joy	0.114
untie	আলান	joy	0.109
hunting	শিকার	joy	0.109
opera	অপেরা	joy	0.109
weight	ওজন	joy	0.109
white	সাদা	joy	0.109
sand	বালি	joy	0.109
wind	বায়ু	joy	0.109
labor	শ্রম	joy	0.106
classical	ক্লাসিক্যাল	joy	0.106
affliction	দু: খ	joy	0.103
lake	হ্রদ	joy	0.103
organ	অঙ্গ	joy	0.094
dwelling	বাস	joy	0.094
tree	গাছ	joy	0.090
pond	পুকুর	joy	0.089
marrow	মজ্জা	joy	0.078
latte	ল্যাটির	joy	0.078
sipping	sipping	joy	0.076
benign	ফলপ্রদ	joy	0.074
majority	সংখ্যাগুরু	joy	0.073
leaf	গাছের পাতা	joy	0.065
troubles	যন্ত্রণার	joy	0.062
basketball	বাস্কেটবল	joy	0.062
explosions	বিস্ফোরণ	joy	0.061
cream	ক্রিম	joy	0.061
shepherd	মেষপালক	joy	0.058
tuesday	মঙ্গলবার	joy	0.047
turbulence	অবাধ্যতা	joy	0.045
calf	বাছুর	joy	0.040
hardship	কষ্ট	joy	0.031
sixty	ষাট	joy	0.016
unhappiness	অসুখ	joy	0.016
heartbreaking	প্রাণঘাতী	sadness	0.969
mourning	শোক	sadness	0.969
tragic	মৃতু্যঘটিত	sadness	0.961
holocaust	ব্যাপক হত্যাকাণ্ড	sadness	0.953
suicidal	আত্মঘাতী	sadness	0.941
misery	দুর্বিপাক	sadness	0.938
massacre	হত্যাকাণ্ড	sadness	0.931
euthanasia	আরামের মরণ	sadness	0.927
depression	বিষণ্নতা	sadness	0.925
bereavement	আত্মীয়ের মৃতু্য	sadness	0.922
grieving	খিদ্যমান	sadness	0.922
fatal	মারাত্মক	sadness	0.922
bereaved	প্রি়জন-নিয়োগবিধুর	sadness	0.920
devastation	বিধ্বংস	sadness	0.917
death	মরণ	sadness	0.915
devastated	বিধ্বস্ত	sadness	0.912
suicide	আত্মহত্যা	sadness	0.912
catastrophe	বিপর্যয়কারী ঘটনা	sadness	0.911
horrifying	ভয়াবহ	sadness	0.907
tragedy	দুঃখজনক ঘটনা	sadness	0.906
depressing	বিষণ্ণ	sadness	0.906
died	মারা যান	sadness	0.906
anguish	যন্ত্রণা	sadness	0.902
agony	নিদারূণ যন্ত্রণা	sadness	0.900
deadly	মারাত্মক	sadness	0.898
weeping	ক্রন্দনরত	sadness	0.896
stillbirth	মৃত	sadness	0.891
deceased	মৃত	sadness	0.891
murderer	খুনী	sadness	0.877
devastating	বিধ্বংসী	sadness	0.875
rape	ধর্ষণ	sadness	0.875
cancer	ক্যান্সার	sadness	0.875
dying	মরণ	sadness	0.875
sadness	বিষণ্ণতা	sadness	0.864
morbidity	রোগ	sadness	0.864
crucifixion	ক্রুশারোহণ	sadness	0.859
grief	বিষাদ	sadness	0.859
depressed	অবনমিত	sadness	0.859
traumatic	আঘাতমূলক	sadness	0.859
atrocity	নৃশংসতা	sadness	0.859
execution	ফাঁসি	sadness	0.859
abandonment	বিসর্জন	sadness	0.859
perish	বিনষ্ট করা	sadness	0.859
cadaver	বিশীর্ণ দেহ	sadness	0.853
treachery	বিশ্বাসঘাতকতা	sadness	0.848
betrayed	বিশ্বাসঘাতকতা	sadness	0.848
sad	দু: খিত	sadness	0.844
destroyed	বিনষ্ট	sadness	0.844
miserable	দু: স্থ	sadness	0.844
persecution	নিপীড়ন	sadness	0.844
funeral	অন্ত্যেষ্টিক্রিয়া	sadness	0.844
slaughtering	জবাই	sadness	0.844
horrific	ভয়ঙ্কর	sadness	0.844
homicide	নরহত্যা	sadness	0.844
hopelessness	আশাহীনতা	sadness	0.844
grieve	শোক করা	sadness	0.844
sorrow	দু: খ	sadness	0.844
suffering	সহন	sadness	0.844
murderous	খুনী	sadness	0.844
unhappiness	অসুখ	sadness	0.839
crippled	বিকলাঙ্গ	sadness	0.836
bloodshed	রক্তপাত	sadness	0.836
pained	বেদনাগ্রস্ত	sadness	0.833
manslaughter	নরহত্যা	sadness	0.833
carnage	হত্যাকাণ্ড	sadness	0.833
unbearable	অসহ্য	sadness	0.830
stillborn	মৃত	sadness	0.830
slavery	দাসত্ব	sadness	0.828
torment	পীড়ন	sadness	0.828
sickness	অসুস্থতা	sadness	0.828
enslaved	enslaved	sadness	0.828
casualty	দুর্ঘটনা	sadness	0.828
morbid	অস্বাস্থ্যকর	sadness	0.828
murder	হত্যা	sadness	0.828
mourn	শোক প্রকাশ করা	sadness	0.828
helplessness	অনুপায়	sadness	0.828
annihilation	নাশ	sadness	0.828
abandoned	পরিত্যক্ত	sadness	0.828
horrors	আতঙ্ক	sadness	0.828
mutilation	অঙ্গহানি	sadness	0.828
annihilated	বিলুপ্ত	sadness	0.828
miscarriage	গর্ভস্রাব	sadness	0.824
starvation	অনাহার	sadness	0.819
killing	হত্যা	sadness	0.812
failure	ব্যর্থতা	sadness	0.812
famine	দুর্ভিক্ষ	sadness	0.812
distraught	বিক্ষিপ্ত	sadness	0.812
childloss	NO TRANSLATION	sadness	0.812
burial	সমাধি	sadness	0.812
disgrace	মর্যাদাহানি	sadness	0.812
cruelty	নিষ্ঠুরতা	sadness	0.812
despair	হতাশা	sadness	0.812
saddens	দুশ্চিন্তা	sadness	0.812
oppression	নিপীড়ন	sadness	0.812
sadly	দুঃখিতভাবে	sadness	0.812
mournful	দু: খজনক	sadness	0.812
terrorism	সন্ত্রাসবাদ	sadness	0.812
heartache	মানসিক যন্ত্রণা	sadness	0.812
bloody	রক্তাক্ত	sadness	0.806
perishing	বিনাশ	sadness	0.804
inhumanity	নিষ্ঠুরতা	sadness	0.804
malignancy	মারাত্মকতা	sadness	0.803
mortification	রিপুদমন	sadness	0.802
sarcoma	সংযোজক কোযের মারাত্মক টিউমার	sadness	0.797
lifeless	নির্জীব	sadness	0.797
perished	ধ্বস্ত	sadness	0.797
dreadful	ভয়ঙ্কর	sadness	0.797
